"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"RPL26L1",285.805340573838,180.035594370446,259.903042309506,268.701384298676,206.39672108753,283.502885572736,192.7277713506,349.008059470273,379.261052546286,573.7529825294,335.10465029121
"CYLD",153.840317287137,155.792044256799,166.611009888405,139.682347990611,154.018535797416,156.242970617241,143.438559520333,148.58616712417,138.161882043735,135.52725831051,160.01902681737
"TUBB4A",542.386346283567,225.392308169889,531.514078760313,297.701671095005,257.425889066343,185.863106857038,372.177947400814,517.852545502664,197.869803163448,126.105486186881,268.953015167848
"BRD1",140.81518662754,135.854524390512,112.475542767807,186.463965394737,128.391888760284,144.774221341534,137.860784064194,118.450348539744,272.723578604182,189.406397668584,107.839505237947
"SKP2",38.2673304873624,41.5391507067318,45.5962431533678,39.4755000215565,41.4898926812264,39.7275328866505,37.727861291044,46.0066944906377,42.2681674368836,39.230684065237,43.8235804925052
"METTL22",183.587086388132,193.07979152846,242.627498952304,192.599393012571,244.418346057805,162.794058740919,202.397662653826,233.182411700784,102.432678065793,157.550355498891,279.556450888446
"DNAJA3",563.457671806117,485.939803989089,564.709345672471,615.493460321534,522.868972107733,543.002349456032,422.135578786437,512.035034244593,574.163248189722,601.553326455947,497.852150154952
"XIAP",35.0614276698033,39.2739300111595,32.3029888103812,31.1148092880094,30.7200684317172,30.5010603942784,33.3575615610596,33.8628929244238,32.6658872336172,31.7505531246522,34.319995114731
"FYN",271.721003445113,385.003145470673,296.419357476097,442.976764593358,189.260700489856,307.642045367872,384.026392110367,301.685715660365,511.842781379591,482.489271656294,160.928944967133
"H2AFV",340.267974572509,189.277119404717,301.87782811769,243.931278831783,279.738760033255,338.17212878467,239.969150229496,202.890944575371,555.904226149776,405.138513566723,120.289700140836
"TAL1",221.027207866355,221.027207866355,214.641479367844,247.006075765188,208.207023080396,214.021729549395,239.811274092369,245.068280932917,257.872001188096,192.181569262494,251.710292818743
"SSSCA1",89.7666465389315,72.2841182463588,100.726338113627,96.2289362555284,103.613419313524,74.5750677392978,89.1747062615427,116.021990448852,62.8416796429193,75.7882239818194,129.063486936824
"CREB3L1",603.509281733062,664.903228033793,569.417425488771,459.526468808198,670.107679947698,528.40401454766,672.311063119648,496.837494244153,406.352301179528,304.807944817595,556.949880494852
"TNFRSF1B",90.1550211762014,102.840703594145,109.25213599927,115.852908100007,164.466818880099,111.346231936253,113.680087888738,174.681875294001,87.7388629379791,132.531222329605,102.127707597512
"OAS3",173.72969467633,177.976201366561,156.301600786036,148.243225393558,163.25877657911,148.365500418655,184.238825743627,159.761445894599,148.437780292852,137.501257318589,198.500524058048
"VARS",73.1076608277016,79.1471137600547,91.2072226951076,76.8822882805927,86.7647238062694,83.3041858960425,91.0318053520865,111.893357241485,68.2076506895645,86.601523838644,108.209877143526
"DYNLRB1",669.695189976714,435.281563798347,981.203566847093,650.053413287326,596.096814116431,1047.25212783521,704.284402932541,1548.94925749148,530.069269552648,872.310462086582,503.470134494557
"ATG12",60.9934197499614,67.861401082683,48.3666968116369,77.0782432910848,49.5385189444502,81.2443359372829,67.861401082683,52.7663837613531,126.090334185519,99.6009662486437,56.6044912326076
"BACE1",696.857880420219,354.853220958174,924.003591025486,955.083776301518,448.182085473779,672.407661920709,499.894261931957,403.672755750621,987.358944157292,615.739261233394,224.005212743377
"RPS3",2929.85413900321,1368.8566270535,3552.50240056183,3475.7920817248,4139.79512890718,4679.63099772119,2705.65296007234,5307.90497542002,4406.87031394251,5401.20274906814,549.586135755149
"ATXN1",79.8867229554365,156.996277053675,218.509470082543,116.366919625399,135.19831693963,196.016910921538,99.9475364882252,192.363643657982,298.183191560794,50.7667872848152,49.8083950884986
"WRAP73",85.5675366473511,94.8112287904252,106.702145129253,115.043521434293,102.421145421043,136.63844336059,93.2735858537567,122.933063957918,123.868433417959,179.512477194922,148.924725293417
"CLK4",167.355794315881,166.473620505679,120.134730261181,200.12190717933,98.3152472979317,169.791179369114,153.358788868651,132.569564131954,672.456689525602,441.143241714201,118.07792588054
"TUBB",1472.54101487593,680.239586701226,2197.34673546955,1262.73605420489,1625.94825833546,960.919186971875,972.250481991163,2370.35787766372,698.605785244234,929.651466893249,472.340541899125
"NCL",1526.36055394364,1013.45154170272,1015.81022796438,1909.25312493769,2108.882283887,1445.20270278614,1669.75868674421,1595.00216450185,1216.40656699194,1595.55589266461,1221.69784164979
"HSPA1L",116.095762556548,157.467860541514,138.018453809514,104.61161060801,157.257765060053,118.700609611092,142.313067043921,168.303029364394,361.483683322864,183.655546977367,115.544385135522
"NOC2L",76.6719113766502,66.8495287925332,95.1288892347633,79.3250631863475,89.5164987931802,80.5641275426561,85.1738013459697,96.3627343903135,80.5641275426561,81.7578776090275,93.8643617732859
"MAPK14",191.056355632131,215.089892251938,228.383207025812,217.172668361325,243.391398301109,241.611563198917,172.123756702146,283.772146133095,287.31125679034,318.415615044305,171.44532387122
"FGF2",70.8350045962418,73.2354018238927,65.9355196554209,82.6981851792421,60.833830568593,286.869437845746,58.7044934416668,54.4203094790545,279.929900367314,177.08517395056,65.1493582987363
"SAFB2",221.128882085504,193.062138712187,155.47933778107,180.011477547221,200.004803638112,181.71701184235,219.374042760731,200.963998505552,164.560285429418,174.565012948149,155.129269496475
"MEPCE",458.888983738067,490.447571593746,734.624728281297,520.231649000575,651.350216284351,567.424512435697,636.000433586421,678.55987667197,449.124353200453,443.982729068635,594.205968412551
"MAP3K8",25.2728020459449,27.2811019604846,25.319250793696,27.38703665935,25.4416055728987,29.1217849568419,25.5258024951597,26.7917716677495,37.9072091517365,45.3145519745126,25.6286893457131
"FKBP8",58.9721266131679,54.274551173197,46.8082417418747,46.4442393824324,46.4442393824324,49.1598382131301,59.9958397354307,46.5589295694949,41.7262932393407,43.4839313220013,67.2752665224573
"TPRKB",80.5500384828426,69.5782248073126,82.3674308265328,90.2213868722924,80.9634899529481,89.1457430868703,69.7274687447614,81.0313478954834,103.731832068204,187.004983377288,68.9196020232428
"PCBP2",562.750839586517,429.764423638569,570.268967228466,768.545291917998,656.561418930296,643.328987789561,533.128073657466,690.709820411261,608.98456774848,953.970069192756,1176.77281095786
"CASP7",73.3150615173076,80.9633580823148,65.7862117229763,73.537039717203,76.6935680127675,79.2709774506918,71.8218119809025,91.4557105213331,389.529382543479,131.116273373568,82.7186960874589
"HNRNPUL1",126.151049495022,132.546636606638,145.807162138252,135.788761019697,135.482218755347,123.804135620825,144.333130264524,171.031144979975,100.430447962149,117.515745278208,126.228112047662
"MAPK1",351.677884529606,472.613338926507,620.458318504237,410.562891181951,358.633392101267,478.102917272,349.007621473722,617.780082485702,822.737855753693,608.281187637045,292.58976905108
"BAP1",540.170483155462,455.853716917713,457.728773261324,583.195523519169,515.751186519615,608.181467428903,636.493006021543,535.807069563463,358.123065422763,444.093042281565,336.059809320514
"TBK1",350.695311415543,324.093040833975,306.977834924258,262.090618040199,373.180599016853,343.046866893601,277.369952670581,374.768567116429,624.160870409853,574.197203577373,302.197751150604
"NFKBIB",202.50577462966,197.396779251711,206.053927114474,180.019382890138,220.829670712941,194.459152302741,189.729443867295,226.487924953343,150.502170612913,158.3831857205,190.20669872519
"PPP2R5E",70.966622764328,89.9177692826086,56.0208990229043,82.2177748793394,48.8639852735419,86.7974085841209,62.9947542215425,61.184447049951,145.829846719018,109.094730271394,45.5500111503791
"APPBP2",324.963177331851,408.820924876905,440.11557211498,494.763221143552,328.760725241549,737.810450037709,375.29364985567,328.147350439516,685.659556624341,888.16508597103,304.037972695068
"RPL36",963.712218734377,392.707910234052,981.621934092141,1451.45055384364,1350.36341101427,1421.85374631607,1076.64393662983,1336.99780449583,383.841658576188,1100.60417492892,1168.62668091279
"TNPO1",87.3541079438152,157.11160987466,91.2606344080652,122.874185377458,100.343955123246,78.4043639975376,100.718731814643,121.072420902783,155.731031310722,118.011165002007,121.02506880623
"SLC16A1",41.7665220478613,49.8150414929003,44.9482317428127,51.3925824749122,40.9833452886267,46.3687250401795,40.8343412623178,49.8150414929003,56.8332916224037,76.5472242131449,42.0262848444019
"ACAA2",100.537894395003,110.506730583603,102.025654991345,113.347652964346,127.842073108803,82.7865307205026,109.386895434677,105.925410372555,100.828055036041,109.847283013349,121.365597316677
"SYNE2",79.7295906638292,123.591202860218,104.873887877447,96.3769746599665,139.956084511435,106.723768571514,111.984223694132,97.3787487803348,103.732200522211,110.696149133482,88.1171932389894
"SMAD4",43.7632147632865,35.8210740772877,34.9500443136463,37.5713395082679,34.5748976458349,43.7439503093815,37.8182680413775,33.9385585827893,86.9663054329762,45.6038379906973,37.6860110156815
"MED4",66.6571706968935,75.7754097754506,63.4714289607358,88.0042798323689,61.713470111437,160.090875993704,62.3230393567772,75.5863750404552,186.998831565376,207.298550870096,53.7056691407157
"BTBD3",417.640812777297,264.048420408676,511.757973357101,629.41706506212,240.689052141561,786.670955808807,324.022807625567,268.575949983684,1010.13201591447,924.159436050994,83.1785677929663
"COIL",95.4230277999508,85.9395419510681,105.739879935809,132.884908335526,80.1916920942557,114.169874602551,86.9452177342543,115.893044826768,183.574988459777,184.615789828452,78.7885430647137
"REC8",383.60359600583,406.795439071243,378.411838508675,394.514769708383,333.797442538341,329.822647948028,407.078836076629,363.549595945751,264.066014306033,268.835261728024,335.209389392702
"WDYHV1",74.5345647151314,61.4526332011453,71.7868881019342,78.5234763914317,69.0260576934438,82.0083143090957,65.9354807439174,90.5602156716598,118.042747192994,122.69479623288,62.8379339563615
"KRT31",108.785919342937,97.8320855065968,102.194162515,95.9038415454919,118.758799194892,92.6786535450713,111.327353415601,103.065314505873,91.1458306210621,85.5356609789533,104.772182161136
"NDUFV2",405.498547765369,198.369379006556,600.924430194937,364.259991626705,260.892305888348,533.14904567597,237.682861164633,466.208165392183,399.549115291568,847.424711835688,171.381624082153
"STX11",42.3960601865903,37.507867130741,42.6481030043126,38.8325780963105,41.2024888111188,41.0172449871739,39.0660329834732,41.2024888111188,39.6995300524085,38.027601492555,45.2359990634459
"HABP4",199.837497480801,196.57087082069,211.77728570228,287.338845260389,308.959165342826,267.983018541355,187.349965187728,228.161103211503,241.733726310907,266.941994682085,163.800973443572
"NEDD9",115.96759172738,109.753912211927,98.7096504824417,137.153452110351,333.90876708756,251.736650092667,188.882275222334,109.625297789454,197.934225906914,244.897434373906,95.8844021171148
"LETMD1",492.429583762735,542.589231425894,855.167995424082,727.78118111503,510.71702042635,594.378195309392,553.393351547056,752.771735724616,777.660127546759,636.470965091288,353.12138218479
"MRPS18B",206.778714018082,221.325769428315,345.106120864367,332.965841533473,302.723325234229,338.335226281515,257.502709551341,466.347244685081,328.156750256984,407.045116211222,245.216461759147
"BAG2",34.8391448437912,35.5915048223131,35.1861806841922,36.9214886392711,34.1146711411181,36.4413714101051,35.4377199775256,33.7315374621646,89.7855937697884,70.1179473967817,38.9558573719969
"MCAM",455.702289669636,420.516896405631,557.67033069933,763.925336057129,1430.29890812167,446.49142080678,476.35178616301,523.935199673223,337.142624390615,273.586287438341,133.05059707468
"SF3B1",1061.8905996923,1344.52810300996,983.28270077224,1781.51674011617,1405.71040791624,1978.22400622645,1546.32261121757,1065.28067167326,4103.2761743229,2903.41794682463,355.478058089929
"ATP6V1G1",348.028713621201,450.835665709281,322.37043001502,594.25243339421,357.690077119758,545.888954141571,514.092404025374,559.016536356489,775.484681317972,1083.26010473789,385.749359951719
"PAWR",28.9268691329781,28.7284584545061,27.5401099911401,27.1042846679528,28.7727082683748,29.1201189827639,30.0157761146273,27.351885413086,30.1453803070522,32.5703574256693,29.6131637112726
"RPS5",1959.4952327022,1230.65810346036,3440.49247635306,3097.31739995086,2841.24644066388,3500.3894268764,3173.72593993922,3755.85552252081,1616.25987261949,3568.28887071531,2839.65597138667
"CUL5",155.514071273993,182.833891235829,232.802079982329,263.524452091743,131.214144543121,452.721439402892,150.131289385622,176.956984645923,682.731728642589,450.483741648714,161.96262385597
"DIABLO",604.169626588007,640.448165213369,977.255797138241,655.173730036723,822.855344735736,755.447805353114,748.89833810559,882.073911114686,774.439791095705,668.941892633594,721.762288620243
"KLHL35",116.856829264487,92.9347318842907,87.2719639602091,96.5565656777809,98.8143966225869,85.1366269000934,97.1855999803616,92.3782482160716,74.9594075030812,70.0518167887678,111.784131780043
"SUCLG2",37.4241238159597,47.5162891727131,57.5924999664033,48.1780352145802,40.0024774903097,89.2598043504627,38.3206148545909,58.9127280785163,135.864735963517,152.266852788576,31.1759632645381
"CCHCR1",129.665385813312,125.301577571746,141.667484150158,130.471227296035,130.088582905468,132.172295334679,136.423409474374,140.737162277883,115.684431781843,132.317840005481,134.030102520679
"TPR",359.117117628668,332.661827356718,330.043567071669,410.969321055411,330.043567071669,340.272273950963,393.19010389323,302.097980179087,306.958243958027,336.155016674252,366.815062656482
"RPS11",689.596314653875,494.642513354259,586.07441759426,848.339413854585,526.865117266253,455.962358343979,686.221798026639,812.162255402437,334.820280016358,351.178359854966,690.879208576999
"HDGF",1037.41851375282,1542.97101826212,1449.48573967857,1186.70594792666,1655.52154283119,1107.94297872231,1183.46083113726,1716.35346553965,1224.69229847397,939.601151277728,1006.46336532678
"IRS4",85.3213903623251,91.0644472453251,102.70710843584,82.2652954179397,98.206044296814,80.9697431703902,89.1666086271544,85.6481444984353,79.4845339426938,76.9845560082902,96.5647302141291
