"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"BTBD1",305.231838316953,220.99729040557,241.597839667685,381.484210489308,199.047517240049,656.837419730837,201.075115488598,259.147779290651,583.321910918144,497.975707168762,169.638651335085
"APEH",101.12584744229,131.701193370429,219.099314711812,123.525402199764,139.384268032839,118.620156809688,124.747352660805,225.040360365889,90.722045444926,136.755342615483,134.532434418341
"CASP3",146.410153787884,163.116815293868,137.843488462625,151.900460441732,146.018524571048,150.002917474423,171.130330602167,124.383809499988,224.671631787557,222.375501655355,127.127058098199
"CSAD",78.5991028944187,70.4796657021307,61.2002220046229,92.1824498123421,69.3701908666687,73.1420713950558,67.770835833405,44.3818479004892,162.784309974576,141.821738001281,78.3440386576139
"SEC24A",49.3351224245619,54.3430293869964,49.8372651896611,48.1141693044841,52.5597131180033,44.310583758291,52.670836737462,47.7237497737123,53.5416909412326,45.3984930161283,51.3221535655289
"CREM",107.368231044606,184.07149967167,193.183135244902,124.020950830767,203.24942524801,193.244936662301,109.743866696682,171.368839257087,322.978248536326,240.278588924736,186.299941243486
"ATP13A2",148.116933066288,99.0601299663484,176.009500277369,101.7815075221,78.0053973153068,119.751426593972,103.009429148012,248.107094713421,93.4401767673032,104.575028496491,111.077373096601
"MRPL16",137.383561799352,144.646096144341,203.545792733029,198.483259553829,145.405968770913,161.565209286253,147.625439480718,187.313586668984,203.287817263534,262.450450248174,224.144569217849
"NTHL1",102.231582010241,110.81348406901,120.1224141042,144.828326234345,116.019992232386,138.245921263412,123.930785843965,169.89394414053,117.370019098834,167.942863520501,156.734659517013
"ZNF207",421.827686060686,263.310627758022,388.900525502505,342.0693582195,298.927640410182,257.998467072131,333.544846680227,317.051835000419,621.308197845583,585.550301940972,560.167673259464
"PIGR",187.602690793376,188.801451790372,194.472431266855,146.361874314435,178.167016300407,162.788552753148,194.192202000722,164.742523295555,162.788552753148,130.534470688455,222.154301201097
"PCYOX1",33.9637849696854,38.0064895615025,35.4966078267512,33.7059620602711,34.015756380117,31.5319177862142,35.1915094598486,34.7681669700234,33.3496207242612,34.698512704571,42.1024335169617
"NAT2",170.848868599263,156.096216810489,156.336447011236,130.55030767133,151.233465631329,124.961834401406,150.109059948559,146.3006904967,118.960014998112,89.2076343433132,168.198858608625
"CCP110",824.606860919743,580.356946266718,583.746487505266,879.831869521213,622.840157216609,1621.45333403887,734.461637839504,620.001994131702,2253.28670986863,2226.35340709147,513.65978057139
"RBM25",109.299859630579,67.861401082683,72.9994196935342,90.7859441587221,69.3840863524587,66.0720077968678,80.5479840272575,61.5513192285274,124.149698277089,84.3115082351148,107.000954042557
"PDHA1",366.517250674831,339.438087773142,463.424708060198,567.259685963481,515.404198576286,406.059276956014,315.879079999639,712.56240540329,608.538252136762,737.569274796481,157.700342711406
"WIPF1",407.819331524825,424.058331028432,580.539678637273,406.363635252746,427.307840039146,369.838488038882,406.363635252746,455.442429268109,378.932174925092,362.265954057408,511.186857944685
"BAZ1B",83.2777962067428,92.5532886730874,73.1717171320799,69.2293752600487,106.730728663351,74.5118458090113,80.0031331031368,75.4392639008677,73.9295220062978,78.1528857087911,83.8489926898026
"PSMD13",145.600324354662,185.352358364034,297.563604796011,269.752420512086,258.715814336994,201.546499981577,129.662213479584,551.766222430756,183.471585374667,244.480165555725,136.186994541031
"LHX2",43.1446640674451,45.6558360788581,36.263511053679,55.7525473968357,38.1963701058054,42.3456168572259,54.8830084798817,37.0646160712135,37.3649391747521,34.4341185530103,57.2976019745911
"USP18",69.9023727100402,99.4112163756512,90.5088610584405,83.339387355569,94.2719938661682,91.4920111994215,94.8826922005154,79.7721011440907,74.3023837013335,70.6895136834152,75.6233647481958
"YBX1",411.041575969541,222.463803236321,364.317657354434,319.07976689905,305.309657213054,322.228062782872,291.678201924603,467.945382310284,613.929894110962,888.822761633091,172.266187925045
"SHMT1",40.0351385879205,41.6986474771783,39.9536109761429,40.5722916062683,41.3334309703785,39.9498576857648,43.3494915203153,40.5553680631654,39.7168542213282,37.959677082795,51.9642307430926
"ZFP36",731.165957883891,584.170146185737,848.026231690107,606.711453669124,731.493223010774,339.521406961294,579.759660417327,556.998862867346,610.025714226984,748.582620499757,463.603420768419
"CCT6A",541.254023802801,661.232407276682,556.095735073057,659.658043218127,775.844461641061,985.161905701129,462.059896633963,867.011630804534,1991.63572711167,1763.47711989185,484.754161230854
"RALB",630.777355508187,712.806253247185,796.725716441213,582.208615468158,546.01255315118,650.114940262409,602.582677667273,1138.81007431899,871.314416146623,1022.44439238368,796.725716441213
"HUWE1",10231.0923098979,12995.4075963116,14130.3041321966,13308.8342521985,13988.642638817,14705.0408089086,12430.0151642327,13284.8729586369,13178.1659343508,13616.7919786404,10140.6853475772
"CEP72",143.221206358341,116.676446189634,152.380329844734,127.587876915241,121.197456546741,115.777406359706,144.104042786917,119.298924867604,112.54946760578,111.046215404103,131.767251959728
"FANCC",192.836004899425,240.500295921183,230.405198326862,175.678220068873,234.756245674843,180.643648008345,222.419013611674,178.732702188717,179.577262067528,137.659333521367,189.969147355247
"CYCS",806.390160483263,680.606561440087,1009.72079085066,835.585837489675,624.050893708466,1650.63573026866,473.710380435369,854.209931266481,2467.99875521795,2437.2072850699,1514.1069755474
"NUCB2",93.2704293219577,91.9903980484271,84.8492973179084,101.152166983125,98.0409994919138,144.314381528578,102.621396977816,61.4966727658367,111.333952931807,147.083070724147,97.8541119399507
"HSPA4",75.5700848544009,67.2296810110478,61.9509894146853,62.9038263717757,61.7379627316293,59.8374230474781,58.4827256270792,62.6368536166792,75.7532990608136,67.2721715823816,90.9308552186405
"IKZF1",50.608408827129,51.7538577265237,56.211905748157,45.3484212453796,55.8185556359159,51.8087301587723,50.7143847244496,49.8395335549055,45.762021950735,45.2922174819345,53.4495794134051
"DNAJC12",533.208295803189,598.363998501489,534.143894249874,325.628085365488,211.610095431641,631.841976739738,261.549265735601,662.079690752266,764.562674448486,962.396600536095,387.94126423837
"HDAC1",154.430493279505,263.968104905629,239.518130578106,381.775365803329,244.910091184874,402.564925423825,298.405598915847,272.280748682991,404.217611086066,470.402737591959,201.50567320986
"HIST2H2BE",222.700539918446,458.556120959847,555.393387601284,725.60609140967,353.390048936954,475.85180985736,301.213819509085,447.536123350839,1265.63264039957,1454.00321471167,319.850494318623
"KPNA3",394.658244820365,501.370257477328,586.599295196238,490.894282925667,311.193919076202,660.898025344266,315.791665231035,499.181766381395,1271.30124393213,729.946453198301,228.006703586444
"MSC",53.0833191403345,52.844550354087,47.4995710260021,52.4755099381575,61.3865327429654,48.8730181297487,56.4870248337528,52.2095492505422,45.3590931292399,41.6897385728973,58.5354381410691
"CD4",434.834541705156,470.363372038649,431.563180508363,354.021507099314,360.398406243189,340.675644186889,444.192764082596,424.054712600991,323.684191156184,306.440573134557,432.526544865711
"PDE4A",71.6291410351499,63.9705417012447,62.2878905329245,56.8663594474617,73.5022006495338,57.4580553769312,62.2710565834124,62.2710565834124,43.109613232196,53.5775554850062,62.2710565834124
"TROAP",191.650969532008,177.972230238723,153.100734760729,159.897031280185,183.332770147486,129.264969514508,190.006947372495,148.168309383422,106.776549112051,95.1758891437943,195.353433876331
"HNRNPM",36.461957183771,38.7256990086385,34.3524945210313,36.0514126084859,34.2824273455049,33.9720628270953,41.9713442850932,32.1175368351889,44.4638554471866,36.2877780434724,33.6661463129318
"IRF5",366.517250674831,347.674495696225,448.206748143025,346.389479922454,360.578964503924,351.654449056276,359.226917488223,390.778256705836,249.672655254838,316.385987002059,377.915545974603
"OGDH",130.197612181338,124.631743604665,163.658203671069,131.729163383955,154.211696713475,134.192341745407,134.77404296797,159.354115487351,112.481860754542,130.834666799714,170.488723731521
"NDUFA10",630.80525122419,491.955143046096,783.20540355735,942.07026902276,583.953189388019,540.163041039185,523.819440167073,736.441011318433,859.006730605409,832.085330156418,170.064446736697
"NUP98",53.2089840195547,55.7571486069626,48.8673808558011,60.3500917347132,56.1724639415145,44.9629820978692,54.6566474215096,56.3094591255924,68.8819987623383,60.8506727003973,76.9386861497472
"PDE4D",319.425247947444,352.377526470332,312.301756103216,311.102643618654,348.342311521746,326.572621476125,281.524192768955,290.364064345298,331.650543690734,287.486741532612,340.205408705956
"CALU",129.799715163986,118.591288118849,149.453543206881,122.875972724987,133.008363689802,117.513695323835,129.859922397231,136.193635508342,132.952275596264,116.746929308308,143.291312530224
"PRPF6",86.6205865525563,83.0636048994841,104.11633327461,87.3886557471335,84.6365399830205,73.4020421760768,81.7746115283304,92.0420052299883,63.6206872463237,50.7754366659353,91.3290237086375
"KDM5A",43.0523623975648,47.2451201846482,43.954448537359,45.3746672613142,42.169182653579,40.0268218435401,43.17402119046,40.3056895535504,48.983299377413,43.0814858694477,39.5919548749803
"NDUFV1",361.589338264388,244.59916833427,661.477364561527,752.747655836115,273.387213554439,406.029778636514,502.758691704812,869.135764634587,312.040919262174,506.382010160038,316.240054317185
"LIN37",48.3339658407813,44.1011450756066,49.3835853982503,50.9621826599659,43.7278177223671,51.9269355522492,57.6619150609931,67.9716526911383,31.7630758628753,57.3117289392129,211.677210146316
"MTHFD1",214.462290944178,172.769772000996,241.323546322388,240.321713187867,203.996616463524,231.335610799859,233.377628290066,264.141639633846,214.593627031357,322.883491811709,345.426332019841
"SGK1",1385.94182406155,1089.81721265696,1146.02808716479,2185.02942122602,2398.16773207967,1739.25784352325,947.971944633904,1147.66410621538,1979.93111066731,3548.00119720866,166.12478136881
"RAD51",49.5059216945317,43.2524009140306,43.2200571966748,50.1893082820006,44.0878597565122,44.943839322656,44.6876384432101,39.9210819334366,41.3390920981397,41.1474805410035,44.6876384432101
"RPS17",6560.81149994303,2819.87432169346,5757.95632584551,7703.33507901317,6522.76392108389,9427.09171625793,8306.42988750817,6591.03030232513,3958.55081686985,6592.03770783736,6890.18942115667
"HSD17B11",111.342804003275,134.918955277435,175.557410369627,145.730744196047,117.398052349659,322.224576885606,106.95642481828,155.450941456917,693.888188128488,761.765783685479,108.717349663509
"LZTFL1",74.8057368906742,103.626370935255,58.8728785630221,68.3960722249423,44.0239011402055,118.07187941483,74.5980067223778,54.9565395576711,110.35440935851,146.295913062413,74.8578411369101
"WWP1",104.332556743136,325.303403110211,114.286257117223,184.745214303065,132.363881322883,226.670621437252,178.971580830743,125.296376044316,357.329399371146,323.145732829691,48.3756145819507
"TULP2",115.787036585816,97.0670757311611,99.7567427430532,86.0773383327857,93.835154123331,82.930611617773,107.593819468418,88.2068217756219,85.6773086818882,69.5972807734344,113.171274406494
"DDX3X",63.946592093811,54.9271519213826,53.844594750076,52.7501378184216,63.2053969717866,51.3775762458384,61.7373169651382,51.9617336179928,44.5274627367589,46.4755747832016,68.3861971424357
"SNW1",509.755401259775,799.758232758744,645.759022418707,895.435502377404,983.196626345267,984.939910636991,709.196797626835,1005.0128005465,956.109864176412,894.388737675292,677.894761352398
"RAP1B",480.308882313095,668.379141441041,1059.78318654801,1043.23700933152,704.891886404443,1187.59262366367,505.26667048344,949.550652751419,2175.83791697922,1565.68031819437,379.768541211014
"RAD21",345.566133521591,262.322927247905,236.415644186465,226.400698045106,209.715751290779,191.177603672378,227.629634632567,245.009208569854,160.143430167602,110.275519301654,246.925238639491
"SRCAP",287.405831658029,216.252783812475,216.535056298228,233.931704534151,218.373378434079,208.519247274832,231.156698851227,189.828061136209,189.678383812604,162.57370142375,234.077903723781
"PEX13",55.4069326447862,55.1034128331359,58.0981677181463,61.1952596303126,49.6025338510529,55.5324079795897,56.649214685906,53.1426193389487,59.5216170083402,55.0548168999261,55.4053970718615
"SDHB",72.8746485823375,74.9115862224632,99.8134964239439,94.8201652958594,80.7059853322268,97.2307525630932,76.015384361542,122.850721288236,140.708059760305,306.683842825167,87.8897348784631
"RPS15A",976.718409215328,835.572519187947,1956.50615507694,1686.56811270518,2010.83758931046,2071.1771457724,1396.34084792641,1789.15630089568,1625.27940452187,2634.26308610339,641.551590317712
"PLA2G2A",180.552510167623,176.463057745066,203.451414566611,148.081832038136,168.06546560165,142.805276348363,171.203428854853,157.097928329535,142.102756088818,142.477856550372,239.111670681516
"RPS8",52.0455999188205,46.6123658104397,49.5187244493269,49.9116889350889,50.1262328885382,60.7227629424812,48.7041573709416,50.0421589979385,50.681415527588,51.1084613296695,55.9607225676129
"STK24",779.228356503799,1211.13163045689,1073.14090039826,947.064011524997,1520.67147085601,1350.03573258379,915.535846656408,1578.65818975607,1567.10711232512,1610.84015611043,1158.20964375362
"NR4A1",302.476405909689,257.428697314963,330.631961173205,257.428697314963,323.125242594762,239.898229410204,311.333885675804,257.428697314963,268.32656204576,252.034850342008,275.600074320141
"ETV5",195.791540878952,161.180678814677,150.556027040323,164.849995956973,169.28902861765,162.393459060072,160.22328790616,170.952948929363,121.556227344682,121.273438470557,220.322982549814
"TMEM208",164.71529328557,164.940480999576,331.72240192515,245.750575157913,261.088986606698,233.809265932663,155.695164817574,465.672312224808,226.329844213937,300.163461605185,151.675865638047
"PLEKHF2",36.8715121134469,34.7699156952738,42.2812384199158,40.1053581289818,36.8055295789531,43.4839038577282,34.5026459938236,35.6679541616594,270.920726024969,88.0949331425606,36.0883928200963
"EHD1",32.7596492258156,33.1164432153654,32.8410075721022,31.3856316142239,34.5345887054079,30.1403994294221,31.5936619284642,33.1025548028409,28.151171219925,28.8313284505874,37.6322473865646
"TNIK",193.653774959969,299.320579344778,208.466758126628,197.966018036013,183.342737724146,164.192449930466,247.213105212415,174.701827189151,151.807439128964,127.583975012967,190.961220649816
"RRP7A",88.63795524246,98.6685350487218,122.402649783473,129.385986587665,135.278229017739,98.7798498958298,107.228653261871,130.974960417701,94.2813602276154,126.24405528412,156.787101702952
"EMD",444.622241967872,448.60404285181,520.965409909287,488.193339874648,654.855086005066,426.401763661882,519.556449011505,493.556611053481,353.74737291554,433.421762643997,404.583637900594
"RTN4",3836.85975942801,5082.74859558529,5339.06768170646,4856.06594940689,3906.56447041497,3888.29700362476,2672.57130248258,4881.81843690424,7634.67630220703,5127.80961850185,1237.61084129776
"MFAP5",74.7118175680778,61.0608822615213,70.5621646045535,55.3759422347385,70.2914038529495,56.9614087223346,62.2640160940153,68.2695498164162,48.9939770714239,44.2133396593438,65.9054572508635
"HEXIM1",321.013702134842,416.292540531918,316.721403832658,242.51700896583,319.760426817856,362.105980224812,295.609848810771,315.13370710941,301.373541529754,333.138105295171,299.404891009858
"PLAU",152.405247814219,178.949456624754,173.956301132336,154.458686046746,283.250388061108,149.178788583449,186.619741625783,183.854087089103,166.813709954669,147.210875764283,258.560322210307
"S100B",3835.91859310493,1294.47923533518,4662.85487006221,3927.96392406437,2411.43348698194,3478.1816895861,3092.76179096308,2439.35821037796,3174.42911831654,3951.65982968441,748.558347043021
"NECAB2",301.585433779672,259.847287323981,192.819355644596,198.352222021207,188.284720237348,201.666095973339,200.854417626782,223.822147002188,157.60173435613,174.610010845898,290.231799428977
"LYVE1",130.428842441324,137.502552083107,143.500036599667,105.692743525539,128.372036288139,112.091566866791,127.101949689809,124.34544030877,136.439884645181,161.955658472468,134.319984500128
"RPA1",209.65825637826,406.56647598167,417.328652012919,715.732579580903,365.953477195439,664.177118499376,303.208199927319,650.287002532302,819.861752945356,993.010735019066,88.6601550721175
"BTBD2",178.925327923613,144.932123997589,160.781412350734,150.509012863801,120.988238930171,168.816126336717,188.631025737803,172.4287110767,111.544920613446,115.72455541068,140.347507904097
"SARS",673.706289805782,545.158448466272,1344.16993661021,1052.33404553617,949.27390401714,617.807263995378,717.23496796737,1606.66700031871,889.507904585579,907.503629920405,1645.38150286019
"BSG",179.262178368748,97.3287779347646,242.622663053405,229.476546218892,179.752729808796,157.334186523025,180.5849887789,234.475817459553,141.004505102293,245.803524691825,459.109752184163
"LARP7",119.310402617402,107.932120220884,106.909725911596,87.3618705996987,107.231732753742,93.2965561874366,111.815043541564,98.723116134139,94.2789087649201,85.5130254524947,122.178370461903
"SNAPC4",688.481295541202,621.000280470046,580.804048866172,625.834047399819,497.185504479128,529.939220473939,690.174520779505,510.651054777374,437.356793856154,416.768563041003,829.252950614073
"CREB3",442.704646809252,399.765824374464,442.0406222606,328.156750256984,442.945526861281,353.489744582807,383.654741404653,601.688649446147,462.182589604822,530.630515737198,392.200648518101
"PPM1G",171.060783842406,187.789029571969,236.763692140074,187.806008444676,290.048674013017,194.473086978874,209.33471310326,274.083991072088,177.700855375192,204.553963763452,191.154192924716
"APOA1",136.395728263667,79.2242841523325,88.3821590389203,78.4661859513192,102.9208344468,86.9850988380737,110.452128443906,83.4722756725822,78.2466809177408,62.3018471145821,128.340947902966
"TNFSF10",40.210629652507,37.6358510030515,40.210629652507,37.271634641414,43.1617771140358,36.1121246251484,40.210629652507,39.672379674775,32.1019955301216,40.5859649279849,44.1986240112213
"CDKN2A",53.4870436714226,46.9043731301956,46.3481135705888,48.5277309521399,56.2348595425811,54.6042433299424,51.0551794047382,47.2005538676285,49.0522014693682,47.3308102859151,79.3026346699222
"DYNC2H1",85.6904495590967,100.289283707397,67.4642915984446,78.529902664045,59.7820151196382,66.9826460655953,77.517458323726,75.2252170269688,134.712703059996,84.1085598001253,67.3432296636516
"CDCA4",242.428964110815,219.677196163962,252.650279205564,252.449106796723,259.836721146925,262.041415270476,249.814977932755,245.15072805401,163.472299913729,204.781042759214,260.083842194178
"DPM1",155.65079793704,84.0013122639654,153.115408505667,272.2864729843,126.349823078156,252.253854281976,84.1711146643523,135.799680115072,530.097312688196,410.268327313707,82.3422558962132
"PDE12",35.4962516266722,35.7914549730976,37.1436004471139,33.6632056176461,41.1899407317437,35.7367307722543,38.4103918557476,36.1623315615654,33.9779284488758,34.5827928235207,44.3414667632023
"TOP1",52.4439836662492,46.3583793297763,42.0393624246529,41.9238818253497,47.5764387705363,42.238178937127,51.5701063489049,43.9167734680632,31.8497450338129,35.3743325606424,51.5238318871579
"TBP",67.6088700574741,107.216311286663,80.1345788153512,109.080265285561,89.2442290666707,92.8577916217162,85.4597173387102,76.8991631822228,103.046848352755,151.928644601901,82.1139744956056
"MTCL1",136.852803197454,170.970345343567,170.808644637757,196.06404905684,121.562511782793,164.783111555617,157.320626260043,139.151702279845,184.331147798454,225.179043073195,142.641651085281
"LSM8",52.3545178995605,62.3746926644085,58.2811153035341,62.6372226483176,60.752306435695,66.3352933932966,49.52440259094,67.3526227349175,63.8700314901378,103.957927382586,60.189295161072
"ANK2",130.315033641878,138.68470706554,102.5831212772,121.300741531147,106.290206450693,103.028946424307,125.672603617316,94.581427857949,113.887562483647,99.9453339413637,100.853038455606
"UBE2O",313.173524784674,278.802135309045,207.268712240127,223.593909542773,217.452723100781,227.492752226076,293.10131694188,240.211856516792,182.281052939146,192.778262301778,321.998185506052
"ITGA4",40.920032776626,40.7016302770725,39.4332707762808,39.5134277450866,39.3516845245628,37.1959864436734,42.0229047847274,39.1245223551666,35.0305585327646,38.2045257466243,37.7597267587608
"KDR",180.461869739381,185.378286667083,232.654459790695,223.062091480978,211.073627942258,209.903428999216,219.149066635582,215.289355640251,298.723031079283,262.901654891871,152.74074733973
"IER2",753.749775363126,820.297975538006,911.849741025242,898.240915981156,1355.41155336273,820.297975538006,880.204368623688,1192.64781765002,803.776452505521,784.367952726171,858.840948507253
"SRF",126.195480546645,134.855974325213,117.431103281301,157.70732211291,157.47586710229,124.953801577236,118.63324088832,125.592127891519,108.260810428364,122.351585340647,103.004697138136
"VIM",582.675415095797,635.013927539835,1011.86621974332,1081.27427111469,1954.14596253984,678.758098257334,514.999205441463,1219.8245353405,777.120622122238,1769.97795854816,265.375405105164
"IRAK1",656.215766006349,1027.09779499736,815.421849917503,814.726412744179,1178.74226126516,1250.75379042088,796.580238543204,1287.43685114862,739.171331611451,1086.54975250094,550.942520151675
"TUFM",453.599372934997,359.900139116013,803.969713000663,638.203033752266,437.370038131764,572.145498256172,439.929374388405,1007.32710953311,567.23589219222,638.157604156516,266.830154448798
"PRPF31",93.1009930622381,90.3559813421917,84.0282594125699,93.9196088224557,95.5819193062844,87.5926223275651,94.8761324271371,90.6374595878435,88.8393051888026,87.9641925486348,107.500056804368
"PPP2CA",275.376238842689,155.888190720925,302.057965042977,252.703789862756,157.580878257501,382.76196090356,129.865259187394,398.625299696306,743.440177135139,694.952649168029,72.561634248576
"MEF2A",48.5574558518758,43.6483556318413,42.3393032276388,39.6085262960606,46.1839389447544,42.3116807257798,42.0402375582167,44.0153071763534,46.5341698182159,42.4406212745726,44.2239287462773
"ABI3BP",55.5574751145693,59.8252386439256,46.5862023122812,47.0752205520805,46.9994621363513,46.0471726117541,60.1506914995646,45.4807763211778,45.8490481566424,41.6594320591931,45.4687189058944
"DSC1",48.4175858862745,40.1337421519805,47.1777870690298,40.6632481823753,52.9918828016828,38.4360917612833,46.6674899074032,40.4742043728575,38.6838479445502,34.3372888065139,42.2859010995151
"CLU",413.817069172309,1044.8169854351,878.475660939548,716.242075465081,628.115974065979,839.335456670786,583.401389459177,1009.68718888137,1235.76676538285,938.345821676849,1424.64678934555
"BCAP31",498.206329897292,451.143152826316,900.208215928195,663.650364246564,695.919611977742,779.796731771856,417.265142515376,1543.21741154967,639.428843315352,788.05998020664,184.132870852502
"MAP3K1",37.4404032470001,37.5440574879515,40.2186680893069,34.5648975868042,40.1629501681204,32.5651989393495,37.8260590207466,36.2756487592008,35.5422594470984,33.3389466459668,38.8362554998905
"PRKCZ",1429.20754420298,1431.48874052575,2098.54863300865,2319.98509910867,1279.2805614328,1919.19747710054,1195.41529226766,2752.75407964591,1232.54027796935,2071.2218586808,1830.0408798409
"TUBB4B",2731.33164951367,1693.74262597852,3083.18089937591,2297.76176650009,2607.39778260736,2072.16674831849,1912.84713662235,3239.40878145195,888.123603387077,1667.3488955745,1555.16473903093
"ATXN2L",151.903775647549,153.233594695346,141.506178537847,131.27329019389,168.40810183479,110.122990602114,145.876269886797,130.427018264477,97.4386527050259,113.411301972291,166.787520517764
"RNF7",165.910182450341,254.898511558422,269.819797707444,302.37002177769,310.638878703574,475.330027697151,217.430658067051,319.567727742434,462.476237718206,713.618488167404,331.614069105063
"AMOT",102.963593566732,115.7829778127,100.81771757701,88.6762193781365,86.7599159039101,98.8274518477869,102.330490915342,93.678042264446,74.0445926945979,73.1418568175136,88.0440156967403
"GSK3B",206.557104619035,300.252112872116,188.014585220939,210.969642860727,187.079305042158,171.984713184782,286.622826391153,226.70605578071,108.512757518099,127.938369407306,312.712985266353
"TXN2",137.866014071061,116.114688754987,152.243093563448,129.615055696356,104.898490685641,125.365213068613,131.535945549164,127.528495690039,95.7044324551811,103.111341425482,191.356338870747
"SART3",49.4307601719204,54.5083357820796,49.2482519715789,56.9219512476789,45.8286647455683,46.0159859033771,50.1909494404258,65.8587730649163,41.0951653401048,40.3911538402871,70.7740197752102
"SPTBN1",44.6597664471519,38.6154822699217,43.0237529795215,44.4090630147463,43.9718695810661,45.6164444800083,47.8786007372022,44.4829005915323,36.8236913400852,42.2999220659866,47.6054263532827
"TUBB2B",2469.1726077732,3468.38544667136,3566.85617801221,3508.44885932439,3112.25505829716,3412.95423823146,3263.67195401098,4469.09893520535,3107.76219137414,2390.27027800993,4802.92703317983
"CBX1",285.974523563834,283.800838227697,480.778419418812,696.459548713393,222.164278268032,659.305324492873,354.753745707334,345.126943339247,698.663987263359,673.030436544793,70.4368019526498
"DLAT",99.6451087144258,87.6592968081166,91.312090594885,84.4278765545062,89.1568481315178,121.02291566231,76.2510206797801,92.1917352639931,137.234989572233,104.906552724222,91.5010181582159
"DNPEP",51.5379633628655,63.7014710831083,44.4068810495364,52.4012303891035,52.6412330681667,47.76796993772,50.9054899066298,46.5020289942269,41.912294888789,35.4783201799766,46.0342220180002
"TBX6",44.1799499653492,44.7959159290801,41.7487291032464,43.5506958879594,44.18374965271,46.8016559721536,46.9057223470857,42.7739023556829,44.1089747375593,44.8124219311114,65.3534032514915
"HSP90AA1",4109.68049745112,8120.59134310119,4998.94948148937,7263.29833053828,5874.07198420055,6331.21902337445,4059.1212242758,6634.15122591161,11287.6588604797,7694.76242552029,5141.78676756974
"TUBGCP2",189.240284383386,203.94693497507,238.279760824879,215.116485096765,178.961088846145,209.203743725705,206.576885353246,185.078279201327,139.795923978832,146.668233657204,193.286819859532
"SPP1",5466.83609213569,2291.35331996124,3616.73272927149,4758.00463201469,2363.46535353885,3970.96865457965,1377.06400284835,5170.54662754349,7219.93257168292,8096.44029230579,832.370458512863
"ARPC1B",329.211033879568,366.293889903713,320.814782321091,379.860318238241,583.966354784776,437.796820213779,445.78723036969,612.066172964883,287.808404327694,536.736375068119,419.953169455826
"SLC5A1",97.36593683982,99.5308565292549,120.46653335577,94.0901097374964,100.261482810528,102.45994987254,101.477838675945,104.018619263966,78.0008929207736,78.025186963812,120.347180173918
"LSM6",226.669087216658,229.063271923618,275.60068758289,290.496461347042,226.490476238478,312.00483930088,251.428317242404,305.801381422719,469.281499675193,436.279085955356,304.921423975112
"KCNA1",172.49945671582,119.934918237959,102.932471583059,127.312127381545,109.03470961585,126.276086461587,131.332840433135,101.582284521878,105.422765401455,89.081486983221,173.177657341137
"CYP2C8",39.0328507351177,40.4162087433625,37.9890513105986,37.917009756462,46.1897145149294,37.5369696716141,40.3409090644994,38.2419636697339,36.245855387976,33.8574417980251,37.7164345498614
"PSMD9",206.724253244359,270.478872825353,422.482052207176,344.844440675242,350.396269603615,352.772710348282,240.472498179713,491.051448432237,308.111100410584,428.793637023208,197.670443266875
"KIF11",32.3085980435754,33.0297516888453,35.8165038949525,32.423071569939,31.3479730847271,32.5963361704408,33.8436372932776,32.0353927289651,31.8156433724221,32.8535677636569,32.4917139090086
"MT2A",12125.1488213131,5653.6438667106,10287.6363949115,11898.6406885228,16088.3531501071,18603.0310468288,8148.17685309637,13481.0923681678,9356.06754561731,21350.0773101532,9079.78796069996
"SMAD6",109.542481530449,171.423552584286,111.586123713707,130.028671947942,145.343288376721,152.385355081956,221.248131058261,159.383303481402,192.941322218512,208.957955045113,243.025874283147
"PAPSS1",785.276547700176,843.749475073177,1378.9014170085,972.716870462624,490.090957995341,911.155548560854,666.631534680307,882.171537123736,1788.70840235109,1560.79858147932,217.6212901852
"BAG1",501.278867972432,559.577517007476,977.756613156459,956.619049789284,1447.24262913551,1370.10746654251,773.897212615015,1408.96360879323,726.223117307332,1140.63959242124,270.278796995374
"TP53",48.119224038147,46.0613162792714,50.902670114349,47.2670862153352,46.5954860319455,52.3045724791445,49.8151982898665,49.4596450605904,45.7399953270133,43.5891470198797,53.3199816480686
"NUP133",190.206242163255,300.366402311965,359.307014176097,456.706731629975,222.511605885277,387.756833339976,196.476913485427,395.148790935035,547.322478409064,456.992257505984,192.31320000288
"GAL3ST4",275.061438808495,273.628455231344,301.282702577309,261.426933776139,238.426826740366,199.124101833996,261.426933776139,366.751448526488,239.387915151556,245.345142584727,415.652423872025
"MAP2K1",225.62715237637,273.999826936298,385.034881069559,222.248376701341,286.372176765831,367.12741431515,170.249849158232,448.918836230315,1073.50469728957,638.732544663369,225.717250308665
"BCL2",74.0476145175138,78.2692746500183,83.4254595388661,76.0474504762054,89.1969591137791,67.5576322701624,74.8998239629879,74.9501377874083,71.611628500279,70.093859543453,77.7163468979639
"UNC45A",238.614383267228,286.034619250646,135.48010787366,250.859308098981,181.410727510947,205.399947070851,214.703005661081,167.001997208305,181.410727510947,153.496989685973,208.25469061768
"PFN1",183.647926564243,126.504349087131,209.415681435667,166.420520762147,271.15983313039,108.491954194545,118.623085008492,407.503895876323,87.6713660818113,135.598162707844,89.9214125721015
