"","P_GSM1679692","P_GSM1679693","P_GSM1679694","P_GSM1679695","P_GSM1679696","P_GSM1679697","P_GSM1679698","P_GSM1679699","P_GSM1679700","P_GSM1679701","P_GSM1679702","P_GSM1679703","P_GSM1679704","P_GSM1679705","P_GSM1679706","P_GSM1679707","P_GSM1679708","P_GSM1679709","P_GSM1679710","P_GSM1679711","P_GSM1679712","P_GSM1679713","P_GSM1679714","P_GSM1679715","P_GSM1679716","P_GSM1679717","P_GSM1679718","P_GSM1679719","P_GSM1679720"
"GTF2F2",2.85075418725072,1.26256766501916,6.43766175897155,1.97848815663691,13.2754496522099,1.29387594918288,5.23950376314847,7.01754743159188,8.06534170819706,9.15315047099431,19.0273703925046,9.72080725419633,0.829425247988313,0,3.76223717024766,2.40210594979865,7.02582203664312,9.74305571945107,10.1234160533115,10.0978753610562,17.4752763310116,13.5949524617578,7.96283796161395,24.7212218192435,8.05282443463732,9.50962473084228,9.57549334582321,15.9456528055086,19.4313102029491
"TAGLN",111.179413302778,131.307037161992,72.6536112798218,55.3976683858335,100.076466608967,156.558989851129,122.473400463595,133.333401200246,94.4797171531655,212.353090927068,92.4186561921652,71.6909534996979,66.354019839065,100.752088569626,89.5412446518944,97.2852909668455,91.3356864763606,146.145835791766,55.1163762902514,191.859631860067,123.086728940169,150.344180165321,137.358954837841,97.2899697402486,188.234771159647,140.10847103441,113.110515147537,101.301794293819,99.0996820350405
"ATF7",9.97763965537751,0,0,0,0,0,0,0,32.2613668327882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF4A",17.1045251235043,12.6256766501916,14.7146554490778,9.89244078318455,8.16950747828302,12.9387594918288,19.6481391118068,21.8323697871747,24.1960251245912,25.6288213187841,1.3590978851789,24.3020181354908,13.270803967813,12.2868400694666,19.5636332852878,34.8305362720805,30.9136169612297,5.41280873302837,65.2397923435629,5.04893768052808,12.9165085924869,23.9910925795726,14.9303211780262,13.5567990621658,19.1254580322636,12.679499641123,22.7417966963301,16.8836323823032,29.1469653044237
"LAMC1",0,0,0,0,16.339014956566,0,0,0,11.5219167259958,0,0,8.50570634742179,0,6.14342003473329,3.00978973619813,0,5.6206576293145,2.16512349321135,3.37447201777049,0,0,0,0,0,0,0,0,0,29.1469653044237
"DLX2",5.70150837450144,2.52513533003831,4.59832982783682,6.92470854822919,2.04237686957076,2.58775189836577,7.20431767432914,2.33918247719729,13.826300071195,5.49189028259658,0,0,10.7825282238481,2.45736801389332,3.76223717024766,0,2.81032881465725,0,3.37447201777049,0,1.51958924617492,2.39910925795726,0,0,0,0,5.38621500702555,0.937979576794621,0
"CD48",4.27613128087608,8.83797365513409,0.919665965567365,0,2.04237686957076,1.29387594918288,1.96481391118068,3.89863746199549,2.30438334519916,6.40720532969601,4.0772936555367,4.86040362709816,24.0533321916611,11.0581560625199,4.5146846042972,2.40210594979865,8.43098644397175,0,14.6227120770055,20.1957507221123,0.759794623087462,0,13.9349664328244,5.58221137853886,4.02641221731866,6.33974982056152,2.99234167056975,1.87595915358924,8.7440895913271
"FADD",22.8060334980057,58.0781125908812,57.938955830744,62.3223769340627,67.3984366958349,54.3427898656811,63.5289831281752,35.0877371579594,53.0008169395807,56.7495329201647,76.1094815700184,78.9815589403452,65.5245945910767,55.2907803125996,54.9286626856159,78.0684433684563,49.1807542565019,59.5408960633121,77.6128564087213,45.4404391247527,49.3866505006851,47.1824820731593,89.5819270681569,88.517923288259,42.2773282818459,43.1102987798183,54.4606184043695,44.0850401093472,74.8105442813541
"FOXH1",7.1268854681268,6.31283832509578,4.59832982783682,5.93546446991073,9.1906959130684,3.88162784754865,6.54937970393559,5.45809244679368,8.06534170819706,4.57657523549715,1.3590978851789,1.21510090677454,11.6119534718364,1.22868400694666,6.77202690644579,4.80421189959731,7.02582203664312,3.24768523981702,5.62412002961749,0,3.79897311543731,13.5949524617578,0.995354745201744,3.98729384181347,3.019809162989,1.2679499641123,6.58315167525346,0.937979576794621,5.82939306088473
"BMPR1B",564.449329075642,1030.25521465563,701.705131727899,561.890636484882,1038.54863817673,600.358440420858,677.20586138694,814.035502064658,948.253746549454,618.752971839215,232.405738365592,1438.67947362106,427.983427961969,855.164068834874,575.622287047892,873.165512751811,963.942783427436,823.829489166918,1318.29373494234,691.704462232347,1484.6386935129,1416.27416528077,1104.84376717394,1581.36073766322,597.922214271821,967.445822617688,840.249541095987,1414.47320180629,1618.62813990566
"SIRT1",297.9038125677,295.440833614483,240.032817013082,156.300564374316,227.725020957139,219.95891136109,11.7888834670841,357.115191518787,215.459842776121,188.554899702483,490.634336549583,145.812108812945,283.663434812003,335.430733896438,209.93283409982,114.100032615436,179.861044138064,231.668213773614,156.350536823366,464.502266608584,510.581986714775,445.434618894064,913.735656095201,262.363934791326,648.252366988304,631.439082127927,330.354520430901,601.244908725352,274.95303937173
"ASCL2",11.4030167490029,13.8882443152107,9.19665965567365,17.8063934097322,9.1906959130684,24.5836430344748,11.7888834670841,24.171552264372,6.91315003559748,23.7981912245852,28.5410555887569,6.0755045338727,14.1002292158013,20.8876281180932,5.26713203834673,21.6189535481879,30.9136169612297,16.2384261990851,11.248240059235,25.2446884026404,4.55876773852477,2.39910925795726,9.95354745201744,18.341551672342,10.0660305432966,19.6532244437407,8.97702501170926,14.0696936519193,9.71565510147455
"SMAD6",0,55.5529772608429,18.3933193113473,26.7095901145983,50.0382333044835,25.8775189836577,66.803672980143,6.23781993919278,31.1091751601886,23.7981912245852,44.8502302109037,71.6909534996979,255.4629763804,93.379984527946,16.5538435490897,48.0421189959731,33.723945775887,28.1466054117475,59.6156723139454,151.468130415842,31.151579546586,13.5949524617578,32.8467065916575,127.593402938031,47.3103435534943,35.5025989951445,11.3708983481651,44.0850401093472,194.313102029491
"PPCDC",5.70150837450144,10.1005413201532,7.35732772453892,9.89244078318455,21.4449571304929,11.644883542646,11.1339454966905,7.01754743159188,5.7609583629979,8.23783542389488,10.8727830814312,1.21510090677454,4.97655148792988,12.2868400694666,7.52447434049533,8.40737082429529,8.43098644397175,9.74305571945107,5.62412002961749,5.04893768052808,0,1.5994061719715,1.99070949040349,7.17712891526424,12.079236651956,4.43782487439306,5.98468334113951,5.62787746076773,4.85782755073728
"ESR2",5.70150837450144,15.1508119802299,7.35732772453892,18.7956374880506,15.3178265217807,9.05713164428018,11.7888834670841,14.0350948631838,19.5872584341929,16.4756708477898,12.2318809666101,8.50570634742179,29.0298836795909,9.82947205557327,15.0489486809907,6.00526487449663,11.241315258629,15.1558644524794,11.248240059235,5.04893768052808,1.51958924617492,7.19732777387177,14.9303211780262,8.77204645198963,7.04622138030766,11.4115496770107,8.97702501170926,10.3177753447408,22.3460067333915
"GRK5",4.27613128087608,107.318251526628,7.35732772453892,100.902895988482,0,5.17550379673153,72.0431767432914,0,16.1306834163941,89.7008746157442,20.3864682776835,148.242310626494,196.57378377323,50.376044284813,167.043330358996,72.0631784939596,29.5084525539011,15.1558644524794,141.727824746361,100.978753610562,0,0,0,0,0,15.2153995693476,99.9442117970297,0,123.388819788727
"RBM42",172.470628328668,1.26256766501916,156.343214146452,70.2363295606103,0,420.509683484437,74.0079906544721,181.67650572899,202.785734377526,242.558487481349,194.350997580583,87.4872652877669,104.507581246527,0,48.1566357791701,30.0263243724832,251.524428911824,122.329477366441,114.732048604197,262.54475938746,361.662240589632,0,416.058283494329,23.1263042825181,451.96477139402,132.500771249736,64.0361117501927,405.207177175276,253.578598148486
"E2F5",0,0,28.5096449325883,12.8601730181399,12.2542612174245,0,5.89444173354203,13.2553673707847,19.5872584341929,0,31.2592513591147,40.0983299235599,0,0,0,0,8.43098644397175,0,0,0,11.3969193463119,0.799703085985752,0,18.341551672342,22.1452671952526,22.8230993540215,35.908100046837,20.6355506894817,34.9763583653084
"CD2",2.85075418725072,11.3631089851724,0.919665965567365,0,0,0,0.654937970393558,2.33918247719729,5.7609583629979,0.915315047099431,1.3590978851789,2.43020181354908,15.7590797117779,0,0,6.00526487449663,2.81032881465725,0,0,5.04893768052808,0,0,13.9349664328244,0.797458768362694,4.02641221731866,8.87564974878613,4.18927833879765,5.62787746076773,8.7440895913271
"MFAP1",617.188281539781,789.104790636973,956.452604190059,650.922603533543,696.450512523627,570.599293589652,721.741643373702,587.13480177652,419.397768826247,552.850288448056,625.185027182294,676.811205073419,735.700194965633,677.004887827609,721.597089253502,650.970712395435,602.81553074398,597.574084126332,518.543866730732,681.606586871291,761.314212333637,722.131886645134,969.475521826498,566.195725537513,654.291985314282,691.032730441206,851.021971110038,802.910517736196,677.181160572777
"ITGA2",81.2464943366455,188.122582087854,156.343214146452,313.59037282695,371.712590261877,411.452551840157,155.875236953667,224.56151781094,335.287776726478,510.745796281482,871.181744399675,211.42755777877,108.654707486469,152.356816861386,155.756618848253,205.380058707785,227.636633987237,228.420528533797,147.351944775978,757.340652079212,217.301262203014,484.620070107366,355.341644037022,668.270447887937,413.713855329492,311.281716189571,221.433283622162,317.037096956582,684.953684653956
"NHLRC2",131.134692613533,287.865427624368,229.916491391841,230.4938702482,316.568414783467,235.485422751285,176.178314035867,184.795415698586,281.134768114297,211.437775879968,357.442743802051,380.326583820431,317.669869979524,259.252325465745,255.079680142792,285.85060802604,261.360579763124,248.989201719305,244.086809285399,373.621388359078,299.35908149646,254.305581343469,175.182435155507,307.021625819637,194.274389485625,353.758039987333,284.87092703824,310.47123991902,611.11470588275
"BTG3",0,0,11.0359915868084,1.97848815663691,10.2118843478538,0,5.23950376314847,0,10.3697250533962,19.221615989088,24.4637619332202,6.0755045338727,20.7356311997078,8.60078804862661,2.2573423021486,6.00526487449663,0,0,0,0,9.11753547704955,7.99703085985752,0,12.7593402938031,0,0,11.3708983481651,3.75191830717848,0
"PPIB",59.8658379322651,170.446634777586,47.822630209503,103.870628223438,84.7586400871863,90.5713164428018,112.649330907692,106.822666458676,154.393684128344,124.482846405523,114.164222355028,151.887613346818,81.2836743028546,92.1513005209994,91.798586954043,121.306350464832,28.1032881465725,79.0270075022142,103.483808544962,116.125566652146,85.8567924088832,58.3783252769599,63.7027036929116,76.5560417628186,63.4159924227689,70.3712230082329,57.4529600749392,62.8446316452396,112.701599177105
"FBLN2",32.7836731533833,0,11.9556575523757,13.8494170964584,41.8687258262005,0,54.3598515426654,46.0039220515468,28.8047918149895,20.1369310361875,0,35.2379262964617,273.710331836143,17.2015760972532,93.303481822142,55.248436845369,0,48.7152785972553,48.3674322547104,0,0,0,21.8978043944384,14.3542578305285,0,19.6532244437407,94.5579967900042,0,69.9527167306168
"GATA1",0,0,2.75899789670209,2.96773223495537,2.04237686957076,0,6.54937970393559,0,2.30438334519916,6.40720532969601,0,1.21510090677454,4.14712623994156,0,0.752447434049533,0,0,2.16512349321135,6.74894403554099,5.04893768052808,2.27938386926239,3.99851542992876,0,14.3542578305285,0,3.16987491028076,2.99234167056975,0,3.88626204058982
"PRKD1",399.105586215101,534.066122303103,309.927430396202,270.063633380938,349.246444696599,329.938367041635,352.356628071734,347.758461609998,422.854343844046,283.747664600823,337.056275524367,461.738344574326,228.091943196786,394.407566229877,243.792968632049,315.876932398523,289.463867909697,324.768523981702,224.9648011847,388.768201400662,425.484988928979,448.633431238007,542.46833613495,450.564204124922,375.462939264965,495.768435967911,399.178378854005,409.897075059249,412.915341812669
"ALDOB",85.5226256175215,54.2904095958237,39.5456365193967,62.3223769340627,68.4196251306203,27.1713949328406,43.8808440163684,28.8499172187666,50.6964335943815,46.681067402071,8.1545873110734,26.7322199490399,53.083215871252,34.4031521945064,71.4825062347056,33.6294832971812,30.9136169612297,33.5594141447759,65.2397923435629,35.3425637636966,74.4598730625713,11.1958432038005,34.837416082061,35.0881858079585,35.2311069015383,42.4763237977622,43.0897200562044,38.4571626485795,17.4881791826542
"IGFBP7",403.381717495977,1717.09202442605,470.868974370491,718.191200859198,939.493360002547,883.717273291909,1068.20382971189,1028.46056247441,1443.69616576727,983.048360584788,1164.74688759832,2908.95157081825,2334.00264783911,1996.61151128832,1006.02221932423,1633.43204586308,1597.67193113265,1283.91823147433,3129.26038447917,2630.49653155513,522.738700684174,766.11555637435,2031.51903495676,1227.28904451019,1007.60965738399,1334.5173372282,484.160882298186,690.352968520841,2894.29365472927
"CCND1",0,0,1.83933193113473,6.92470854822919,9.1906959130684,0,0,3.89863746199549,5.7609583629979,5.49189028259658,0,27.9473208558144,48.9360896313104,11.0581560625199,20.3160807193374,31.2273773473825,21.0774661099294,5.41280873302837,29.2454241540109,0,0,0,0,3.18983507345078,2.01320610865933,1.2679499641123,1.79540500234185,0,3.88626204058982
"LAG3",0,15.1508119802299,0,10.881684861503,0,3.88162784754865,1.96481391118068,2.33918247719729,35.717941850587,3.66126018839772,0,3.64530272032362,14.9296544637896,7.37210404167995,13.5440538128916,3.60315892469798,0,4.3302469864227,3.37447201777049,0,2.27938386926239,0,0,2.39237630508808,10.0660305432966,1.90192494616846,7.18162000936741,0,0
"MSX2",19.955279310755,56.815544925862,20.232651242482,3.95697631327382,19.4025802609222,18.1142632885604,56.9796034242396,1.5594549847982,79.501225409371,10.9837805651932,20.3864682776835,53.4644398980798,49.7655148792988,18.4302601041999,25.5832127576841,14.4126356987919,12.6464796659576,18.4035496922965,96.7348645094208,15.1468130415842,56.9845967315597,31.1884203534443,2.98606423560523,10.366963988715,16.1056488692746,17.1173245155161,31.1203533739254,45.9609992629364,54.4076685682575
"GNL3L",0,69.4412215760536,0,48.4729598376043,49.0170448696981,0,34.7117124308586,0,24.1960251245912,29.2900815071818,42.1320344405459,91.1325680080906,100.360455006586,47.9186762709197,54.9286626856159,27.6242184226845,0,45.4675933574383,15.747536082929,45.4404391247527,0,0,0,13.5567990621658,1.00660305432967,0,32.3172900421533,19.697571112687,27.2038342841288
"ELK3",74.1196088685187,237.362721023601,142.548224662942,94.9674315185717,175.644410783085,142.326354410117,131.642532049105,172.319775820201,294.961068185492,118.990956122926,303.078828394895,375.466180193333,252.974700636435,305.942317729718,128.66851122247,171.750575410604,148.947427176834,174.292441203514,308.201777623038,277.691572429045,290.241546019411,219.918348646082,302.58784254133,306.224167051274,260.710191071383,301.138116476672,222.031751956276,525.268563004988,602.370616291422
"CDKN1B",0,26.5139209654023,147.146554490778,104.859872301756,125.606177478601,0,99.5505714998209,0,0,87.8702445215453,201.146487006477,103.283577075836,90.4073520307261,49.1473602778663,97.8181664264392,14.4126356987919,94.1460152910178,85.5223779818482,183.34631296553,222.153257943236,0,5.59792160190026,0,31.1008919661451,0,0,8.97702501170926,0,136.019171420644
"GZMB",8.55226256175215,0,0.919665965567365,0,0,3.88162784754865,1.30987594078712,2.33918247719729,0,0,0,0,8.29425247988313,12.2868400694666,3.00978973619813,0,1.40516440732862,0,0,0,0,0,10.9489021972192,0,12.079236651956,0,2.99234167056975,0.937979576794621,0
"SNRPB",143.963086456161,138.882443152107,129.672901144998,114.752313084941,107.224785652465,77.632556950973,104.135137292576,133.333401200246,127.893275658553,106.176545463534,168.528137762184,86.2721643809924,189.108956541335,174.473128986426,135.440538128916,136.920039138523,116.628645808276,130.989971339287,84.3618004442623,95.9298159300336,82.0578192934459,87.1676363724469,192.103465823937,129.985779243119,85.5612596180215,103.971897057209,99.9442117970297,81.604223181132,141.848564481529
"CRKL",3396.67361410923,4396.2606095967,3308.03847814581,3125.022043408,3507.78227348777,2633.03755658717,3172.5195285864,2919.29973154222,3670.88266890226,2952.80634194276,2875.85112503855,3493.4151069768,2693.97320546604,3330.96234283239,3531.98825542851,3014.64296699731,3148.97343682345,3020.34727302983,2654.58465397945,2963.72641846998,3201.01474706748,2571.84512453018,2760.11870844444,3130.02566582357,2063.53626137581,2958.76124125606,3392.71698609199,3026.86009431624,3392.70676143491
"RAB17",7.1268854681268,2.52513533003831,8.27699369010628,1.97848815663691,16.339014956566,11.644883542646,11.7888834670841,10.9161848935874,33.4135585053878,11.8990956122926,5.4363915407156,6.0755045338727,11.6119534718364,8.60078804862661,2.2573423021486,2.40210594979865,7.02582203664312,11.9081792126624,12.3730640651585,10.0978753610562,6.83815160778716,12.795249375772,4.97677372600872,23.9237630508808,14.0924427606153,5.07179985644922,13.1663033505069,3.75191830717848,0
"CD244",7.1268854681268,3.78770299505747,11.9556575523757,11.8709289398215,8.16950747828302,7.7632556950973,9.82406955590338,7.79727492399098,6.91315003559748,6.40720532969601,20.3864682776835,2.43020181354908,22.3944816956844,13.5155240764132,6.01957947239626,6.00526487449663,0,7.57793222623972,6.74894403554099,30.2936260831685,8.35774085396208,7.99703085985752,13.9349664328244,8.77204645198963,21.138664140923,3.80384989233691,13.7647716846209,5.62787746076773,17.4881791826542
"TAF12",11.4030167490029,40.402165280613,0.919665965567365,10.881684861503,5.10594217392689,15.5265113901946,30.1271466381037,0,0,19.221615989088,0,18.2265136016181,30.6887341755676,38.0892042153464,12.7916063788421,16.8147416485906,43.5600966271874,7.57793222623972,0,0,0,0,0,25.5186805876062,0,5.70577483850537,28.1280117033557,16.8836323823032,62.1801926494372
"RNF125",61.2912150258904,71.9663569060919,87.3682667288997,132.558706494673,160.326584261304,191.493640479067,81.2123083288013,90.4483891182953,125.588892313354,199.538680267676,343.851764950262,91.1325680080906,99.5310297585975,115.496296652986,54.1762152515663,110.496873690738,127.869961066905,106.091051167356,67.4894403554099,292.838385470629,126.885702055606,204.723990012352,225.945527160796,214.516408689565,235.545114713142,127.428971393287,104.133490135827,178.216119590978,262.322687739813
"ADRA2A",393.404077840599,292.915698284444,445.118327334605,386.794434622516,203.21649852229,447.681078417278,246.256676867978,356.335464026388,440.137218933039,263.610733564636,35.3365450146514,68.0456507793743,159.249647613756,277.682585569945,145.22235477156,206.581111682684,155.973249213477,175.375002950119,149.601592787825,15.1468130415842,301.638465365723,277.496970837056,361.313772508233,290.274991684021,265.743206343032,200.336094329744,340.528482110838,201.665609010844,147.677957542413
"PIK3R3",14.2537709362536,210.848800058199,140.708892731807,193.891839350417,162.368961130875,10.3510075934631,85.7968741215562,160.623863434214,379.071060285262,134.551311923616,127.755201206817,738.781351318921,477.748942841268,173.244444979479,498.120201340791,607.732805299059,459.48876119646,345.33719716721,356.569209877749,95.9298159300336,112.449604216944,139.948040047507,66.6887679285168,223.288455141554,29.1914885755603,417.789513175004,292.052547047608,54.402815454088,973.508641167751
"ITGA1",32.7836731533833,248.725830008774,182.093861182338,117.720045319896,264.487804609413,100.922324036265,115.92402075966,199.610238054169,288.047918149895,133.635996876517,183.478214499151,552.870912582416,641.975141942954,496.38833880645,176.82514700164,348.305362720805,429.980308642559,285.796301103898,236.213041243934,70.6851275273931,299.35908149646,279.896080095013,236.894429358015,590.916947356756,347.278053743734,571.211458832593,194.502208587034,339.548606799653,1036.66039932734
"HNRNPAB",307.881452223078,1026.46751166057,253.827806496593,179.05317817564,170.538468609158,683.166501168562,134.917221901073,485.770227764638,344.505310107274,146.450407535909,338.415373409546,662.229994192125,295.275388283839,340.345469924224,221.971993044612,302.66534967463,229.041798394566,145.06327404516,52.8667282784044,297.887323151157,325.192098681434,242.310035053683,472.793503970828,96.4925109718859,599.93542038048,549.022334460627,478.77466729116,308.59528076543,378.910548957508
"CREB3L1",5.70150837450144,10.1005413201532,5.51799579340419,16.8171493314137,13.2754496522099,6.46937974591442,15.7185112894454,19.4931873099774,12.6741083985954,3.66126018839772,8.1545873110734,9.72080725419633,4.14712623994156,9.82947205557327,13.5440538128916,0,2.81032881465725,2.16512349321135,6.74894403554099,0,7.59794623087462,5.59792160190026,12.9396116876227,6.37967014690155,6.03961832597799,6.33974982056152,19.7494550257604,1.87595915358924,12.6303516319169
"GAN",832.42022267721,1254.99225902904,818.502709354955,900.212111269794,1030.37913069845,982.051845429809,796.404571998567,935.672990878917,1108.4083890408,812.799761824294,886.131821136643,1284.36165846069,593.868477559632,803.559340543115,869.07678632721,957.239220994764,1044.03715464517,914.764675881794,1003.34301328376,1186.5003549241,1266.5776366868,1442.6643671183,1407.43160971527,1146.74570890555,1012.64267265564,1281.26343873548,833.666389420733,1135.89326749829,1335.90257645275
"ASB9",0,0,0,7.91395262654764,3.06356530435613,0,9.82406955590338,0,0,0,0,15.796311788069,9.95310297585975,8.60078804862661,4.5146846042972,4.80421189959731,0,0,13.497888071082,35.3425637636966,5.31856236161224,0,3.98141898080697,0,0,0,2.99234167056975,4.68989788397311,0
"MRPL40",283.650041631446,186.860014422835,265.783464048968,270.063633380938,260.403050870271,204.432399970896,323.539357374418,234.697975212128,191.26381765153,216.014351115466,167.169039877005,196.846346897476,227.262517948798,207.647597173985,252.069890406593,255.824283653557,134.895783103548,243.576392986277,149.601592787825,131.27237969373,219.580646072277,135.149821531592,154.27998550627,182.618057955057,215.413053626548,157.225795549926,276.492370360645,164.146425939059,167.109267745362
"SUPT3H",0,37.8770299505747,36.7866386226946,18.7956374880506,12.2542612174245,40.1101544246694,19.6481391118068,17.9337323251792,50.6964335943815,23.7981912245852,38.0547407850092,0,34.0064351675208,0,13.5440538128916,31.2273773473825,14.0516440732862,0,26.9957761421639,60.587252166337,9.11753547704955,51.1809975030881,117.451859933806,28.708515661057,23.1518702495823,47.5481236542114,24.537201698672,17.8216119590978,61.2086271392897
"CRADD",52.7389524641383,11.3631089851724,118.63690955819,62.3223769340627,21.4449571304929,62.1060455607784,50.430223720304,84.2105691791025,53.0008169395807,48.5116974962698,6.7954894258945,68.0456507793743,49.7655148792988,25.8023641458798,30.0978973619813,60.0526487449663,16.8619728879435,6.49537047963404,10.1234160533115,40.3915014442247,37.9897311543731,67.9747623087889,70.6701869093238,85.3280882148082,61.4027863141096,48.1820986362675,56.8544917408253,0,53.4361030581101
"CCDC51",219.508072418305,119.94392817682,189.451188906877,1.97848815663691,90.8857706958986,15.5265113901946,145.39622942737,111.501031413071,123.284508968155,117.160326028727,125.037005436459,126.370494304552,157.590797117779,190.446021076732,155.756618848253,134.517933188725,206.559167877308,156.971453257823,129.354760681202,126.223442013202,254.5311987343,176.734382002851,236.894429358015,101.277263582062,175.148931453362,164.199520352543,182.532841904755,115.371487945738,150.592654072856
"SUCLG2",0,0,0,0,0,0,0,0,0,4.57657523549715,0,0,13.270803967813,3.68605202083998,0,0,8.43098644397175,3.24768523981702,3.37447201777049,0,0,2.39910925795726,0,3.98729384181347,0,0,1.79540500234185,4.68989788397311,0
"MYBL2",0,0,0,0,0,0,1.96481391118068,0,16.1306834163941,0,0,7.29060544064725,4.97655148792988,0,0,14.4126356987919,0,0,49.4922562606339,0,0,0,0,7.97458768362694,0,0,0,0,0
"ACVR1",0,0,0,0,4.08475373914151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFN",5.70150837450144,25.2513533003831,6.43766175897155,11.8709289398215,6.12713060871227,24.5836430344748,5.23950376314847,10.1364574011883,362.940376868868,36.6126018839772,10.8727830814312,15.796311788069,4.97655148792988,18.4302601041999,9.78181664264392,45.6400130461744,22.482630517258,18.4035496922965,62.9901443317159,15.1468130415842,5.31856236161224,15.1943586337293,41.8048992984732,119.618815254404,11.0726335976263,64.6654481697275,4.7877466729116,5.62787746076773,14.5734826522118
"NTRK1",0,0,4.59832982783682,0,0,0,12.4438214374776,0,10.3697250533962,0,0,0,2.48827574396494,1.22868400694666,2.2573423021486,0,9.83615085130037,0,11.248240059235,25.2446884026404,2.27938386926239,0,10.9489021972192,0,0,6.33974982056152,0,0,0
"SOCS2",39.9105586215101,31.5641916254789,49.6619621406377,50.4514479942412,36.7627836522736,68.5754253066928,26.8524567861359,42.8850120819504,71.4358837011739,35.6972868368778,21.7455661628624,27.9473208558144,39.812411903439,15.9728920903066,28.5930024938822,28.8252713975838,40.7497678125301,18.4035496922965,59.6156723139454,0,66.8619268316967,69.5741684807604,132.382181111832,69.3789128475544,87.5744657266809,64.0314731876713,46.0820617267742,46.8989788397311,57.3223650986999
"PKN2",0,2.52513533003831,3.67866386226946,2.96773223495537,6.12713060871227,6.46937974591442,4.58456579275491,1.5594549847982,2.30438334519916,1.83063009419886,2.7181957703578,0,0,4.91473602778663,7.52447434049533,3.60315892469798,4.21549322198587,0,1.1248240059235,0,7.59794623087462,0,0,1.59491753672539,0,0,3.5908100046837,1.87595915358924,16.5166136725067
"IGSF1",52.7389524641383,0,80.0109390043607,109.806092693349,81.6950747828302,0,0,36.6471921427576,172.828750889937,89.7008746157442,232.405738365592,25.5171190422654,58.0597673591819,0,119.639142013876,64.8568606445637,0,154.806329764611,79.8625044205683,323.132011553797,123.846523563256,150.344180165321,122.428633659814,1.59491753672539,0,79.8808477390751,84.982503444181,4.68989788397311,99.0996820350405
"ARHGAP1",21.3806564043804,29.0390562954406,22.0719831736168,53.4191802291966,62.292494521908,50.4611620181325,26.8524567861359,27.2904622339684,73.7402670463731,44.8504373078721,120.959711780922,19.4416145083927,19.0767807037312,23.3449961319865,30.0978973619813,40.8358011465771,18.2671372952721,22.7337966787192,29.2454241540109,207.006444901651,15.9556870848367,16.7937648057008,16.9210306684296,55.8221137853886,13.0858397062856,15.8493745514038,26.3326067010138,14.0696936519193,113.673164687252
"CYP3A4",0,5.05027066007662,0,0,0,0,2.61975188157423,0,6.91315003559748,3.66126018839772,6.7954894258945,4.86040362709816,0,0,7.52447434049533,10.8094767740939,5.6206576293145,0,0,10.0978753610562,0,16.7937648057008,0,0,7.04622138030766,0,3.5908100046837,0,4.85782755073728
"BRAP",625.740544101533,725.976407386015,834.1370307696,522.320873352144,683.175062871418,602.946192319224,654.283032423165,594.152349208112,561.117344555995,613.261081556618,648.289691230335,644.003480590507,553.226640408205,568.880695216303,660.64884709549,600.526487449663,591.574215485351,659.280103682855,517.419042724809,651.312960788123,773.470926303037,806.900413759623,810.218762594219,672.257741729751,780.11736710549,809.586052085706,752.274695981236,861.065251497462,712.157518938085
"PEX14",0,2.52513533003831,31.2686428292904,19.7848815663691,13.2754496522099,2.58775189836577,15.0635733190518,0,5.7609583629979,5.49189028259658,0,4.86040362709816,13.270803967813,8.60078804862661,21.0685281533869,2.40210594979865,8.43098644397175,5.41280873302837,13.497888071082,0,9.11753547704955,19.9925771496438,0,1.59491753672539,0,5.07179985644922,8.97702501170926,5.62787746076773,3.88626204058982
"MRPL12",1647.73592023092,856.020876882988,1246.14738334378,997.158030945003,854.734719915361,831.962235324594,1247.00189562934,853.021876684613,911.383613026267,900.67000634584,531.40727310495,889.453863758964,963.792138162419,901.854061098847,1069.22780378439,1011.28660486523,886.658741024362,956.984583999416,784.002332128678,646.264023107595,972.537117551952,690.943466291689,1654.2795865253,838.926624317554,1187.791604109,856.500200757861,1061.68282471815,825.422027579267,787.939628729587
"MCC",383.426438185222,795.417628962068,510.414610889887,584.643250286207,913.963649132913,494.260612587861,483.99916012084,669.006188478426,877.97005452088,443.012482796124,191.632801810225,2012.20710161864,1274.82660615804,927.656425244727,699.776113666065,889.980254400401,918.97752239292,722.068684985985,810.998108270842,247.397946345876,765.113185449075,998.829154396204,502.654146326881,765.560417628186,524.440191305755,737.946879113361,620.611662476167,1048.66116685639,1732.30130459291
"LATS1",518.837262079631,856.020876882988,572.951896548468,563.869124641519,605.564741827729,606.827820166772,506.267051114221,672.904825940421,705.141303630943,588.547575284934,841.281590925739,639.143076963408,562.350318136076,615.570687480276,533.485230741119,542.875944654496,633.72914770521,466.584112787045,484.799146553027,590.725708621786,1070.55062393023,960.443406268888,867.949337815921,778.319757921989,745.892863258282,876.787400183658,696.617140908638,904.212312030015,980.309599738783
