"","P_GSM1679692","P_GSM1679693","P_GSM1679694","P_GSM1679695","P_GSM1679696","P_GSM1679697","P_GSM1679698","P_GSM1679699","P_GSM1679700","P_GSM1679701","P_GSM1679702","P_GSM1679703","P_GSM1679704","P_GSM1679705","P_GSM1679706","P_GSM1679707","P_GSM1679708","P_GSM1679709","P_GSM1679710","P_GSM1679711","P_GSM1679712","P_GSM1679713","P_GSM1679714","P_GSM1679715","P_GSM1679716","P_GSM1679717","P_GSM1679718","P_GSM1679719","P_GSM1679720"
"MAP1B",37695.5226180162,19862.7145060814,42293.598424512,45275.7229764791,25297.9010949382,18749.5563796092,43686.9823771319,24078.7646927765,19561.9102173957,29037.4545541823,10390.3033321927,15058.7455376569,20277.7884628183,13815.3229741082,45279.2767913647,19358.5718494274,21338.8266896925,31586.9866424604,22002.6823798695,13233.2656606641,31632.5295430003,25902.3829550785,15733.572457404,22094.3926362568,18326.2152071259,21796.6938580726,47434.0016935376,14133.4762631414,13946.8228981667
"PAK1",5.70150837450144,2.52513533003831,19.3129852769147,5.93546446991073,9.1906959130684,10.3510075934631,9.82406955590338,3.89863746199549,6.91315003559748,21.0522460832869,0,8.50570634742179,1.65885049597663,2.45736801389332,19.5636332852878,4.80421189959731,5.6206576293145,3.24768523981702,8.99859204738798,0,8.35774085396208,7.99703085985752,3.98141898080697,6.37967014690155,0,5.07179985644922,16.7571133551906,2.81393873038386,11.6587861217695
"RUFY1",72.6942317748933,89.6423042163601,52.4209600373398,69.2470854822919,75.5679441741179,124.212091121557,51.0851616906976,86.5497516562998,58.7617753025786,64.9873683440596,129.114299091995,100.853375262287,80.4542490548663,60.2055163403863,51.9188729494178,69.661072544161,94.1460152910178,71.4490752759745,83.2369764383388,121.174504332674,86.6165870319707,60.7774345349171,66.6887679285168,34.2907270395958,70.4622138030766,43.7442737618745,28.7264800374696,41.2711013789633,35.9479238754559
"PSMD14",11.4030167490029,6.31283832509578,11.9556575523757,12.8601730181399,10.2118843478538,3.88162784754865,11.7888834670841,2.33918247719729,25.3482167971907,9.15315047099431,5.4363915407156,4.86040362709816,10.7825282238481,4.91473602778663,9.78181664264392,6.00526487449663,4.21549322198587,12.9907409592681,5.62412002961749,0,6.83815160778716,9.59643703182902,0,18.341551672342,10.0660305432966,3.16987491028076,22.7417966963301,3.75191830717848,9.71565510147455
"SERPINC1",1.42537709362536,21.4636503053257,0,5.93546446991073,7.14831904349764,29.7591468312063,1.30987594078712,13.2553673707847,5.7609583629979,8.23783542389488,16.3091746221468,12.1510090677454,4.14712623994156,4.91473602778663,5.26713203834673,9.60842379919462,15.4568084806149,8.66049397284539,4.49929602369399,20.1957507221123,10.6371247232245,3.99851542992876,38.818835062868,5.58221137853886,12.079236651956,8.24167476672997,0.598468334113951,9.37979576794621,2.91469653044237
"CNTNAP1",0,0,9.19665965567365,93.9781874402532,0,0,74.0079906544721,0,10.3697250533962,33.8666567426789,0,0,14.9296544637896,0,208.427939231721,0,0,22.7337966787192,52.8667282784044,0,0,3.99851542992876,0,8.77204645198963,0,0,40.0973783856347,5.62787746076773,19.4313102029491
"TAF9B",779.681270213071,587.093964233908,1455.83122349314,1248.42602683789,1036.50626130716,666.346113829185,1123.87355719535,722.807385453963,1045.03784704782,986.709620773186,770.608500896436,944.133404563818,898.267543571343,771.613556362502,938.301950259767,693.007566516912,822.021178287245,1068.4884438998,970.723117111978,676.557649190763,1273.41578829459,1519.43586337293,748.506768391711,1207.35257530112,895.876718353402,965.543897671519,1682.29448719431,829.173945886445,1237.77445992786
"TEK",0,0,0,0,0,0,0,0,0,0.915315047099431,0,2.43020181354908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2V2",761.151367995942,419.17246478636,1721.61468754211,669.718241021594,555.526508523245,307.942475905526,810.158269376832,348.538189102397,630.24884491197,583.055685002337,296.283338969,438.651427345609,584.74479983176,414.066510341024,875.096365799606,468.410660210737,446.842281530503,630.050936524502,685.01781960741,247.397946345876,1018.1247949372,1149.17333456153,690.77619317001,826.964742792113,525.446794360085,819.095676816548,1907.91704915527,742.87982482134,702.44186383661
"LRCH4",111.179413302778,164.13379645249,102.082922177977,104.859872301756,155.220642087377,207.020151869261,74.0079906544721,176.218413282196,48.3920502491823,88.7855595686448,334.338079754009,246.665484075232,109.484132734457,186.759969055892,82.7692177454486,115.301085590335,134.895783103548,125.577162606258,173.222896912219,212.055382582179,149.67954074823,73.5726839106892,329.462420661777,158.694294904176,277.822442994988,140.742446016466,58.6498967431671,282.331852615181,173.910226316395
"EPRS",1.42537709362536,2.52513533003831,29.4293108981557,10.881684861503,10.2118843478538,0,13.0987594078712,0,4.60876669039832,13.7297257064915,0,0,4.97655148792988,4.91473602778663,24.8307653236346,10.8094767740939,7.02582203664312,4.3302469864227,5.62412002961749,0,0,2.39910925795726,0,3.18983507345078,0,3.16987491028076,23.938733364558,4.68989788397311,0
"IKBKB",152.515349017913,243.675559348697,130.592567110566,74.1933058738841,175.644410783085,322.175111346538,77.2826805064399,207.40751297816,120.980125622956,130.890051735219,332.97898186883,202.921851431348,99.5310297585975,216.248385222612,99.3230612945383,177.7558402851,179.861044138064,122.329477366441,129.354760681202,378.670326039606,357.103472851107,247.907956655583,478.765632442039,212.921491152839,314.060152950855,244.714343073675,115.504388483992,381.757687755411,222.488501823767
"PHB2",319.28446897208,573.205719918697,256.586804393295,265.117412989346,461.577172522991,518.844255622336,172.248686213506,410.136661001925,397.506127046855,130.890051735219,506.94351117173,415.564510116893,340.064351675208,519.733334938437,267.871286521634,199.374793833288,313.351662834283,335.594141447759,268.832937415716,762.38958975974,576.684118923384,299.088954158671,525.547305466521,291.869909220746,419.75347365547,440.612612529026,175.949690229501,495.25321654756,478.010230992548
"VPS45",0,10.1005413201532,13.7949894835105,16.8171493314137,21.4449571304929,3.88162784754865,13.7536973782647,3.89863746199549,12.6741083985954,6.40720532969601,1.3590978851789,23.0869172287163,4.97655148792988,4.91473602778663,20.3160807193374,13.2115827238926,7.02582203664312,11.9081792126624,10.1234160533115,0,7.59794623087462,7.99703085985752,0,15.1517165988912,6.03961832597799,6.97372480261767,28.1280117033557,6.56585703756235,26.2322687739813
"GIT1",849.524747800714,3782.65272439739,770.680079145452,1055.52343156579,2666.32300322462,4912.84697904741,651.663280541591,2345.42029713649,2092.38007744084,1113.93841232001,8376.12026635756,3204.22109116446,810.348467284581,3652.87755265242,863.809654288863,2797.25237854053,1944.74753974282,2085.01392396253,1242.93052654546,6699.94030206077,2956.36087843332,823.694178565324,4791.63774340119,2252.82102062461,3070.13931570548,2157.41686393708,416.53396054331,3288.55639624194,2185.05083232163
"TRAF3IP1",357.769650499965,371.194893515632,445.118327334605,445.159835243305,323.716733826965,137.150850613386,459.766455216278,336.84227671641,261.547509680105,356.972868368778,349.288156490977,208.997355965221,495.166873049023,302.256265708878,493.605516736493,404.754852541073,365.342745905442,390.804790524648,255.335049344634,212.055382582179,401.931355613268,217.519239388124,130.391471621428,282.300404000394,254.670572745405,159.127720496094,547.598525714265,247.62660827378,387.654638548835
"LRPAP1",124.007807145406,338.368134225134,173.816867492232,144.429635434494,191.983425739651,161.73449364786,168.973996361538,194.152145607375,120.980125622956,291.070184977619,534.125468875308,160.393319694239,199.062059517195,156.042868882226,163.281093188749,207.782164657584,200.938510247993,195.943676135627,221.590329166929,368.57245067855,73.7000784394838,47.9821851591451,203.052368021156,40.6703971864974,83.5480535093622,145.180270890859,90.9671867853205,146.324813979961,167.109267745362
"RGS4",37.0598044342593,11.3631089851724,44.1439663472335,88.0427229703425,18.3813918261368,20.7020151869261,75.3178665952592,24.171552264372,38.0223251957861,48.5116974962698,8.1545873110734,3.64530272032362,48.9360896313104,11.0581560625199,42.1370563067738,28.8252713975838,21.0774661099294,53.045525583678,6.74894403554099,0,12.9165085924869,39.1854512133018,13.9349664328244,13.5567990621658,4.02641221731866,10.7775746949546,34.7111633786091,33.7672647646064,34.0047928551609
"SSBP1",7.1268854681268,13.8882443152107,16.5539873802126,24.7311019579614,12.2542612174245,10.3510075934631,21.6129530229874,8.57700241639007,14.9784917437945,15.5603558006903,12.2318809666101,8.50570634742179,9.12367772787144,9.82947205557327,11.286711510743,8.40737082429529,4.21549322198587,11.9081792126624,10.1234160533115,30.2936260831685,15.1958924617492,7.99703085985752,2.98606423560523,7.17712891526424,9.05942748896699,3.80384989233691,13.1663033505069,2.81393873038386,26.2322687739813
"ADH1B",0,0,0,0,0,0,0,26.5107347415693,0,0,0,1.21510090677454,256.292401628389,0,0,1.20105297489933,0,63.8711430497348,209.217265101771,0,0,0,0,0,0,0.633974982056152,0,0,1.94313102029491
"OGT",172.470628328668,755.015463681455,654.802167483964,583.654006207889,1031.40031913323,235.485422751285,774.136681005186,212.865605424954,508.116527616415,972.979895066695,360.160939572408,439.866528252384,254.633551132412,406.694406299344,842.741126135477,578.907533901476,540.98829682152,962.397392732444,444.305482339782,1014.83647378614,335.829223404658,314.2833127924,27.8699328656488,616.435627944362,26.1716794125713,323.961215830694,907.277994516749,383.633646909,2559.1035537284
"KHDRBS2",186.724399264922,108.580819191647,286.935781257018,162.236028844227,100.076466608967,72.4570531542415,209.580150525939,106.822666458676,232.742717865115,174.825173995991,42.1320344405459,99.6382743555124,150.125969885885,81.0931444584795,231.753809687256,110.496873690738,116.628645808276,110.421298153779,165.349128870754,35.3425637636966,156.517692356017,208.722505442281,42.800254043675,107.656933728964,85.5612596180215,128.062946375343,453.638997258375,81.604223181132,78.6968063219439
"TGM2",102.627150741026,448.2115210818,95.6452604190059,144.429635434494,228.746209391925,500.729992333776,119.853648582021,664.327823524031,338.744351744276,180.317064278588,361.520037457587,772.804176708608,724.088241493797,743.353824202728,196.388780286928,506.844355407516,519.910830711591,427.611889909241,229.464097208394,621.019334704954,334.309634158483,562.191269447983,2434.63770676347,626.802591933077,1288.45190954197,919.897698963476,90.9671867853205,871.383026842203,320.61661834866
"NTRK2",101.201773647401,267.664344984061,616.176196930134,498.579015472501,607.6071186973,64.6937974591442,595.338615087745,116.959123859865,385.984210320859,431.113387183832,85.6231667662707,349.949061151068,262.927803612295,189.217337069785,1182.84736632587,297.861137775033,148.947427176834,517.464514877512,269.957761421639,186.810694179539,0,239.910925795726,50.7630920052889,153.909542294,38.2509160645273,124.893071465062,718.162000936741,90.9840189490782,75.7821097915015
"FABP3",69.8434775876426,39.1395976155938,206.00517628709,180.042422253959,181.771541391797,60.8121696115955,206.305460673971,100.584846519484,168.219984199539,156.518873054003,47.5684259812615,86.2721643809924,75.4776975669364,94.6086685348927,160.27130345255,80.4705493182549,148.947427176834,137.485341818921,174.347720918142,151.468130415842,80.538230047271,117.556353639905,133.377535857034,208.136738542663,121.798969573889,159.76169547815,217.842473617478,92.8599781026675,143.791695501823
"PPP2CA",391.978700746974,347.206107880268,876.441665185699,471.869425357903,439.111026957712,197.963020224981,584.859607561448,345.4192791328,418.245577153647,394.500785299855,222.89205316934,326.862143922351,466.136989369432,292.426793653305,665.163531699787,380.733793043087,351.291101832156,402.712969737311,407.186290144306,343.32776227591,339.628196520096,455.830759011878,175.182435155507,472.893049639077,139.917824551823,302.406066440784,732.525240955475,330.168811031707,376.967417937213
"PHF7",21.3806564043804,13.8882443152107,36.7866386226946,57.3761565424704,41.8687258262005,14.2326354410117,58.9444173354203,10.1364574011883,36.8701335231865,49.4270125433693,25.8228598183991,49.8191371777562,41.4712623994156,46.689992263973,65.4629267623093,30.0263243724832,33.723945775887,31.3942906515645,48.3674322547104,40.3915014442247,35.7103472851107,33.5875296114016,11.9442569424209,31.8983507345078,32.2112977385493,27.8948992104707,84.982503444181,19.697571112687,26.2322687739813
"RINT1",15.679148029879,39.1395976155938,75.4126091765239,57.3761565424704,50.0382333044835,10.3510075934631,85.1419361511626,27.2904622339684,23.0438334519916,40.2738620723749,27.181957703578,27.9473208558144,59.7186178551585,29.4884161667198,63.2055844601607,55.248436845369,35.1291101832156,48.7152785972553,48.3674322547104,20.1957507221123,44.0680881390728,25.5904987515441,23.8885138848418,61.4043251639274,0,26.6269492463584,93.3610601217763,48.7749379933203,55.379234078405
"NDUFV1",45.6120669960115,42.9273006106513,31.2686428292904,60.3438887774258,61.2713060871227,73.7509291034244,45.8456579275491,88.8889341334971,41.4789002135849,51.2576426375681,59.8003069478716,49.8191371777562,46.4478138873455,74.9497244237462,21.8209755874364,56.4494898202684,32.3187813685584,55.2106490768894,42.7433122250929,121.174504332674,66.1021322086092,90.3664487163899,104.512248246183,32.6958095028704,90.5942748896698,34.8686240130884,33.5142267103812,62.8446316452396,45.6635789769304
"EIF4EBP1",47.0374440896368,143.932713812184,64.3766175897155,39.5697631327382,55.1441754784104,53.0489139164982,33.4018364900715,53.8011969755377,79.501225409371,27.4594514129829,93.7777540773441,86.2721643809924,143.490567901978,87.2365644932128,38.3748191365262,111.697926665637,101.171837327661,73.6141987691858,60.7404963198689,136.321317374258,41.028909646723,25.5904987515441,59.7212847121046,73.3662066893678,101.666908487296,68.4692980620644,45.4835933926602,77.8523048739536,54.4076685682575
"HDGF",1748.93769387832,2252.42071439417,959.211602086761,865.588568528648,1280.57029722086,1368.92075423549,1119.94392937299,1575.04953464618,1118.77811409419,1150.55101420398,1062.8145462099,663.445095098899,1398.4109681083,1384.72687582888,1038.37745898836,1440.06251690429,1731.16254982887,1176.74461856037,1093.32893375764,1701.49199833796,1781.7183911401,1272.32760980333,2495.35434622077,1043.87352778677,1762.56194813124,1586.20540510449,995.851307965614,1985.70276407421,1450.54730665015
"PRKCB",11599.7187879232,5384.8510913067,9513.94441379439,9825.1721858589,6907.31857288829,3994.19505512756,10110.2774489654,5626.51358515189,5245.92868534589,7480.86987994365,1162.02869182796,3782.60912278915,6180.87694800891,3758.54437724983,12382.2749747191,4515.95918562147,4918.07542565019,5932.43837139909,6832.18101197932,1156.20672884093,4339.1870924525,5230.8578854328,2081.28677221685,2874.83885994751,2490.33595641159,3789.26846774962,11530.0909250394,2396.53781871026,2120.9275086519
"NRIP3",0,0,0.919665965567365,0,0,0,0,0,0,0,0,0,4.14712623994156,0,36.8699242684271,0,0,3.24768523981702,0,0,0,0,0,0,0,0,17.3555816893046,0,0
"PTDSS1",54.1643295577636,56.815544925862,68.055281451985,89.031967048661,55.1441754784104,32.3468987295721,73.3530526840785,47.563377036345,40.3267085409853,56.7495329201647,19.0273703925046,30.3775226693635,29.0298836795909,51.6047282917597,109.857325371232,34.8305362720805,46.3704254418446,69.2839517827631,41.6184882191694,0,23.5536333157113,42.3842635572448,52.7538014956924,27.1135981243316,23.1518702495823,31.0647741207514,88.5733134488647,34.705244341401,45.6635789769304
"PBX1",2063.94603156952,1915.31514783406,3274.01083741982,2834.18428438237,2456.97937409362,1473.7247061193,3128.63868457003,2099.80613703077,2294.01362014576,2323.98490458545,1205.51982415368,2456.93403349812,2385.42701321439,2037.15808351756,2685.48489212278,2029.77952757986,2237.02173646717,2366.47997808,2659.08395000315,934.053470897695,2922.17012039438,2595.03651402376,1624.41894416925,2013.5833901158,1765.58175729423,2251.2451612814,3700.32970982656,1955.68741761679,2202.53901150428
"PRKD2",104.052527834651,183.072311427778,73.5732772453892,37.5912749761013,78.6315094784741,148.795734156032,46.5005958979427,155.94549847982,137.11080903935,55.8342178730653,148.1416694845,98.4231734487378,114.460684222387,221.163121250399,88.0363497837953,134.517933188725,111.007988178961,125.577162606258,65.2397923435629,313.034136192741,75.2196676856588,99.1631826622332,423.025766710741,52.6322787119378,258.696984962724,138.206546088241,32.9157583762673,195.099751973281,95.2134199944506
"SDHB",537.36716429676,369.932325850613,710.901791383573,510.449944412323,533.060362957967,314.411855651441,651.008342571197,293.177537142061,390.592977011257,439.351222607727,299.001534739358,515.202784472405,505.949401272871,405.465722292397,564.335575537149,369.924316268993,386.420212015372,486.070224225948,523.043162754426,307.985198512213,449.798416867778,471.025117645608,509.621629543293,417.868394622052,406.667633949185,349.954190094996,663.701382532371,389.261524369768,342.962625082052
"NIPSNAP1",2149.46865718704,1001.21615836019,2527.24207337912,2264.37969527094,1371.45606791676,1057.09665048242,2448.15813333112,1234.30862046777,1492.08821601646,1872.73458636543,551.793741382633,1253.98413579133,1624.8440608091,1125.47455036314,2247.56048550595,1174.62980945154,1221.08786996857,1484.19215459638,1686.11118487932,449.355453566999,1161.72597870073,1680.97588674205,896.814625426771,1408.31218492852,1094.17752005635,1052.39847021321,2565.63374834651,1036.46743235806,1069.69362667235
"GRIN2A",7.1268854681268,0,5.51799579340419,8.9031967048661,8.16950747828302,0,6.54937970393559,1.5594549847982,0,2.74594514129829,0,0,4.97655148792988,1.22868400694666,18.0587384171888,3.60315892469798,1.40516440732862,7.57793222623972,0,0,0,0,0,0,0,1.2679499641123,6.58315167525346,0,0
"CNOT3",521.688016266881,507.552201337701,293.373443015989,318.536593218543,294.102269218189,452.856582214009,343.842434456618,451.462218099078,298.417643203291,330.428732002894,347.929058605798,328.077244829126,258.780677372354,412.837826334077,306.998553092209,366.321157344295,354.101430646813,345.33719716721,340.82167379482,464.502266608584,292.520929888673,250.30706591354,474.784213461232,334.932682712331,313.053549896526,336.640715471817,205.873106935199,343.300525106831,178.768053867132
"CTNNB1",3503.57689613113,2711.99534446115,6451.45674845506,3850.13795281543,3246.35803418272,2415.66639712444,3338.21883509597,2538.79271525146,3253.78928342121,3558.74490312259,3590.73661264265,3313.58017277417,4756.75379721297,3628.30387251348,4790.08036515933,3460.23362068496,3326.02415214685,3122.10807721076,3702.92062750015,3332.29886914853,4046.66616256382,4866.99298130928,3066.68796996657,3930.67426925972,2505.43500222654,4395.3485505953,5938.60127941273,2993.09282955164,4451.71316749564
"CSDE1",51.3135753705129,59.3406802559003,203.246178390388,226.536893934926,71.4831904349764,72.4570531542415,123.783276404383,42.8850120819504,210.851076085723,203.199940456074,250.074010872918,71.6909534996979,135.196315422095,101.980772576573,234.763599423454,138.121092113423,115.223481400947,148.310959284977,26.9957761421639,90.8808782495055,0,171.936163486937,0,254.389347107699,96.6338932156478,233.302793396664,227.417966963301,35.6432239181956,47.6067099972253
"CAMK2A",27.0821647788818,16.413379645249,110.359915868084,155.311320295997,59.2289292175519,2.58775189836577,237.742483252862,27.2904622339684,13.826300071195,270.017938894332,0,32.8077244829126,238.045046172646,28.2597321597731,418.36077333154,79.2694963433556,44.965261034516,70.3665135293688,115.85687261012,10.0978753610562,15.9556870848367,7.19732777387177,0,5.58221137853886,3.019809162989,10.7775746949546,129.867628502727,4.68989788397311,12.6303516319169
"RBBP4",81.2464943366455,106.055683861609,298.891438809394,167.182249235819,146.029946174309,130.681470867471,165.044368539177,119.298306337062,162.459025836541,158.349503148201,150.859865254858,182.265136016181,217.309414972938,90.9226165140527,197.893675155027,98.4863439417448,106.792494956975,136.402780072315,168.723600888525,201.957507221123,219.580646072277,153.542992509264,126.410052640621,251.996970802611,113.746145139252,161.663620424319,284.272458704127,262.634281502494,340.047928551609
"CYHR1",766.852876370443,661.585456470038,412.010352574179,347.224671489778,409.496562348936,852.66425051152,328.123923167173,658.090003584838,383.67982697566,361.549443604275,297.642436854179,425.285317371089,231.409644188739,718.780144063795,380.738401629064,545.278050604294,390.635705237358,481.739977239525,330.698257741508,792.683215842909,302.39825998881,343.072623887887,919.707784566411,298.249579367647,554.638282935645,500.84023582436,259.136788671341,525.268563004988,480.924927522991
"SF3B4",1061.90593475089,1252.467123699,764.24241738648,900.212111269794,961.959505567826,1126.96595173829,842.250229926116,1143.86023134948,1479.41410761786,889.686225780647,1270.75652264227,968.435422699309,929.785702994898,1033.32324984214,890.145314480597,918.805525797985,1021.55452412791,901.773934922526,733.385251862121,934.053470897695,692.172901632678,657.355936680288,1165.56040663124,756.788371176196,1072.03225286109,781.691152875235,681.65543255579,903.27433245322,821.944421584747
"AREL1",1282.83938426282,718.4010013959,1121.99247799219,1044.64174670429,975.234955220036,943.235566954322,1236.52288810304,1049.51320476919,808.838554164905,1121.2609326968,826.331514188771,595.399444319525,981.210068370174,678.233571834556,1024.08095774141,855.149718128321,875.417425765733,742.637358171492,748.007963939126,631.11721006601,1116.89809593857,1121.18372655202,990.377971475735,823.774907718663,939.160649689577,871.715600327209,1250.20034996404,1011.1419837846,929.788193211115
"CPSF6",1237.22731726681,1609.77377289942,2484.93743896302,1715.3492318042,1657.38882965667,1121.79044794156,1546.96348606959,1336.45292197205,1390.69534882769,1513.93108790246,1887.78696251349,1261.27474123197,1325.42154628532,1193.05217074521,1693.00672661145,1127.78874343047,1339.12168018418,1451.71530219821,1848.08584173231,1413.70255054786,2394.87265197168,2651.81543312875,1395.48735277284,1864.45860043198,1171.68595523973,2443.97355582647,3145.54956410292,1729.63433960928,1808.08341438441
"CDC5L",917.942848294731,1017.62953800544,1521.12750704842,1094.10395062021,1184.57858435104,846.194870765606,1260.7555930076,916.17980356894,1164.86578099817,1154.21227439238,1157.95139817242,1100.88142153773,1303.85648983763,1008.74956970321,1310.76343011429,960.842379919462,1053.87330549647,1134.52471044275,899.859204738798,923.955595536639,1289.37147537942,1193.15700429074,1057.06673940425,1140.36603875865,1112.29637503428,1286.33523859193,1573.97171871969,1149.02498157341,1333.95944543246
"OXCT1",2246.39429955357,1811.78459930249,5470.17316319469,3451.47258925309,2502.93285365896,1125.67207578911,3452.83297991484,1686.55056605925,2056.66213559025,2590.34158329139,474.325161927436,1727.8734894334,2339.80862457503,1368.75398373858,3772.77143432436,1761.94471417731,1873.08415496906,2298.27858804385,2812.06001480874,767.438527440268,2787.6864721079,3158.82718964372,1522.89276015867,2082.16484419499,1412.26408522452,2501.66527919358,5505.90867384834,1755.89776775953,1447.63261011971
"NTHL1",69.8434775876426,50.5027066007662,21.1523172080494,24.7311019579614,27.5720877392052,62.1060455607784,41.2610921347942,52.2417419907395,35.717941850587,28.3747664600823,48.9275238664404,27.9473208558144,19.0767807037312,44.2326242500797,25.5832127576841,48.0421189959731,46.3704254418446,40.0547846244099,22.49648011847,55.5383144858089,44.8278827621603,25.5904987515441,73.656251144929,24.7212218192435,92.6074809983292,31.0647741207514,22.7417966963301,46.8989788397311,35.9479238754559
"DDX1",2780.91070966308,1861.02473823824,4568.90051693867,3054.78571384739,2726.57312087696,1588.87966559658,3782.2667790228,2072.5156747968,1797.41900925534,2583.01906291459,1719.25882475131,2175.03062312643,2754.52124856919,2129.30938403856,3647.86516027213,2427.32806227154,2537.7269196355,2442.2593003424,2095.54712303548,1317.77273461783,2970.79697627198,2405.50688264514,2068.34716052922,2500.03323881705,2454.09824645572,2494.69155439096,4642.31886772191,2206.12796462095,1969.36328906889
"SUCLA2",1469.56378352775,1410.2880818264,3399.08540873698,1558.05942335157,1458.25708487352,822.905103680314,1767.02264412182,1174.26960355304,1358.4339819949,1210.04649226545,959.523106936303,1255.1992366981,1444.85878199564,923.970373223887,1963.88780286928,977.657121568052,1547.08601246882,1116.12116075045,1535.38476808557,706.851275273931,2429.8232046337,2635.82137140904,1460.18541121096,1615.65146470282,1421.32351271349,1941.86537003799,3714.69294984529,1471.68995599076,1158.10608809577
"COL7A1",230.911089167308,156.558390462375,60.6979537274461,124.644753868125,108.24597408725,262.656817684125,118.543772641234,200.389965546568,157.850259146142,102.515285275136,112.805124469849,148.242310626494,442.913082425759,195.360757104519,81.2643228773495,166.946363511006,153.16292039882,145.06327404516,177.722192935913,181.761756499011,123.846523563256,87.9673394584327,321.499582700163,144.340037073648,211.38664140923,115.38344673422,95.7549334582321,211.04540477879,102.98594407563
"S100A12",0,2.52513533003831,3.67866386226946,0.989244078318455,7.14831904349764,2.58775189836577,1.30987594078712,95.1267540726899,5.7609583629979,4.57657523549715,0,3.64530272032362,218.138840220926,34.4031521945064,7.52447434049533,31.2273773473825,33.723945775887,42.2199081176213,16.8723600888525,60.587252166337,12.1567139693994,1.5994061719715,22.8931591396401,132.378155548207,68.4490076944172,173.709145083386,0,1.87595915358924,55.379234078405
"APPL1",999.189342631377,1219.6403644085,1417.20525293931,1101.02865916844,1090.62924835078,856.545878359069,988.956335294273,1005.84846519484,843.404304342892,930.875402900121,1118.53755950223,1042.55657801256,950.521334194606,847.791964793194,1130.1760459424,833.530764580133,1003.28738683264,907.186743655555,914.481916815804,651.312960788123,1439.05101612765,1255.53384499763,1116.78802411636,1162.69488427281,977.411565754105,1374.45776109774,1560.80541536918,1091.80822738894,1330.07318339187
"PAPSS1",79.8211172430201,47.9775712707279,115.877911661488,101.892140066801,73.5255673045472,67.2815493575099,85.7968741215562,94.3470265802908,56.4573919573794,84.2089843331476,81.545873110734,76.5513571267961,58.0597673591819,47.9186762709197,75.2447434049533,72.0631784939596,53.3962474784877,75.7793222623972,77.6128564087213,100.978753610562,42.5484988928979,62.3768407068886,47.7770277696837,48.6449848701243,27.178282466901,64.6654481697275,93.3610601217763,63.7826112220342,70.9242822407643
"LAT",31.3582960597579,27.7764886304214,6.43766175897155,12.8601730181399,20.4237686957076,37.5224025263036,9.82406955590338,20.2729148023765,6.91315003559748,19.221615989088,20.3864682776835,21.8718163219417,21.5650564476961,27.0310481528265,15.8013961150402,7.20631784939596,21.0774661099294,14.0733027058738,21.3716561125465,40.3915014442247,3.03917849234985,3.99851542992876,42.800254043675,3.98729384181347,16.1056488692746,17.1173245155161,2.3938733364558,15.0076732287139,7.77252408117964
"SFPQ",999.189342631377,1443.1148411169,2315.71890129862,2082.35878486035,1596.11752356955,1164.4883542646,2316.51560128202,1276.41390505732,1902.26845146191,2468.60468202716,2090.29254740515,1387.64523553653,1371.86936017267,1491.62238443324,1967.65004003953,1269.51299446859,1466.99164125108,1658.48459579989,1095.57858176949,1398.55573750628,1307.60654633352,1680.97588674205,772.395282276553,2073.392797743,731.800420497666,1632.48557879459,2726.62173022316,1115.2577168088,2432.80003740923
"CUL5",725.516940655308,739.864651701226,1456.75088945871,877.45949746847,777.124398871672,609.415572065138,891.370577705633,669.785915970825,856.078412741488,702.961956172363,781.481283977867,786.170286683128,705.840886038054,677.004887827609,955.608241242907,622.145440997851,736.306149440199,709.077944026716,664.770987500787,585.676770941258,1114.61871206931,1299.51751472685,879.893594758341,1073.37950221619,926.074809983292,1091.70491910069,1626.63693212172,898.584434569247,1197.94027401181
"RPS16",11.4030167490029,20.2010826403065,0,11.8709289398215,16.339014956566,18.1142632885604,11.1339454966905,10.1364574011883,18.4350667615933,4.57657523549715,13.590978851789,21.8718163219417,19.0767807037312,12.2868400694666,3.76223717024766,9.60842379919462,12.6464796659576,9.74305571945107,13.497888071082,40.3915014442247,36.4701419081982,23.1913894935868,35.8327708272628,8.77204645198963,29.1914885755603,15.2153995693476,3.5908100046837,19.697571112687,1.94313102029491
"PIAS2",32.7836731533833,12.6256766501916,74.4929432109565,42.5374953676936,65.3560598262642,12.9387594918288,69.4234248617172,25.7310072491702,91.0231421353668,52.1729576846675,17.6682725073257,32.8077244829126,56.4009168632053,47.9186762709197,86.5314549156963,33.6294832971812,29.5084525539011,21.6512349321135,60.7404963198689,35.3425637636966,30.3917849234985,50.3812944171024,7.96283796161395,51.8348199435751,41.2707252275163,41.2083738336499,111.315110145195,15.0076732287139,53.4361030581101
"LAT2",118.306298770905,451.999224076858,74.4929432109565,140.472659121221,80.6738863480448,271.713949328406,94.3110677366724,469.395950424257,108.30601722436,188.554899702483,456.65688942011,332.937648456224,190.767807037312,344.031521945064,138.450327865114,347.104309745905,251.524428911824,241.411269493065,283.455649492721,898.710907133999,168.674406325417,48.7818882451309,323.490292190567,131.580696779844,285.875267429625,254.857942786573,43.0897200562044,247.62660827378,289.526522023942
