"","P_GSM184363.CEL","P_GSM184364.CEL","P_GSM184365.CEL","P_GSM184366.CEL","P_GSM184367.CEL","P_GSM184368.CEL","P_GSM184369.CEL","P_GSM184370.CEL","P_GSM184371.CEL","P_GSM184372.CEL","P_GSM184373.CEL","P_GSM184374.CEL","P_GSM184375.CEL","P_GSM184376.CEL","P_GSM184377.CEL","P_GSM184378.CEL"
"CDC25A",20.7834182511345,23.900916390982,16.0668360141715,21.5129213416057,25.1399655377275,21.8937475044259,22.467516266985,22.2261585222621,18.5267486718758,28.9055478180866,20.5607585594209,20.1456759976699,18.4667450162524,27.772087922176,16.3175723841425,18.0405076572944
"DNM1L",155.069411885859,176.586116165181,128.633594642394,268.563480171582,202.635211815921,136.209287691926,112.194738880167,157.993954081627,126.308315689038,76.6211909180568,190.891628836686,131.851755382435,143.05544507893,118.630168520181,120.581010023267,172.471859954524
"RPS6KA6",13.60751620052,12.2016588241264,13.2757574200132,13.6030532041353,13.5253825623473,15.2070070085573,15.0535764659234,14.0684463813396,14.7453097574685,11.2791743562475,13.8387128995611,16.5442326405004,12.4852642701469,13.6030532041353,12.9361620348188,13.9090613865767
"LDHB",4016.7449706183,4231.24157969549,2929.71556521006,4090.33952294634,4506.0531731043,4135.25016102854,2975.97376501397,2774.01627318549,4306.51544179093,2523.65894088068,4579.4381145175,4019.9403410466,4281.62155640053,2870.08118383794,3157.2304137847,4398.61759837016
"RNF146",129.68748307657,176.470161028542,111.158979026469,139.638358551401,141.221701478769,91.4605976528024,84.3231759360797,107.110222895842,57.4650193091218,56.2443992397169,87.7901499143924,115.855438606151,155.145897212443,97.5274059230027,82.1461331802996,132.704926229266
"TRIM23",80.0078258932812,143.019804261924,55.8022511155332,110.550196575723,63.5511810438092,53.2924337639342,45.5437439325494,79.2597066963409,32.4479633439824,27.967819201457,73.1170249595485,75.1621007208933,81.1934868597492,33.039568232116,43.4271522640619,58.0163353384988
"ATP13A2",107.236647307823,109.324357438522,87.5090886480354,252.09795580895,200.111519367616,130.758975375319,67.3628567821007,84.8912105981889,130.758975375319,84.1124070600285,144.362032075532,142.639734763776,146.19269459559,152.932709694284,114.742042522078,150.190161036157
"B4GALT1",34.5419846177683,28.4612107659496,26.8341393153316,32.882625591894,23.1106686889013,24.5501222219325,32.2171858512747,30.9072069735404,25.1910553119539,31.001798277895,29.5562877027252,31.3860212086218,28.383592025011,29.4522713214218,28.109337495356,23.7662086778331
"COL4A3BP",168.890129216791,262.167601488884,117.736360583879,162.801903187417,209.669114563488,110.300875213167,114.524632912348,106.007685880575,127.366946255568,111.724223698097,223.852109856469,159.658162874988,201.687700433938,156.110161030107,191.003679660673,152.625867873494
"RPS27",6131.14812743843,5776.29522183397,6416.19814081118,3923.26255688222,5948.70910167456,6513.45966162797,6792.37866918855,7475.77305021696,7393.55600413579,5011.63324631167,5248.24521569505,5383.35005939634,5712.77316688613,5423.91016102855,5397.78363138564,4914.21932628389
"KIF20A",6.67506902579256,6.50810165452662,6.3441740963134,6.28401913362169,8.48377267059045,7.21390004092225,8.32193038235081,8.85494486490729,7.00017072511696,7.32049979099237,7.18512997016691,6.94903547294753,6.610628471575,7.54324768377466,7.35705865721631,7.10976590445416
"CAND1",199.54585800613,200.535674749858,195.12434372679,226.442156407084,257.670161028537,158.24275412024,123.910163696234,171.8049413727,189.73732298915,115.590174645791,203.543561242156,157.775735490117,178.051421205577,98.4159380453114,140.110161100361,174.989750309802
"CRMP1",187.301889153388,346.262071693378,210.603129998344,593.484843692543,211.541106413062,234.589771066003,134.64582788431,148.950161038388,200.707261013518,162.04128040398,240.833493080591,205.598161143027,218.670161028537,249.215543946966,137.461901280961,256.470161028537
"CFTR",6.98340753233042,7.07722648559329,6.25852736595057,8.94723196634687,6.7816388816151,7.12975790218595,7.30416200407897,7.68585956378079,7.27880326789825,7.65676612072866,7.51997178119105,8.13244561226917,6.59921606244769,7.3741485371764,7.13754710548954,7.03487010545268
"IGSF1",67.11758749519,27.1218308238857,45.9365153337163,33.830802484147,41.4871137679361,248.256544732243,52.526161068575,53.663969203902,186.268695610551,66.6425160035542,78.8453644241936,95.9220644104583,45.6437270857043,28.9136478822543,33.8889263546978,148.585717779373
"MDH1",1441.09049323601,1876.78169923993,951.710161028537,5980.78642583383,3329.47016102854,1135.96727204721,643.069226373906,733.531207530266,1298.22744953844,502.360776532714,2272.63528932307,1777.68588881263,1902.74015775098,1065.25262249641,975.193787640024,1929.49940693355
"TBP",56.1392043907218,63.5302618142353,73.3734997796822,67.3871965213444,78.0921444619085,72.78130512834,62.798043438491,75.7266826063515,88.4443955775847,52.1292527925083,58.0802536539933,50.446691321686,69.1667080723118,53.8160701265503,78.4626809587021,61.4871204936271
"SMAD4",122.445904328279,176.470161028542,99.1798145539774,65.8836269944628,115.653116555846,86.4486048785968,101.444750357932,98.48360180125,111.872633992949,58.7561406685953,88.253439019538,101.818149987371,92.2140450399688,75.5179918735751,99.6920207599722,131.262294630967
"NTRK3",116.872972709308,197.601209180924,107.771988880186,147.106802956363,132.940608877394,142.931963023805,96.437636481471,52.985540073348,187.627524030377,108.79332317018,132.913534418829,105.503603470042,141.952959075631,111.550190476351,106.06753396443,213.270161028537
"NASP",303.608014538467,216.317527198351,355.221264085773,191.950161028537,244.467425277014,305.141246455731,406.671877661888,426.191428943575,308.34983817031,298.311294474514,195.860717696443,192.563157417696,285.408843252661,239.238201022938,394.0269095257,300.029975759631
"PML",34.5593669174736,26.8260179128454,23.4867017174466,24.7477696869097,23.7878195172879,27.1912701619093,34.8844329064783,25.6481261864469,20.1077037117544,32.8427812827417,28.2858272405143,29.6885395996372,32.6923988423049,26.2313748963793,21.0098379489311,28.9407803493296
"PDE4D",148.236875087555,105.253493423729,114.114084333069,211.910161028537,154.23904534209,176.998387412492,109.725825322555,100.449431595158,126.83244695103,95.9882942890509,144.052681557967,154.756888514385,113.199748582246,97.7641852285348,107.781894101267,110.296097703303
"PIK3R2",52.8536861966531,54.4055817887782,49.6702427659342,57.6980570262023,52.8536861966531,55.2830449717028,59.4177012710595,56.0002826835495,44.7779770571263,70.2591497602959,55.3604558485774,60.766786835143,55.2303351129714,57.528888519177,55.1664809708556,37.5532545499499
"GATA2",57.5549373185927,58.2093696468055,57.5281492905265,60.3865379166275,62.3584848106849,64.0704982833734,68.0865108738741,48.4498481661043,62.8339934178484,63.8184636901799,53.4691454376345,54.3916561768883,73.0195205903611,83.9660695909346,52.9410026789224,68.0117175370856
"SMAD2",206.174779097667,211.710161028537,176.440705866095,184.458549426799,294.606817376734,263.569850736005,193.162223605873,174.175711632896,284.974484162787,175.150536707785,254.594732539551,174.205820297553,246.915939466817,207.710161028537,229.910161028537,265.950161028537
"LIG3",36.1835226755374,31.9116536293463,49.318812831603,33.2350165924543,37.0884207494557,43.6348601476044,40.8504975864924,51.2927539112043,38.165498482838,31.7720706845355,38.6749344386596,32.0943244720548,38.3851233726986,28.1664352934507,34.5512953412728,50.7082720161849
"HUWE1",7177.61136006125,7310.69016102853,8202.07068133453,5907.35285167883,7131.76589785193,6924.86336455859,8080.99014352402,7354.68307356766,7063.63685186213,6188.64678087727,5997.76480846899,6854.71303792768,6954.95299815655,7932.03554879345,6574.27906220163,7663.95276784322
"PRKCB",85.0730217322359,126.237906961484,121.950165082755,135.738519447323,115.17187037552,113.241770718276,94.9492231796145,76.5558934059358,109.990250329235,120.236996289517,117.862352323756,91.0006617335707,103.202200548757,130.190161755593,105.935562009965,113.718538210339
"KPNA2",217.002198849505,209.288486784814,208.49771199153,293.344795668342,299.41073923838,176.937389313381,145.512375333158,178.204018215039,170.350091272963,85.9400989778038,214.514190210435,132.042969060827,232.879934784462,186.045058070622,159.599628696345,313.83303789136
"E2F1",71.2833996388772,54.6328250784502,58.2338596447714,62.5247118012188,55.8536703551484,55.0346822665074,70.3269428855881,56.3240797387511,61.1507771246957,81.9821278562262,50.5909877675624,64.9309114781178,61.9161107246782,85.2161329866692,53.7647096772202,56.0518789733864
"RECQL5",25.0414637365515,24.5210219466313,30.4215299261255,30.8862367993865,27.1641041600668,26.3039126180886,32.4668204589043,35.0704024774379,28.3881931685955,31.3290596088406,26.6412266650437,25.5297059503593,28.3681904312285,30.48462937711,32.8480433607463,27.0643334597501
"NPC2",646.162951944401,468.691998443164,901.557464861052,382.630161028537,984.689638260058,980.945881286951,729.632790868312,921.842354359564,853.990161028536,500.695888575882,614.841814097471,605.511153323481,712.150508234425,664.204702955423,617.183589769611,838.282701169386
"ADH1B",9.54368462849465,11.6344084754318,13.8282972930099,9.88821108187729,15.5721597986846,11.8749758087439,26.4075947737614,11.8025356473621,11.2319533001154,10.8980826544632,10.3503175318793,9.80569157840059,10.474381117831,29.4750625603065,10.0729148307111,12.4617146425492
"BTG3",10.2406206142612,7.47318128415225,12.3502678663152,10.4706193691221,11.0197738895624,10.4706193691221,10.7562255412912,8.84687628109534,10.1002635578451,8.46263345841689,11.9200625744081,7.76057353792442,10.4053741493346,9.71809370269724,10.622578868386,10.7153475097355
"FOXH1",23.8016018267248,21.6200711262602,22.7249743059901,24.7351947586026,16.9233479588419,16.4030099160712,20.309011621386,19.820811538547,19.1175564876725,29.8381685680454,27.3532671673694,22.5659557109759,21.3927815750513,20.7482602703092,20.5547627043888,17.5959484276201
"PLXNB2",118.373973142177,272.775770407092,155.736186366939,93.2655449707474,158.31016102945,192.918027115176,205.340673627919,225.12115742993,208.059605831763,154.507696682454,140.072583138068,140.499172707669,202.198349259181,203.152382259936,143.070161072724,166.686950234766
"YWHAB",734.550161028537,877.068958811158,516.153244388236,1513.11016102854,1016.81974124271,555.226078228294,462.426293348987,521.006141252361,554.073121615835,644.220406811792,1147.22670518442,841.641058924574,922.787820829339,635.661465861529,695.830161028537,671.338630152268
"TBCB",1391.75016102854,1037.72696923235,1287.06152127146,1495.92002785703,1344.20700892191,1303.50069793537,1412.85899156363,2017.63622969421,1334.78261864111,1350.24600838664,1202.23247676827,1223.91016102854,1439.48465652342,1020.00952980456,1280.96441378715,1253.3797784648
"HIPK2",253.790161028537,242.669394466359,227.746224617686,197.384865472604,207.879759669676,238.616804731837,333.216365986322,220.222560696199,212.106277790286,392.281091572757,193.841078611175,333.030161028537,206.543102149467,387.636128856925,300.28932284085,180.635980003907
"NDUFS4",264.025825926019,361.679853647497,284.56618660973,312.189553239652,336.497058760885,257.710161028537,220.391845441401,245.667997915045,250.712953766757,149.478298525526,229.973220980388,237.922842736111,219.750161028537,196.531741290091,202.548859803416,316.542191902087
"PLXNB1",55.1925596480228,42.8975554267271,43.4424492285078,43.9398233403187,32.5978970604269,43.3686325433975,47.4090628643713,45.036828577375,30.413234480159,50.4921701308328,43.4001325781103,57.4639367242001,61.8964687520143,47.5368188401593,29.6244784309485,43.9707117428179
"MFAP1",179.150858126735,201.970698055162,168.500085966169,179.222147828207,228.750161028537,158.307629218215,172.230161028553,172.845119274886,201.76763138101,129.954405592529,147.736213901016,158.562645491353,183.13684704865,115.681502416719,169.990161028567,199.848167394169
"DERL2",129.403939099203,96.7505108752691,143.739863113446,82.6923033727794,118.824676712398,151.839151585918,123.135094275006,162.739556139566,121.127871995299,87.3003939855168,89.8507603606498,108.887400414583,91.1950582104474,93.4707300285957,114.61708469448,103.326325446758
"ITFG2",32.7343987392069,32.8602254536746,35.3723706383062,35.8213781533136,39.4311189620485,32.7454984941166,39.1934298379581,37.0884207494557,43.7981636235832,52.7079901712033,37.0884207494557,38.2518494363546,39.1110914221647,48.166173959688,52.2902969405883,33.474929972988
"TWF2",97.4284636101294,109.125450601628,82.3749662441269,90.0076048583726,106.430728690713,99.7880316645878,106.668625869606,102.646568438845,93.6257735294648,112.350185377641,79.8712764931752,91.3109412121981,96.2353710006905,117.986410147186,97.5567010044799,83.2268242803488
"TRPC3",21.4682671055281,32.0037439775813,13.2349735203127,37.2246971005882,18.9418579836881,11.4028666512463,12.2415116199349,15.5250073012081,13.5253825623473,16.8320703007015,16.218317145418,12.5281417139477,15.6643805914424,16.3490430917752,13.9764041449003,14.9159485132214
"EMX2",21.8821656211972,17.9300765732708,27.5158184741265,18.8874033237745,38.2398436491317,47.6521406004192,41.1677882983719,23.9429912460291,36.1569754231085,33.3494971508237,26.39256815143,64.656053211065,57.9302522585024,42.7863117289169,19.3427169536334,54.479343227978
"CREM",142.752023809651,94.0577104063017,133.017852353674,63.8894377444053,110.630196575723,160.515768385005,137.124067174056,84.1924070595174,98.039923263775,65.755313279134,92.1498243181272,118.135697417719,101.190339646224,129.83662575239,95.5105731880825,109.590203863926
"CDK2",21.4045408569415,20.5205806396025,35.0924052298765,13.2607793178552,39.2915252101943,20.8599775160339,24.3077855851104,16.0392466257529,17.9488584552653,19.7669235531982,22.7313579448226,18.467491637466,22.6200320086226,30.4273295811555,26.5566458581463,24.6361790710462
"ATP6V1A",133.08604610699,184.230161028537,77.5462317623529,416.898673161198,251.028782020614,52.6292030654534,60.0815904107315,55.2307980652394,79.1859441645752,20.2246343549221,199.975783618593,109.550203863926,195.003104386377,88.0540606257339,71.9042433077695,210.388455620003
"TM4SF1",387.246200685746,442.67990180518,400.672246150799,101.25106410697,308.990369893529,603.3937888663,490.363537682653,345.483766699629,272.110161028537,318.310105214378,324.267440872882,305.385166189282,316.768135519303,915.426013258982,304.834043550561,469.532516223841
"YES1",175.171787988233,139.594415015523,175.469121493086,91.164673899764,174.128772260015,187.52934138261,232.354986782229,187.810222708893,243.57356087193,159.415603646613,146.967954558263,145.666675408711,180.390161028538,173.490001434046,231.905953283467,215.884636779622
"NUP214",25.3372137298888,20.5679622036858,20.4494918361109,24.3970061607815,18.6588831531578,23.2717668261926,24.1659999681056,24.0429620392218,25.2243359214123,22.1440728967258,23.1739072834832,24.9654567702155,21.9219796996029,25.1935499419829,16.6529340103182,21.5487007880271
"RALB",107.156236772665,128.524291389834,102.03616380261,122.705838752229,120.954929523619,64.7526996675938,71.2832941527396,91.3909412121981,61.3529173280455,69.7446513828643,122.899844877917,90.2310731603775,88.9903659623147,113.869254637147,71.2172044676066,79.5147221614278
"ATF2",52.8163570660521,83.4000158382136,50.7158243242471,60.9521821892687,42.4207826208508,50.2572552589149,36.0016261722787,42.4077371130885,30.1194300170996,28.8110078931449,55.2063425234803,57.703487673963,50.6362700537798,38.05054092901,30.4949371222088,41.1826951757737
"GANAB",275.49045650757,325.15631076346,316.590161028537,355.017982341636,379.712210601052,334.460937434969,351.020566971645,343.660732603623,327.750161028537,315.021051867046,332.087418848828,340.215762716152,388.406117622856,334.988686251475,321.286160196455,320.258188419362
"BRCA1",37.6696231038708,19.7831172355703,41.6683858407107,23.6745209775337,26.4798186712086,33.2574277315774,39.9691995107808,35.7675866152356,46.8566341467503,34.510042515021,29.1192556484516,33.2574277315774,30.2354317482422,28.5126315890093,29.8842506579693,30.1419026409879
"GTF2E1",72.2418081906699,69.5129337948258,98.8847055230525,69.224218518496,145.549898105004,87.3175149262321,86.2431188427589,101.870311398064,108.763254374741,74.4793462654456,70.7869418266107,64.4028264734783,100.787368657286,78.4346808559149,90.6493455139333,110.124124424971
"BAG5",278.010963643034,371.823843788455,346.710161028537,282.036032021773,444.802061873477,269.784958321777,258.842691574793,261.630161028537,270.510918699886,273.097617876728,316.739002140796,264.950161028537,368.944367663304,254.030161028537,267.965238141831,378.357711652786
"CSE1L",435.363221931352,402.890161028537,436.234658516187,370.361265980521,430.706894836111,329.416412701462,358.849245973223,469.390161028537,381.092931462374,257.579178331457,402.291656806554,347.831287824722,352.957857326407,243.651437744558,391.998130258402,525.363048867782
"VAV1",27.5962287268275,30.5950040453741,32.7234490255606,19.9815877294307,32.3223356926314,44.7543230030554,29.5211528060337,35.2638704978851,30.585612137687,22.6019495907207,26.7939320673906,32.1712396559898,27.9349698555947,34.7495533762326,30.6983791024077,50.4326083365386
"GIT1",136.350161213887,135.737706024454,106.408037111592,122.379345933908,147.040033889679,121.56554635913,163.545828099869,115.711079578471,127.990162158261,141.204595965738,115.190388030114,145.475053183912,139.447062159188,163.233092547515,133.396066819818,87.6921076411156
"PRPS2",26.5680809170248,40.2300137214888,49.5322646802202,167.155305270265,42.6415801521621,34.4335860995859,29.5982713970919,32.9761330019674,29.7668586344006,17.2155812284414,38.6601572979812,26.1992176764428,24.2834457717541,22.8499925820047,34.6111724656436,37.5002388079274
"SOS2",46.658071762333,66.5196946131025,36.6216254019873,27.4891726657964,31.29230960016,19.6988418748457,24.3739208227158,26.3325758785104,13.4998319090212,78.142067510675,33.9343477934841,46.0352531742422,36.7193135764581,45.9364423662667,45.9682578871405,19.7711445973038
"EIF4G3",111.63312912559,123.871589365162,95.4316440771752,169.51603085623,172.882901708252,99.9966868750129,103.296004501484,95.1094757929601,136.82886941585,120.718274740455,121.470165082765,119.359724236179,133.805885316675,147.605007882003,137.270161175171,123.278760172456
"SLC25A6",644.81829982706,637.581509908229,844.051739854023,844.428522755612,816.117513061467,735.074991119376,669.351531047659,557.149118034866,954.296842952013,500.859033850351,672.087240339925,653.599328704238,710.990161028537,585.754747088176,655.558834063807,627.074449212
"TSC22D4",239.190161028537,179.508402788895,273.825875784513,184.292890852815,209.046251653358,266.956371755235,316.91999848104,279.567079794675,266.030161028537,245.626510451695,208.802005438052,211.464347372615,263.661477683206,150.378273501778,230.177706831183,175.859153584469
"NPL",89.7583004415601,26.6136375458398,65.274320965866,32.9239375899137,51.6871710048383,117.703766928151,95.315150796547,168.7884262613,119.64383472011,46.3171256093861,59.33239833093,129.660795424586,57.2487664357694,42.5018842050774,48.6680008015834,124.623532048446
"PSMD3",200.190161028537,224.350161028537,187.556778093105,254.152602926001,276.222786095246,141.369913975984,162.055019778747,182.645983859405,166.837581261394,126.742430306217,190.910161028537,168.050590919343,253.110161028537,177.240202559744,182.414805734391,166.529034747257
"XPOT",382.508877983008,356.895528712096,539.335968526194,348.952132045754,414.849504009197,367.638647832315,348.094282407257,368.38109824584,354.864936228914,225.098939137041,300.956566897195,411.079595513221,361.785171305081,377.347229024954,394.30470133809,397.611993456067
"TESC",27.8201602678946,44.9011089358749,38.7755763429516,38.3286271522927,35.8625516107736,44.6736701717214,37.2129273409084,34.4685141562274,38.3286271522927,33.1864399238711,30.1096017728648,30.063801046432,29.1264462117142,47.0491514880123,25.9587741631871,58.02257471342
"MAPRE2",647.184685622868,447.691498870972,762.923199893612,783.401897993037,561.064689307377,484.510161028537,573.353942818189,643.275543884117,499.113000135116,449.133650840939,545.578741653243,519.957111400647,555.59122705633,457.057334735658,627.673643819418,473.605011308596
"PPL",11.6691111022324,17.8693666163862,10.7317661578532,24.769821973747,14.7037897702488,10.0713739555327,10.0374900354602,10.0654904749719,11.6729419231029,14.255944708941,11.2171809659436,12.581290581772,11.1869743468731,8.70459020460125,10.1318497741744,14.6371936019516
"TYMS",79.0964503744753,40.4835851023722,86.9116214409883,128.181096267328,137.076136385207,49.7256806440546,74.8927756493404,86.9658230814935,126.448241923536,57.6036740730734,88.9218512219068,49.0198242398147,58.6900780238356,31.1133008281263,91.5909412121337,297.504299228856
"LSM2",149.270161038388,147.264204057059,159.904220077393,127.788799120411,185.425934096867,140.390198743015,118.773682347617,110.7761316096,110.670196575723,95.6325366784269,113.062993613585,85.6441668877953,136.345131324616,69.8443104325094,120.2421418685,125.167505578523
"FADD",73.621589142132,69.7957134968983,72.040837322395,71.2109325728612,110.24876817532,80.1529340211055,80.1529340211055,71.0975964246606,68.427617548664,69.2473339043704,58.8187342765755,66.608915490688,69.2473339043704,60.6766632014505,71.8819196735018,69.2473339043704
"AR",26.7719646746174,22.5117235521845,24.9642102973502,26.4059779632253,19.195093352068,27.869924904081,22.0839237933563,15.2653199248486,25.5501185660296,30.0261600884228,30.5599016536277,34.9722420566808,21.2091952930566,30.7633128462499,22.9244867762485,20.3289824592641
"CTH",34.0184697044111,16.7807974156033,80.8804469827658,16.2543427727534,22.7679686686189,44.489022408824,23.1426296235097,23.4866259305897,48.1344248501613,20.5214176027414,29.3759507886661,33.3861158759266,23.3744056124146,12.4733929146051,23.011981835858,29.0993734575124
"ID4",512.294469951464,567.259419684236,444.919835743409,321.458527945145,617.042374496416,1079.28626469609,989.214092948955,466.938141026877,1217.04117058427,793.343111313685,748.344743341112,632.886321964031,1355.4035234724,456.950161028537,918.47589268061,1226.89454982769
"CHFR",79.7550840321519,69.3269144009363,132.87016139898,83.2653851656976,102.301377237131,118.342110318452,99.9398361019556,132.459426154587,120.811047916364,86.5398703179333,65.4847451829241,72.125949704798,89.7210558262569,84.8207458139833,104.470250224131,148.950161038388
"MAPK1",94.4578764590766,97.7559848576421,84.1663366298217,99.0454949883319,65.3392236323706,44.6990451754596,34.9997186621707,72.2448349385752,30.1964045809674,52.6106133426857,60.8997814110866,70.0140233834808,72.1526546246525,54.6676127602317,47.2458479360971,39.7172721059639
"UBE2W",60.4016192635167,109.086633564118,57.7484619484581,69.6274546642535,45.1058805523448,65.1041535680613,42.5062521497003,48.3580424699762,36.6275705168244,76.3892200071827,76.2135897385352,108.510212551876,36.7367610385255,61.2798610375114,67.2910720783043,32.9417002262264
"ALAS1",161.589853984082,143.204966631863,163.680208201123,151.067295611741,171.63420339387,109.565608045699,100.261478603238,87.9814619017245,126.790162432865,46.9137679125967,119.224141949396,82.2331556706897,119.604745787082,61.9580126379929,87.7327723906893,152.38420498737
"TNFSF10",19.3848574945031,40.0079003663497,41.2921527955598,54.1595533955791,97.5931900435129,84.4013776593627,68.7184259831499,34.8727094189647,51.4781715257218,25.0092552220002,18.5259667565884,26.5161313082281,29.4339745232232,26.4933686941976,28.2534959591742,39.7744881995798
"HDAC6",10.6591282929228,14.0254914370927,10.3261805241183,13.0214388968648,10.1343158991426,8.92241991689551,10.5168588637113,14.15691069227,9.45804418978662,9.94019515363546,9.53465661603805,11.9035357131851,11.7462007953572,10.6376431519209,10.8217337845719,8.14931519355984
"PPP2R1B",63.3710960842054,66.3607056538469,87.3654217987171,33.0258385463491,46.3477214517185,41.6667041861605,61.8064317901157,53.1445654831073,25.7538086835203,135.781137273919,43.4710258341326,52.02161034299,43.6899602075799,95.3905732917296,79.33145387535,30.2424277439342
"HMGXB4",112.872881343094,141.992361731701,157.217765516903,93.8971593165608,109.738056280006,117.077480307875,121.698374412439,117.740964933752,116.879808110235,159.460133723928,113.629963054094,104.135143592037,113.190181126578,93.5735384863666,135.541539515742,142.438022862437
"PDGFRA",217.910161028537,173.314595166022,374.397416240371,250.011035017946,337.082187121316,327.2146650607,514.76225791833,288.654869213932,347.576665100693,131.109249571718,249.093202879385,323.345102965913,244.870161028537,732.564938461395,258.502225150796,263.510161028537
"WWP2",22.3237166307416,21.6974536003942,24.475080185536,29.5526875924049,18.5451621911552,24.2624550229184,28.5654908233105,36.477304990041,20.4419903808103,27.1592048815319,27.3619282243065,25.8404853138848,21.0616951003137,25.2486335181962,22.2548309155333,27.0323298984783
"KRT18",35.2427104938989,89.0954010563436,28.6729766790965,20.0768719490703,25.3082747309472,36.8558575246125,34.5980648493107,37.3025355511696,33.6783673352549,42.8008306852073,35.7605707035408,35.699463194206,37.3884463864129,48.8150952473918,32.742975123325,42.0791453685661
"MLLT11",942.835133266996,2152.198862602,707.001636010196,2627.93925176886,2052.95016102854,955.587929700212,315.410250756779,280.16778380492,1082.31099593725,296.278191008886,1541.51762309256,975.426078946662,1274.67251492613,1764.39016102854,939.114147334999,1481.88206346558
"PSMD6",445.816424066987,408.607619806309,420.97380923523,481.545098313715,624.154437954372,411.082183221181,400.332584594123,434.218048467093,490.728321993447,238.79206440929,405.02199950406,370.441338142679,467.191939892579,334.183156153307,366.201329577079,491.357971928165
"USP16",197.390161028537,200.964539026662,249.098650777843,172.480829985845,200.544659826446,182.446687037573,218.910439431153,229.510161028537,225.667765597789,194.775787939854,212.87308383481,166.786702159156,186.054507068275,137.787983947072,222.806803392755,216.186545148031
"SGTA",215.541101361516,204.366195028861,293.950161028537,206.699462070879,178.03360998366,234.429546393259,260.510161028537,261.957060340938,221.006747890793,258.821432253372,184.996392238549,223.195589975575,203.550161028537,215.006918353276,191.252447078117,187.208087614906
"ATP2A2",47.3920000575177,39.1678499888894,32.7445032339502,37.5154722476906,19.5462142513009,41.3861289074381,34.5287351003303,35.7038806176855,25.3599860902127,42.2082785117613,30.9153743550797,49.4016167584311,27.7183668421296,24.5449953102713,27.886411139235,27.3055371913459
"ATP6V1D",607.839608964561,638.695913022533,517.564707822728,1070.81712005901,636.881825219716,493.825260407892,377.069369359005,553.150161028537,402.426823928904,378.059712512288,814.515382428333,813.678489170907,567.484529735002,448.530161028536,442.769338421857,732.872160752484
"NDUFB6",637.959338375003,627.060613180783,607.150161028538,664.222423383152,764.678674090648,559.251835698904,468.6573136118,546.767545971955,564.220265804382,334.660523748024,618.64720525098,525.29288535843,660.590161028536,465.070161028537,514.949609253708,646.390057519164
"GNAQ",202.150161028537,139.584037946676,181.566215319232,164.792398621027,152.750608973596,135.274418491922,143.063475103547,189.790867149652,106.955201783079,159.282605491624,163.213494157211,186.439068661046,181.508468601231,170.20952636844,136.310161213887,127.570807988944
"DAG1",342.070161028537,291.816572507698,277.030161028537,298.459025643889,370.550161028537,517.714266239954,376.211291358367,353.719274910492,453.917211324357,397.599408533105,360.590161028536,340.710161028537,432.024393053521,270.1842099001,320.65255487031,321.87824539579
"DOCK6",52.4030755855628,43.1327441376837,71.6532574600171,45.0539064396406,72.1986883170709,60.7311869606955,69.0815487728889,60.4296688952793,55.5925838299815,58.177324054742,56.7904202545979,52.2375123830722,54.8429950283296,107.679925336004,65.5535517628941,63.8354729243559
"GLO1",803.790161028537,760.694950193461,789.809078557404,832.916875153454,964.215740456899,747.373120124943,702.161751003376,736.847966608588,826.256757049363,486.787719582198,832.297901632646,774.146817347455,857.700813907293,511.993533292613,675.821881467992,954.583566828546
"RPP30",132.656838016727,145.90412793144,132.846252859938,127.674448320469,156.110161030107,143.617901506338,126.125108123497,144.750161055536,130.724806657665,102.777725034739,107.230222895842,138.078848343869,134.767177819169,123.750163696234,124.66119741485,157.821038445321
"CEL",10.7824618128842,12.6531973031863,10.6816185793807,10.8346138621345,10.9876194104339,11.5574801902608,10.9584784411464,15.840384270844,10.292709623328,12.6156298592816,11.0034530921267,11.599679183542,12.2823270512297,13.0243185209007,13.5526415071208,11.1435904593582
"TNK2",121.575266033259,168.390161028591,159.848684427484,172.456617157818,187.067903901111,196.213325198394,216.788528554675,187.639540303776,161.748512278911,148.252256376481,147.75445197586,137.556223824596,198.79990971742,217.648501741359,209.061340633861,170.667735321553
"HSPA4",105.741636420417,220.768181059193,69.100755272079,158.937084866349,138.516212305873,117.257957512316,60.2426548209114,209.446236385669,109.505435285268,128.101149909622,178.728549216185,441.942497874203,201.99886409951,179.086328200478,166.335085200276,109.276492785231
"CASP3",42.197295856394,64.7787704177196,45.8086088317956,44.3933491241756,47.7646797451938,36.433333694202,41.4817801605882,42.7144859693334,47.7843305503642,46.0942785568456,32.3091213924355,41.1096591532552,40.6591231031398,28.3127010657633,38.5588958722221,37.5553664373934
"NEDD8",600.842857715959,717.448119170781,587.830161028537,922.301466011473,836.486349876223,635.92670167272,508.437242315036,617.921054542647,631.081200232003,399.178814582552,619.353328432854,525.360210994224,691.397032158942,642.95018319949,493.701938234794,677.334534025522
"DOK1",73.7022619520561,72.6581972184923,91.4986326352994,78.6609227907555,84.628893428941,70.8406855530937,93.263685141912,96.3111504108091,86.4528843235186,88.8540428501567,65.6754044641425,90.3071956362639,70.7635542143654,82.2914025851689,73.3490634760193,69.4479532322174
"TXNL4A",589.978375151309,535.080960928516,733.680635032739,672.684520750846,691.130788026652,539.28420738418,543.307248308418,611.868411865232,492.347997599288,334.642883719096,529.827635312044,496.200684129916,598.135851895726,565.110161028537,545.910161028537,563.038623206988
