"","GSM503958_PD_1364_SNc.CEL","GSM503959_PD_1401_SNc.CEL","GSM503960_PD_1647_SNc.CEL","GSM503961_PD_2515p_SNc.CEL","GSM503962_PD_2525_SNc.CEL","GSM503963_PD_3769p_SNc.CEL","GSM503964_PD_3790p_SNc.CEL","GSM503965_PD_3803p_SNc.CEL","GSM503966_PD_5138_SNc.CEL","GSM503967_PD_5476_SNc.CEL"
"APC",11.7301385238503,21.4582274202536,38.7605351629947,13.6539116451452,15.6915878073978,7.36496923136617,7.9540506714836,28.204037772767,15.4592071183646,19.9303465155153
"GNMT",3.46969465280839,4.01207412355385,4.12451451472098,3.70415008713537,7.72374117317653,6.06434302108337,4.21432597507187,3.44337065946493,2.85150035958443,3.70415008713537
"SEPHS1",76.3768760409176,25.8881587285124,303.456274941799,73.3479526977143,32.0406796530378,13.5707226913645,18.2127460859289,63.562156556039,200.530519771573,219.238550961933
"ADD1",29.4348806352716,5.13506550580177,119.503746781314,176.667638478018,27.889142292091,23.7299629014227,30.3534539219056,106.7623608393,88.8435047497584,116.818568982631
"ATG3",24.552846658041,33.8172534296218,17.0316440499898,22.0211269186855,8.78502614969856,8.12290092204161,12.3830969731179,23.8717740674217,29.6957610789543,25.977270713529
"RGS7",10.9782465655415,16.6209488770243,22.6589592984087,10.1626514099295,4.1280504101299,6.13384096996939,8.75347132759554,6.41407435446818,16.2179525515262,38.6183755343744
"PELI1",5.75228562597828,10.8944931091878,7.54987958858818,3.46105985461017,6.45868344495019,2.3042668069688,6.92862164591589,4.15361078028095,9.049829509807,42.1921848730064
"EGFR",4.81681423280346,6.18962148843211,4.85160158253683,6.02176445066796,2.91010411813808,3.77108561375836,6.36948935318049,17.683000149785,3.51078794653497,7.00880238549405
"NR4A1",6.5842109094038,10.3420675230551,15.3043073254266,12.4392279760741,6.87404586927756,19.8847055440679,20.4843662225638,10.3378068291898,6.98790499536553,5.95004643626454
"BAG6",7.18719186432087,2.71820020063376,5.89378552958998,4.65689258777237,5.44268655740605,6.69133400666053,6.92862164591589,5.4480045769675,4.96333975035376,6.40766488720908
"USP5",5.44281843183868,3.86148563642586,10.747956740173,9.81801794872588,7.15716279746626,15.6282129768441,15.3116077200877,9.42719432752128,4.40498630100562,5.46481347765018
"PRNP",87.358181088083,10.8845445217131,122.009128289218,349.22562154375,50.1293347171739,4.96025922299895,36.3824096584727,339.941837936071,247.844156667246,251.358692113895
"IL3RA",7.23346249613348,7.72106419228414,11.7683264486384,13.4335323684609,6.70445589554928,14.7814803552222,20.2284923824968,13.2848551598596,6.60985641017765,5.41548890871992
"CDKN1A",4.37870101576679,9.01774395075151,15.995137194604,25.1545422538991,25.2103592077798,22.6428270824881,53.2198564379761,22.9520177618437,16.4134019035657,16.7171508278029
"IPO5",5.39873648519261,3.64141199625456,9.54180983740009,8.13091336619832,3.0705994290926,8.72604224120602,10.2822056535672,12.0182334926084,13.0991640313665,29.9465319473621
"GMDS",3.09086303713847,2.72208125988442,4.20782817275011,3.98541685504755,2.28177079617581,3.09075356340687,2.92544548146229,3.30256867781977,2.07667014266155,2.09020038038078
"TSPAN6",9.87955056451949,11.9038286379934,6.92117291863801,5.42675501764493,8.96718281805547,5.48106652944067,4.4729201171562,16.8909810203255,11.1480525106302,12.3599369539792
"PARN",5.01035690112337,6.13777174093365,12.9111629517279,14.7656668836487,8.84749000427014,16.0839294760775,12.0338062534792,10.2523910303682,13.5387102493671,12.456077484141
"HABP4",8.98915630367518,4.19761068092639,5.96282268529181,6.47986154482219,4.46223739602174,8.4796444359429,5.91042072726384,6.33104649827259,6.87001688989921,4.79182777939158
"PYGM",3.96213190626439,5.23181472473002,4.43563558246719,14.021377355177,5.80313472489146,4.12295525021691,8.14737382936667,11.6944145249079,3.91335283096279,4.26872385783116
"RECQL5",12.0106338585689,5.8432523281682,5.99905757919637,7.14013003147385,8.12040652498477,6.12865475495141,8.91083692919102,4.45397052991382,7.3300059583012,5.35765343703302
"AGTR1",4.79519003982097,6.73242704563616,13.6912828110314,4.11922090980846,4.52214494371135,4.84115733528039,4.14318942742605,4.93517592027614,7.76089352274184,7.4301085095581
"ACAA2",4.1585963204579,9.2792340703001,12.479059148295,22.1457750646846,23.6199035203525,49.3255029537811,31.5192797739813,17.1241688711305,7.97073449950533,6.93371357811345
"TUBG1",2.76364760567988,3.33603403986151,3.41304702645979,4.25388917273134,2.61551575349657,3.14083666608654,3.46162399583888,4.26538414909606,2.74834529765505,2.94322961941394
"TNFRSF10B",3.73808479362765,7.14263202636444,6.0704539534964,3.21162866328508,5.23320654800656,9.7360492947029,3.58463085138226,4.12162204367869,2.9006574928989,3.00070883537714
"STRN3",16.2600348428774,10.0821948840964,7.11009864334254,5.55880120753222,6.79295625009851,5.88516051335618,7.45660624265472,8.34584626728192,9.31217831772442,6.69218723798277
"REEP5",4.27032664474204,12.89845819284,6.60418226759877,9.35418178837802,6.75902104768742,10.5783967838107,4.96685139063799,32.6780054563873,10.0105592353649,9.77089650874033
"TAF9B",7.43016979769795,11.2130724476234,11.1371903027811,16.4577921592154,46.2578183442719,14.1188159973987,15.424025759254,8.18071246002943,19.7208850345605,15.2867004072476
"HMGB2",51.4896210503082,7.43758589149706,60.346351325576,55.0649335499576,7.13366166006365,31.4953952856799,12.8648659010978,70.3116296139153,112.820295565149,38.1049574983638
"UBE2A",11.5747166167537,4.86597914857504,56.7761191245983,8.56820819099478,10.7946794917493,10.0442600044062,9.63977658137082,15.9818288923015,146.543703507331,132.649860019559
"MPHOSPH10",14.6654402893252,3.10220043325619,14.935012376127,30.5515595663041,6.26961486299369,8.0923029146648,9.63078650022093,18.4981530214416,25.1528425220064,25.4069648017601
"PRPF8",5.91095826274648,3.12245101203935,7.90307450849733,10.3541565689752,3.78238687919551,7.94189373028161,5.40971251413284,16.310176829248,5.81359273651114,8.66234194915467
"RABGAP1",13.5674086137102,10.9084878840143,207.176535671954,268.240603477537,28.4996456653636,38.6391097325576,46.9640044508084,213.042784449741,175.185333780394,199.087363666162
"B3GNT2",2.94136034137048,5.38763747256386,3.19992382727294,3.34935335506192,3.29052636399913,2.57368362978941,2.69748009215859,3.29052636399913,2.26579320274247,3.32335720529745
"PGF",977.511469851207,849.962284840492,594.555193040365,165.210204389388,869.103406843444,427.427223685517,413.97161997954,134.844816577637,561.100596579639,390.887703246209
"TERF1",23.6692527774339,40.3945381186008,29.4603034406766,19.7300860337158,17.3592519003959,22.246673578329,47.9393548984274,21.7941218945405,26.3038856573106,39.2064849300006
"STK24",7.51707599412073,7.7903393701839,4.44845630149757,5.64874602537227,6.39466354585668,4.00143914816803,3.42131561847334,3.34305220302909,4.75480783803413,3.38075963048489
"EPHA5",2.85192350956554,4.25353996678968,2.5273416395037,6.53012268728447,4.79121126303014,4.46150924195212,4.61566337570944,8.0887331677899,2.79485550385622,3.0864359536209
"UBE2W",19.1407820845454,7.45678569490851,7.22344283887674,7.71878098729034,15.2498844539118,3.77750625360731,3.77476177146413,12.0635145895035,17.4626426700331,22.7581083622462
"PTPN1",8.77902249661689,2.75819634266319,4.87099379783645,4.49669651115224,9.50428911772573,7.63723977619481,4.57851132346196,5.09215335540822,3.64550023230045,3.05100177465384
"PPIA",287.152901359987,353.211381934489,510.683249490015,713.617812939341,439.883552268628,214.102420576341,137.504769979078,556.998054382005,411.689036050921,568.30992026685
"DDX1",12.8191372983012,10.4453055642307,14.7751011919969,90.0564406443232,23.4058326345433,15.3358531784091,20.1458318976726,116.221520860149,22.9912785137562,59.8091056348407
"ASB1",9.47430876705663,10.284918641593,35.6837352980203,33.52016984587,41.0459462948662,24.6277913625437,7.45660624265473,27.6252707401886,41.3379403860771,52.2415037228623
"RAE1",3.56579604303321,3.89156682868258,5.82670507287063,11.9420000616186,9.08687537305213,14.7814803552222,10.8235074470076,7.88849211472544,4.92157781404908,3.84443693296088
"PHACTR2",20.7792393420323,5.22448185005039,6.09521163094131,8.64908761887454,5.1554462520798,4.35072144033321,6.86324868897913,14.8954979159263,8.68541226613898,9.09589036522486
"CAST",4.6063894209002,3.24611817639926,11.3341227245975,18.5161031752137,4.77863277656432,6.87810768804978,8.07942354403452,23.1566529867565,11.6421702587477,20.8646053523311
"NDUFA2",5.29156877739177,7.99112332976258,45.1633423701111,29.3283679926896,26.7591076847486,6.76863577378221,8.55903342913237,29.4652007441039,17.9023436114849,10.9769799996387
"PTP4A3",4.7357621743071,4.17505292086498,5.72901838068998,7.81902139203579,6.49780364525355,32.1349390280119,6.87795447658712,5.84908113881383,4.38180388628991,3.21262294122244
"MED4",9.91388646835101,12.487203561894,7.2228315703347,4.80360428712557,7.20774852323917,3.45122345156265,3.61358995544435,9.38805114597915,7.85119969381533,7.12708227061496
"NOP2",5.9250409018694,4.98667962214061,8.69730545544929,22.0028780717903,5.27398442650759,9.2958293396765,15.5906266632318,7.49555625177665,8.18319727551765,6.29613375011472
"EIF4E",4.60491994689988,8.16548711965394,13.0589365652008,28.2649980415275,11.846436249923,11.4886630107453,16.6654634196927,64.7575303904067,16.5686379443064,83.8931823226114
"TFDP2",3.47939004396559,5.58561617824751,2.92993344092848,4.5705896761853,2.73902677158748,3.13734157392242,11.3477710907355,6.67172083028676,3.76306326480291,2.68662731216849
"ITCH",5.66618402783247,5.08603894544653,8.61057241086287,3.67326072666385,10.7590335747889,4.22637602732118,7.59006088710489,5.40400226715419,5.56573713943431,6.9326319807258
"IARS",4.67031756134546,7.81774049260114,13.9261396883619,22.1111689165471,7.66620390292664,4.20000146741915,4.4866656644126,41.3517228943717,44.6505640474337,47.7749360093113
"LAPTM4B",135.060538061168,9.88510772384122,183.779670627859,76.9913160146276,54.7146725091307,3.48790659194458,7.84580186574262,85.147572943007,227.453008118297,189.94123864336
"MAP3K7",3.46454899770822,3.41154796969699,10.4211611178201,8.40339606823856,3.78701062979072,7.19340712775008,4.1056109344452,10.3299056463896,17.7615513088815,50.6431546836779
"WWP1",21.995368190819,43.6358190547266,13.5809220756288,16.5037216746377,9.56325198082392,10.2553560123844,9.31977313617176,28.4240595695889,22.5679697407654,24.5312497490863
"PDHB",3.82558397187317,3.45402912415901,4.56813740306602,8.03126556502175,4.17957375313928,5.33066958750831,7.66581299454463,22.9459441289648,4.65226761744603,7.21991743170832
"PTK2",8.35518822238682,5.7759732425531,8.6764024841175,15.3293933165021,10.7590335747889,8.25456204682512,8.41331069386319,16.1014861877323,10.896416373292,10.7822511311343
"SAP18",15.4197413218958,5.31211143937012,37.1472867996661,23.0608005206649,20.511780783691,12.773286568431,33.4123323412043,15.4709707676128,39.2093105777761,100.671352147851
"ACTN2",4.66973426018845,9.90580606265006,4.85397263646514,11.8206310366712,7.45141891512608,6.14153624772098,4.42972670576245,11.1638988705994,5.50872360867151,4.23441215442719
"NHP2",4.21598648975159,3.49047977644204,12.264982639967,11.1492891237922,11.0481320912138,17.4801175693328,7.37445103760348,26.270243764323,5.92015640985628,7.83460874988999
"STXBP2",6.26942621761892,3.51956705781935,9.53072125103308,17.8467880559293,12.1816740134806,20.4282879095569,17.5721991894314,8.72265725906279,5.76102168836808,6.00167061936779
"PSMD7",19.1527766414578,10.1520477176137,11.8018028361811,10.5099747821991,2.9926961958969,5.89659752412994,4.12202873392545,10.3673735184693,10.8593391646776,8.43426178268705
"TUT1",17.4269693411278,3.25143780362784,38.6034144306087,35.2005579530631,42.8048874538038,58.0866438331232,52.7515420057882,39.6140383448971,21.3515823170523,16.9280240359512
"KCNE4",9.14455948559015,15.1376406629139,22.3852043984654,10.963565817785,27.3208637794616,10.9821385165881,13.9917103043216,17.2159710731669,159.576289678929,118.393851413191
"MLLT11",189.626211484583,505.019995006559,478.18120879988,252.901794087324,145.575217504645,22.477654544691,23.9614849253731,653.329598290441,586.713170704721,1340.28694573862
"TIMM50",14.8370356808988,5.94970323922592,8.84500996200796,12.3760937472224,7.09253773893732,8.58745734379848,12.6766160348687,10.4421000434014,4.27644083400666,5.95737274436975
