"SrNo","V1","V2"
145563,"Q8NA82","Q96HA8"
145565,"Q96BR9","Q96HA8"
145567,"Q96HA8","Q9BV19"
145569,"Q96HA8","Q9UI14"
145571,"Q96HA8","Q9BXD5"
145573,"Q96HA8","Q9BYN7"
145575,"Q96HA8","Q9BYV2"
145577,"Q14749","Q96HA8"
145580,"P25786","Q9Y2D8"
145742,"O95831","Q63ZY3"
145746,"O95831","Q63ZY3"
145776,"B0LPE5","P25685"
145786,"P55210","Q13490"
145816,"A0A024QZT7","Q13530"
145844,"P25786","P26371"
145855,"P26371","Q96HA8"
145925,"A0A024R1E4","Q9HAW0"
146017,"P61968","Q8N9N5"
146084,"P25786","P40306"
146103,"O95295","P05023"
146151,"O43541","Q13950"
146323,"P13196","Q5W5X9"
146415,"P05060","Q14151"
146532,"A0A024RCQ6","Q9UKT8"
146593,"O43504","Q14765"
146689,"P25786","P49721"
146783,"Q96HA8","Q9BPX1"
146796,"Q13287","Q14765"
146850,"O95831","Q8IX03"
146915,"A0A024R052","O95831"
146975,"O00338","Q14527"
147037,"P31040","Q16595"
147307,"Q15714","Q96HA8"
147331,"A0A024RB45","Q9NQC3"
147343,"A0A024QZ23","Q99460"
147352,"A0A024QZ23","P25786"
147386,"A0A024R7T3","Q13151"
147451,"P25786","Q6A162"
147595,"P15923","P50553"
147596,"P15923","P41134"
147632,"Q96C92","Q9Y2X7"
147649,"A0A024R5T1","P15923"
147655,"O75582","Q9NRM6"
147677,"P04792","P82251"
147685,"P08670","P25786"
147694,"P15923","Q9Y4C2"
147763,"P08670","P37840"
147764,"P09936","Q14164"
147776,"Q56P03","Q9Y312"
147830,"P04156","Q14011"
147929,"Q56P03","Q9NRR5"
148074,"P32929","Q96HA8"
148169,"P25786","P25788"
148182,"A0A024R8E2","P34820"
148186,"P55212","Q9Y6K9"
148323,"P31947","Q96HA8"
148359,"P37231","Q99460"
148612,"O75553","Q96HA8"
148647,"L7RSL3","P49763"
148680,"Q7Z434","Q9Y6K9"
148695,"O43541","O95630"
148730,"A0A024R9W7","Q9HAW0"
148752,"P23258","Q9NYZ3"
148784,"P25786","Q9P2A4"
148825,"P25685","Q9Y2H9"
148971,"Q9BTT6","Q9P2H0"
148999,"Q13467","Q5S007"
149011,"A0A024QYX5","Q00005"
149042,"O95140","Q5S007"
149120,"P11142","Q14527"
149130,"O95947","Q93062"
149161,"Q8N9N5","Q93062"
149173,"Q93062","Q96HA8"
149292,"P25786","Q15691"
149332,"P15923","Q02535"
149342,"P49591","Q8IXJ6"
149344,"P30504","P49591"
149345,"P49591","Q9UKE5"
149450,"P25685","Q9BQ95"
149507,"P40616","Q9HAW0"
149556,"A0A024R084","P37840"
149557,"P17482","P17542"
149704,"A0A024RDU9","Q00169"
149712,"Q16531","Q9UNS2"
149783,"A0A024R7Z5","Q96C92"
149871,"P25685","Q14164"
149879,"Q00169","Q8NB16"
149926,"P60842","Q7Z2W4"
149949,"P09012","Q9UKA9"
150070,"A0A024QZ08","P25786"
150081,"A0A024R939","Q13467"
150094,"Q93009","Q9ULU4"
150115,"Q14151","Q15424"
150125,"P26196","Q96C92"
150144,"N0E4C7","Q00169"
150220,"P08670","Q96C92"
150362,"P41252","Q9Y6K9"
150368,"P25786","Q13137"
150383,"Q14204","Q9Y6K9"
150437,"B3KUN1","P28749"
150450,"P28749","Q9BUH8"
150461,"A0A024QZC1","P28749"
150470,"P28749","Q9NPF0"
150472,"P28749","P63167"
150474,"P28749","P29323"
150475,"P28749","Q9ULA0"
150476,"P28749","Q9P1U1"
150505,"P28749","Q16659"
150513,"P28749","Q14653"
150516,"P28749","Q00534"
150518,"A0A024RBB6","P28749"
150525,"A0A024R0I0","P28749"
150551,"A2ABF9","P25786"
150657,"P25786","Q8NHQ1"
150916,"Q9HAW0","Q9NXE4"
151115,"O60861","Q96HA8"
151151,"P05023","P13693"
151159,"Q13530","Q9HAV4"
151161,"A0A024QZT0","Q13530"
151187,"Q96PU8","Q9UKA9"
151196,"A0A024QZF1","Q12934"
151220,"P05023","Q15910"
151330,"P61244","Q14204"
151351,"P61244","Q8N9N5"
151434,"Q13467","Q9UK32"
151665,"O43663","Q15834"
151672,"P50570","P57060"
151692,"Q13023","Q92736"
151724,"Q13023","Q96EV8"
151744,"P16333","Q13023"
151745,"L7RT18","Q13023"
151777,"P13196","Q96L91"
151819,"Q02952","Q08499"
151856,"O43663","P35900"
151857,"O43663","O94972"
151859,"A0A024R7H3","O43663"
151862,"O43663","O95239"
151881,"P00325","Q5VU43"
152048,"P05023","Q92597"
152161,"A1L4B6","P25786"
152205,"Q8N9N5","Q96JM7"
152337,"B0LPF3","Q13023"
152338,"P27986","Q13023"
152339,"A0A024R8E2","Q13023"
152370,"A0A024RD80","O15033"
152469,"P28749","Q13627"
152570,"P12931","Q9NQC3"
152640,"P05023","Q15628"
152669,"P29590","Q8N9N5"
152683,"A0A024RDH2","Q9C035"
152685,"P00325","P29590"
152716,"Q13643","Q96AG3"
152721,"Q8IVP5","Q96AG3"
152859,"P55212","Q02818"
152904,"Q8N9N5","Q8TEC5"
153049,"A0A024R2W3","Q02952"
153091,"Q8TEX9","Q9HAW0"
153255,"Q12815","Q8N9N5"
153291,"O75937","Q96SB4"
153349,"A0A024R7B7","Q9UKT8"
153350,"Q6PK50","Q9UKT8"
153351,"K9JA46","Q9UKT8"
153356,"Q9BPW0","Q9UKT8"
153377,"Q8N9N5","Q9H1K1"
153514,"P20807","Q99460"
153564,"P46821","Q9P0W5"
153609,"P49368","Q13151"
153663,"P18754","Q7Z699"
153735,"Q9ULL4","Q9Y2F9"
153753,"O14920","Q7Z434"
153791,"Q07021","Q7Z434"
153793,"A0A024R8E2","Q7Z434"
153794,"Q7Z434","Q8IWA4"
153795,"O00571","Q7Z434"
153813,"Q13568","Q7Z434"
153814,"Q14139","Q7Z434"
153815,"O43353","Q7Z434"
153816,"P42224","Q7Z434"
153819,"Q7Z434","Q9BYX4"
153824,"A0A024R5Q0","Q7Z434"
153828,"P09012","Q14011"
153850,"P17542","Q01196"
153857,"A0A024R5T1","P25786"
153924,"P56524","Q13761"
153981,"Q15008","Q99460"
154104,"Q00765","Q6P1Q0"
154112,"Q00169","Q3SXM5"
154115,"Q00169","Q15126"
154231,"Q96HA8","Q9BXI3"
154277,"C0H5Y6","Q8N9N5"
154335,"O75832","Q99460"
154336,"O95379","Q12974"
154375,"O43516","P13196"
154387,"A0A024R0E2","Q9UBN6"
154408,"P56192","Q9UBN6"
154411,"O15067","Q9UBN6"
154444,"Q14697","Q9UBN6"
154446,"Q99460","Q9UBN6"
154447,"P35606","Q9UBN6"
154448,"I4AY87","Q9UBN6"
154449,"P58546","Q9UBN6"
154450,"P43487","Q9UBN6"
154452,"P34897","Q9UBN6"
154454,"G4XXL9","Q9UBN6"
154456,"A0A024R158","Q9UBN6"
154460,"Q9UBN6","Q9Y4L1"
154461,"P61604","Q9UBN6"
154462,"P33176","Q9UBN6"
154463,"P29401","Q9UBN6"
154510,"P11217","Q96HA8"
154656,"P57060","Q92997"
154675,"P57060","P60409"
154676,"P57060","Q13422"
154678,"P57060","Q8N8K9"
155120,"Q14192","Q8N9N5"
155125,"P25786","Q96PV4"
155155,"A0A024RDL8","Q96HA8"
155203,"P18754","Q8IZ69"
155214,"A0A024RD11","P30154"
155215,"P30154","P51449"
155252,"O15042","Q86XP3"
155253,"P09234","Q86XP3"
155287,"Q14511","Q8N9N5"
155378,"Q9HAW0","Q9NVI7"
155500,"A9UGY9","O00264"
155501,"A9UGY9","P36543"
155765,"Q8IYR6","Q8NFG4"
155813,"P46821","P61457"
155816,"P61457","Q6ZNE5"
155864,"P00533","Q14204"
155936,"A0A024R932","Q6NYC1"
155937,"Q4G0J3","Q6NYC1"
155938,"Q14938","Q6NYC1"
155939,"P62191","Q6NYC1"
155940,"Q6NYC1","Q6UXX9"
155941,"Q15573","Q6NYC1"
155942,"Q01081","Q6NYC1"
155958,"Q8WVJ2","Q9UKT8"
156069,"P30154","P63151"
156074,"P25685","P49810"
156084,"P49841","Q13467"
156136,"P49810","Q14204"
156158,"O95786","Q7Z2W4"
156293,"Q17RB8","Q96HA8"
156330,"Q8WWZ3","Q96HA8"
156365,"A0A024R2F2","P09936"
156380,"A0A024RCX5","P13196"
156408,"A0A024R2F2","O00264"
156448,"A0A024R2F2","Q00005"
156512,"Q13467","Q9HAC8"
156527,"A0A024R274","O15370"
156538,"Q02952","Q13642"
156577,"Q96HA8","Q9BYQ4"
156626,"O00329","P11049"
156638,"P37840","Q5S007"
156720,"A4D1L5","Q9C035"
156791,"Q5VVX9","Q9C035"
156867,"P0DJD3","Q14011"
156872,"P37840","P51693"
156996,"P46821","Q5S007"
157033,"Q5S007","Q9H496"
157167,"A0A024R3C7","P22830"
157169,"A0A024QYX5","P49591"
157263,"Q13467","Q9NQ48"
157267,"A0A024R7K8","Q96C92"
157278,"Q14765","Q99665"
157307,"A0A024RB38","Q6NYC1"
157469,"Q93062","Q9H496"
157491,"Q6P3X3","Q9HAW0"
157580,"A0A024R8H5","P34931"
157622,"A0A024R8H5","Q8N9N5"
157623,"P52272","Q00653"
157625,"P52272","Q92844"
157626,"P52272","Q13233"
157627,"P52272","Q15714"
157628,"P52272","P62330"
157629,"O75365","P52272"
157630,"P52272","Q9Y5J5"
157631,"O00141","P52272"
157633,"P30480","P52272"
157634,"A0A024R7M1","P52272"
157636,"P52272","Q99459"
157637,"P52272","Q9BWF3"
157638,"A0A024R7T3","P52272"
157699,"N0E4C7","P30154"
157707,"P25786","Q04864"
157726,"P25786","Q13422"
157834,"A0A024R7K8","Q96C92"
157846,"A0A024RA61","P98179"
157899,"P38159","P98179"
157900,"P09012","P98179"
157902,"P61978","P98179"
157921,"O75381","Q96G25"
157923,"P05023","Q9UNH7"
157930,"O95379","Q14315"
157945,"O75381","P22307"
157951,"O75381","Q15067"
157970,"Q53NU3","Q8N9N5"
157971,"Q8N9N5","Q96BD5"
158114,"P60709","Q96HA8"
158132,"P28288","Q9HAW0"
158133,"Q5JVF3","Q9HAW0"
158134,"Q8NBQ5","Q9HAW0"
158135,"P24390","Q9HAW0"
158136,"Q6P474","Q9HAW0"
158137,"Q9HAW0","Q9Y679"
158138,"O15260","Q9HAW0"
158140,"Q96QU8","Q9HAW0"
158141,"O95831","Q9HAW0"
158142,"P11177","Q9HAW0"
158143,"Q9HAW0","Q9P031"
158144,"Q549N5","Q9HAW0"
158145,"Q01804","Q9HAW0"
158146,"A0A024R794","Q9HAW0"
158147,"P56192","Q9HAW0"
158148,"O60762","Q9HAW0"
158190,"O43261","P25786"
158196,"P09936","P0CG47"
158412,"Q13530","Q9Y277"
158484,"P52798","Q15375"
158674,"Q6PIV2","Q8N9N5"
158693,"A0A024R2Q3","Q02952"
158696,"A0A024R2Q3","O75937"
158758,"P25786","P25789"
158762,"O75554","Q14527"
158804,"P25786","P40692"
158808,"P25786","Q08379"
158825,"A0A024R4E1","P28360"
158906,"Q13761","Q99623"
158913,"A0A024R2Q3","Q13761"
158935,"Q13761","Q9UQL6"
158936,"A0A024RCR5","Q13761"
158982,"P30154","Q16537"
158988,"O00264","P28288"
159067,"P09936","P63279"
159114,"P00533","Q02952"
159121,"P05413","Q548N1"
159149,"P00533","P37840"
159157,"A0A024R126","P05413"
159167,"A0A024R8T0","P05413"
159169,"P05413","P56199"
159187,"A0MZ66","P05413"
159241,"Q15047","Q6NZ67"
159247,"P06126","Q9NXV2"
159328,"Q96HA8","Q9BYR5"
159356,"A0A024R244","P11049"
159434,"O00159","Q14240"
159485,"A0A024R8M9","Q86XP3"
159505,"A0A024QYX5","P25786"
159510,"Q15428","Q86XP3"
159515,"A0A024R625","Q14204"
159536,"P20160","Q08G24"
159544,"O14503","P30154"
159568,"P28360","Q9UNL4"
159569,"P37840","P68104"
159570,"A0A024R1K8","Q86XP3"
159571,"Q15427","Q86XP3"
159572,"O43143","Q86XP3"
159573,"Q86XP3","Q9UMS4"
159697,"Q8N9N5","Q8WW22"
159763,"Q8IUQ4","Q96HA8"
159844,"P04626","P41252"
159861,"P30154","Q15172"
160000,"P28749","Q08999"
160004,"O43293","Q96IZ0"
160157,"O43172","O43447"
160169,"P11021","Q96IZ0"
160184,"Q96IZ0","Q99619"
160204,"P43243","Q9UKA9"
160208,"Q96A44","Q96IZ0"
160223,"A0A024QZS4","Q8N9N5"
160263,"P25786","Q9UL42"
160277,"P17020","Q14204"
160324,"A0A024QZJ2","Q9C035"
160443,"P30154","Q99759"
160462,"A0A024RC34","P28749"
160473,"O00264","Q71F23"
160485,"A0A024RD80","Q5SSJ5"
160490,"K9JA46","Q5SSJ5"
160506,"Q8N9N5","Q8NEG0"
160509,"P28749","Q13574"
160540,"Q14011","Q9BS40"
160633,"O94811","P37840"
160779,"H3BTW2","Q96HA8"
160788,"Q8N9N5","Q9Y333"
160796,"A1A4H1","P25786"
160816,"O00159","Q9Y5J5"
160834,"A0A024RCX5","O15123"
160916,"P25786","Q9GZN1"
160933,"A0A024R2T6","P28749"
160950,"P28749","Q9Y5X4"
160952,"P28749","Q16576"
160965,"P28749","Q15654"
160967,"A0A024R7I0","O00159"
160968,"P28749","Q9Y605"
160970,"D0PNI1","P28749"
160972,"P28749","P41732"
161004,"E5KTI5","P28749"
161008,"A0A024R8A6","P28749"
161071,"P09467","Q8NFG4"
161081,"G5E9B5","Q96C92"
161120,"A0A024R8A6","O00159"
161141,"P25786","Q15834"
161219,"P37840","P42858"
161220,"A0A024R688","Q9C035"
161274,"Q13137","Q9NVV4"
161306,"P07910","Q9UKA9"
161322,"A0A024R2H1","P55212"
161323,"P09326","Q9BZW8"
161506,"Q5JZY3","Q8N9N5"
161531,"P30154","Q13362"
161630,"Q13467","Q6P3W7"
161769,"P25786","Q14566"
161868,"P48634","P52272"
161869,"P52272","Q99558"
161870,"P52272","Q04206"
161871,"P52272","Q15653"
161872,"P52272","Q9UHD2"
161873,"A0A024RAT1","P52272"
161874,"O15479","P52272"
161875,"P52272","Q6FII1"
161876,"P52272","Q14164"
161877,"P52272","Q9BUV8"
161878,"O43660","P52272"
161879,"O43670","P52272"
161880,"P25791","P52272"
161881,"P52272","Q8NEA9"
161882,"P52272","Q99996"
161883,"P52272","Q8WW24"
161896,"P82650","Q9UBC1"
161984,"O00159","O75365"
161986,"P25786","Q9UKE5"
161991,"P09936","Q9UKE5"
161992,"O75365","O95831"
162029,"P19438","P55210"
162031,"O95831","Q99759"
162063,"O95831","Q15047"
162089,"Q9C0E2","Q9HAW0"
162119,"P55317","Q6UXD5"
162120,"P04183","Q6UXD5"
162121,"E5KTA5","Q6UXD5"
162135,"Q14088","Q9NQC3"
162187,"P0DJD3","P98179"
162191,"P98179","Q15415"
162192,"P98179","Q5VWX1"
162194,"A0A024R720","P11049"
162196,"P61978","P98179"
162260,"A2VCK2","Q8N9N5"
162261,"P25786","Q96GX9"
162265,"O00233","Q8N9N5"
162278,"P19634","P63279"
162292,"P61978","Q13151"
162436,"Q9NVV4","Q9UHD2"
162472,"P62841","Q13530"
162481,"Q9BYJ4","Q9C035"
162524,"Q6NYC1","Q96IZ7"
162553,"A0A024R7Z5","O95379"
162613,"P25786","Q9H6J7"
162652,"O00159","Q99759"
162663,"P41161","Q6UXD5"
162767,"O00159","Q9Y572"
162786,"P43364","Q96HA8"
162788,"A0A024RB22","O75381"
162807,"O95831","O95831"
162913,"Q8N9N5","Q96QF0"
163035,"Q03393","Q96HA8"
163086,"P13196","Q17RB0"
163156,"P54253","Q14011"
163187,"Q09472","Q9NXV2"
163264,"P61978","Q14011"
163323,"P30480","Q9BWD1"
163330,"P25786","P30480"
163384,"Q8N9N5","Q96BZ8"
163492,"P55212","Q13526"
163529,"A0A024R145","Q8NFG4"
163604,"P34820","Q8TEU8"
163648,"P30480","Q99460"
163755,"P25786","Q9UJV3"
163777,"O15111","Q7Z434"
163886,"P22557","Q8N9N5"
164169,"A0A024R8E2","Q9NQC3"
164312,"P13674","Q15773"
164365,"Q59EK9","Q9P015"
164386,"P25786","Q9HAT0"
164421,"O75821","O95831"
164454,"P25786","Q9P209"
164470,"Q5T7W7","Q8NFG4"
164520,"O95831","Q15628"
164525,"P55210","P80303"
164580,"O75821","P37840"
164586,"A0A024R739","P00352"
164658,"Q96HA8","Q9BYQ2"
164663,"P25786","Q9UPY8"
164672,"A0A024R2C0","P17542"
164790,"O00159","Q9H9Y6"
164833,"Q13530","Q99623"
164839,"Q14204","Q99623"
164878,"P17405","P55210"
164908,"P37840","Q01959"
165126,"A8K7B7","Q00005"
165130,"O00268","P42858"
165165,"P42858","Q9ULU4"
165168,"P42858","Q14204"
165178,"P13674","P42858"
165375,"O43172","Q92917"
165473,"Q9HAW0","Q9Y678"
165528,"P13196","Q9H7E9"
165530,"P13196","P42338"
165561,"P13196","Q8TD31"
165563,"O60437","P13196"
165564,"P13196","Q6P1J9"
165569,"P13196","Q4VC05"
165570,"P13196","Q8TCT0"
165571,"P13196","Q0P5Q0"
165572,"P13196","Q9Y2S7"
165573,"P13196","P63313"
165574,"P13196","Q9NWW7"
165577,"P13196","Q7Z614"
165580,"P13196","Q9Y473"
165582,"P13196","Q9H788"
165615,"Q8NFG4","Q9NR45"
165641,"Q7Z434","Q9Y6K5"
165647,"Q96AQ6","Q9ULU4"
165756,"O94817","Q13151"
165777,"Q9BX70","Q9C035"
165821,"O43172","O75554"
165831,"A0JLT2","P28360"
165879,"P23508","P25786"
165885,"P25786","Q9P0V3"
165955,"P30480","P31040"
165958,"O95140","Q9NX47"
166018,"P25786","Q15323"
166054,"O95393","Q13530"
166167,"P30480","Q9UNS2"
166309,"Q8WVM8","Q9UPT9"
166318,"O14925","Q9HAW0"
166323,"O00264","P23508"
166338,"O00264","Q9Y4K3"
166340,"O00264","Q9H9B4"
166349,"Q8WVM8","Q9H9E3"
166359,"O00264","P10632"
166362,"O00264","Q9Y3D7"
166419,"O95831","Q9Y572"
166488,"P23258","Q8WUM4"
166504,"Q14011","Q5JVS0"
166546,"P36542","Q96IZ0"
166562,"P62070","Q96IZ0"
166615,"O95831","Q9Y3Q8"
166666,"P25786","Q9GZV8"
166690,"P05413","P17301"
166753,"P42574","P55212"
166942,"Q09472","Q13761"
167081,"P63261","Q96HA8"
167155,"A0A024R178","Q9UNS2"
167203,"Q9BVK8","Q9HAW0"
167257,"A4QPA9","Q8N9N5"
167315,"O75618","P36543"
167326,"A0A024R126","Q9NQC3"
167361,"P11309","Q8N9N5"
167419,"Q06265","Q9NPD3"
167462,"A0A024RCY2","P19634"
167611,"Q8NFG4","Q9P1Z9"
167670,"Q7Z2X4","Q8N9N5"
167704,"O95831","Q9BUV8"
167716,"P08133","Q6P1J9"
167722,"Q14204","Q9BUV8"
167726,"P25786","Q8N5Z5"
167781,"P08133","P40692"
167813,"Q8N9N5","Q9BVQ0"
167903,"Q6P1L5","Q8N9N5"
167907,"P49354","Q14151"
167948,"P43307","Q9HAW0"
167969,"O00264","P30480"
168000,"A0A024R0H7","P52272"
168142,"O95831","P30480"
168208,"Q14204","Q9Y5V3"
168331,"Q9HAW0","Q9UNL2"
168337,"O95831","P40692"
168393,"P05413","Q59H18"
168497,"A0A024R8U5","P52272"
168551,"P25786","Q9UNM6"
168616,"A1A4H1","Q96HA8"
168708,"P05413","P08648"
168710,"P05413","P05556"
168748,"O95405","Q9ULU4"
168769,"Q9HAW0","Q9UHI6"
169022,"A0A024QZF1","P05413"
169135,"I4EC15","Q9NQC3"
169166,"Q96HA8","Q9UH03"
169278,"L7RT18","P17542"
169285,"P55212","P80303"
169315,"A8K6K3","P55212"
169329,"P00352","P05091"
169333,"A0A024QZC4","P00352"
169347,"A8K6K3","P34931"
169349,"O95831","Q8NC60"
169373,"Q9BQ24","Q9NQC3"
169421,"A4D127","Q5SSJ5"
169566,"A0A024R4G8","Q96IZ0"
169645,"O75306","O75489"
169649,"O75489","P51970"
169655,"O75489","Q96S79"
169669,"Q6NYC1","Q8NAV1"
169698,"P04626","P08133"
169729,"P02775","Q8WVM8"
169730,"A0A024R6C9","Q8WVM8"
169745,"O00264","P39656"
169792,"O00264","Q96BA8"
169812,"O14641","Q16635"
170047,"O00264","P16435"
170060,"P42677","Q9NQC3"
170115,"P25786","Q9UKT9"
170164,"P11171","P25786"
170167,"P11171","P36543"
170177,"A0A024R883","P36543"
170190,"P23508","P36543"
170203,"Q8WXF7","Q9NQC3"
170221,"P55795","Q13151"
170355,"Q9BQ24","Q9NQC3"
170457,"O95831","Q00653"
170464,"P41252","Q00653"
170476,"P41252","Q92844"
170699,"P14678","Q8N9N5"
170761,"A0A024R2C0","P25786"
170768,"O95751","P25786"
170854,"A0A024RDL3","Q14011"
170950,"P17844","Q13151"
170971,"A0A090N7U0","Q9UKT8"
170978,"A0A024QZM9","P13196"
170981,"A0A090N7W4","P13196"
170983,"P04183","P13196"
170984,"A0A024R8S3","P13196"
171034,"P25786","Q9BRK4"
171050,"Q96HA8","Q9BRK4"
171090,"P11171","P57060"
171093,"P13196","Q8WW24"
171119,"P13196","Q17RB8"
171121,"P13196","Q6PF15"
171122,"P13196","Q6P444"
171125,"P13196","Q96H43"
171136,"A0A024R6M6","Q14011"
171176,"A0A024R6M6","Q8N9N5"
171188,"A1L306","P25786"
171330,"P25786","Q9Y3Q8"
171449,"P51787","Q99996"
171451,"A0A024R880","Q14527"
171537,"P52272","Q9BQ04"
171618,"P25786","Q9Y6D9"
171690,"O95670","P36543"
171704,"Q9H3U1","Q9HAW0"
171729,"A0A024R880","Q6NYC1"
171820,"P25786","P38432"
171836,"P14678","Q14204"
171893,"P04792","Q9NSE4"
171973,"Q96HA8","Q9H773"
172099,"P05107","Q9UNS2"
172139,"P25786","Q9Y371"
172251,"P01100","P46821"
