"SrNo","V1","V2"
73466,"P31948","P35228"
73474,"A4D105","O00159"
73478,"P31948","Q96AZ1"
73486,"P09936","Q16531"
73488,"P09936","Q8N122"
73502,"B7Z3D6","P09936"
73504,"P09936","Q00535"
73567,"O15347","Q9BWD1"
73642,"O75460","P09936"
73763,"P15260","Q14765"
73856,"P35354","Q9UNS2"
73857,"P09936","Q49A88"
73858,"P09936","Q04695"
73868,"A0A024R880","P17542"
73884,"P04637","P09936"
74217,"O43318","Q9C035"
74325,"Q13595","Q5SSJ5"
74403,"P62195","Q9C035"
74465,"O75604","Q9C035"
74466,"Q9C035","Q9Y4E8"
74492,"O95837","Q6NYC1"
74512,"P23258","P62277"
74537,"Q9P2S5","Q9UNS2"
74698,"Q14938","Q6NYC1"
74700,"P0CG48","Q9BTX3"
74754,"P35269","Q14011"
74888,"Q7Z2W4","Q8TEE9"
74924,"P31948","P61956"
74925,"Q14011","Q15843"
74959,"P61086","Q9C035"
74995,"P43686","Q9C035"
75002,"P25786","P43686"
75086,"O00264","P0CG48"
75328,"A0A024R3X4","P43351"
75330,"P43351","Q53HF2"
75331,"P43351","Q06830"
75332,"P43351","P62937"
75334,"P43351","Q8N6T3"
75340,"O00268","O95402"
75351,"Q6NYC1","Q6ZNL6"
75391,"P23258","Q9BQE3"
75476,"P43351","Q9Y3C4"
75485,"A0A024R3Z2","P43351"
75537,"P0CG48","Q9BV79"
75538,"P43351","Q06609"
75656,"O75937","P61956"
75707,"Q14011","Q99728"
75833,"Q6NYC1","Q6UXX9"
75840,"Q08211","Q13151"
75949,"O95218","P25786"
76024,"O43541","Q8N2W9"
76047,"P11487","P23258"
76074,"Q14011","Q9NQC3"
76113,"A4D0W0","O43172"
76119,"P61026","Q9UHY7"
76146,"P05067","Q14011"
76163,"Q6ZNE5","Q96F24"
76176,"P18669","Q546Y9"
76221,"O75937","P07355"
76313,"Q6NYC1","Q9UK58"
76315,"Q6NYC1","Q8IZU1"
76337,"Q52MB2","Q96HA8"
76365,"A0A024RD88","P17948"
76372,"A0A024R4R3","Q14011"
76401,"Q14011","Q6ZW49"
76428,"Q5SSJ5","Q6ZW49"
76455,"P82650","Q99728"
76475,"Q9BRR3","Q9NY97"
76505,"P55854","Q96FZ2"
76549,"P12270","Q14011"
76597,"O15160","Q14011"
76624,"J3KN16","Q99460"
76661,"P46934","Q96FZ2"
76668,"P61956","Q96FZ2"
76715,"O43172","P46783"
76760,"Q9NXV2","Q9Y4G8"
76882,"P0CG48","Q96CS7"
76895,"P08133","P20023"
76932,"P18669","Q96NS5"
77046,"P34931","P35558"
77147,"A0A024R8K8","P23258"
77164,"O15033","P0CG48"
77180,"P55212","Q92851"
77347,"B7Z508","P08069"
77348,"P07900","P08069"
77349,"P05067","P08069"
77350,"A0A024RE22","P08069"
77351,"P08069","Q99623"
77352,"P08069","P62913"
77354,"P04746","P08069"
77358,"P46821","P78406"
77383,"C6KYL4","P08069"
77384,"P08069","Q9NRD1"
77404,"P08069","Q13429"
77408,"P08069","P29353"
77409,"J3KNB4","P08069"
77410,"P08069","P46934"
77411,"P08069","Q00987"
77412,"P08069","P61981"
77413,"P08069","P49407"
77445,"P23258","P48556"
77448,"P25786","Q86SZ7"
77576,"P54274","Q9BWD1"
77623,"A0A024R280","Q9BWD1"
77676,"B9EKV4","Q9BWD1"
77678,"P07954","Q9BWD1"
77679,"Q53G92","Q9BWD1"
77836,"P05166","P61088"
77838,"P25786","P28065"
77906,"O60260","P05166"
77932,"A0A024R9W5","P05166"
77955,"O00264","Q86Y56"
78019,"Q00005","Q96E09"
78021,"Q00005","Q9NUC0"
78022,"P52737","Q00005"
78024,"Q00005","Q8WWM7"
78114,"P18669","Q15843"
78165,"P18669","P54105"
78173,"O75937","Q9Y237"
78388,"O95835","Q96C92"
78398,"O95835","Q16635"
78439,"P01106","Q6NZ67"
78467,"E9KL35","Q9UKT8"
78482,"P01106","Q13023"
78697,"A0A024R880","P31948"
78760,"O75251","P19404"
78762,"P19404","P49821"
78763,"O95168","P19404"
78764,"P19404","P56181"
78771,"P19404","P31930"
78775,"P19404","Q9Y639"
78776,"P19404","Q6IQ50"
78777,"P19404","Q59GL1"
78780,"P19404","Q6MZF9"
78782,"P19404","P31040"
78785,"P19404","Q9UHG3"
78798,"O15247","P0CG48"
78823,"P28749","Q16659"
78875,"P08133","Q13126"
78918,"Q14204","Q8NG06"
78951,"Q13617","Q14011"
78956,"P55212","Q16659"
79035,"O43172","Q6P2Q9"
79064,"P36543","Q17R98"
79109,"P0CG48","P19404"
79148,"P35226","Q14011"
79303,"P31948","Q14207"
79327,"A0A024RC65","P25786"
79397,"A0A024RD12","P23258"
79431,"P25786","Q8NBZ0"
79434,"O43765","Q9BT88"
79462,"O95905","Q99460"
79477,"P01106","P82650"
79520,"P25791","P31948"
79537,"P01106","P25786"
79601,"P0CG48","Q9BT88"
79676,"P01106","Q14204"
79685,"P14859","P31948"
79686,"P22392","P31948"
79747,"P01106","P13674"
79926,"Q01844","Q9C035"
80109,"P0CG48","Q02952"
80123,"A0A024R2W3","Q14011"
80249,"P41219","Q00005"
80276,"A0A024R2W3","Q13023"
80278,"P49756","Q6NYC1"
80361,"P31948","Q53HF2"
80478,"B3KVH4","P40925"
80818,"Q14318","Q99460"
80819,"Q99460","Q99933"
80820,"A0A024R7G8","Q99460"
80821,"O15205","Q99460"
80822,"P28074","Q99460"
80823,"B7Z478","Q99460"
80824,"P25786","Q99460"
80825,"Q06323","Q99460"
80826,"O95486","Q99460"
80827,"A0A024QZM6","Q99460"
80828,"A0A024RD80","Q99460"
80829,"P07900","Q99460"
80830,"E9KL30","Q99460"
80831,"Q13200","Q99460"
80832,"O43396","Q99460"
80833,"Q86TM6","Q99460"
80834,"P43686","Q99460"
80835,"P62195","Q99460"
80836,"O00487","Q99460"
80837,"P54578","Q99460"
80838,"Q99460","Q9UQL6"
80839,"P61956","Q99460"
80859,"O43172","Q96BA7"
80867,"Q02952","Q9BV73"
80995,"Q5SSJ5","Q9UL40"
81036,"A0A024R9J0","P20160"
81234,"A0A024R7H1","Q00005"
81301,"P0CG48","P28749"
81342,"Q96DV4","Q9P015"
81389,"P57060","P78362"
81411,"A0A024RC45","P25786"
81462,"P28749","P50402"
81463,"O00159","P50402"
81526,"P29372","Q06265"
81535,"P0CG48","Q9BTT6"
81597,"P0CG48","Q9H496"
81811,"A0A024R2Q2","Q9UKA9"
81838,"Q15717","Q9UKA9"
81839,"Q99729","Q9UKA9"
81840,"Q96PU8","Q9UKA9"
81890,"O14561","Q9H7B4"
81891,"Q9GZV4","Q9UKA9"
81937,"P25786","P26447"
81957,"P0CG48","Q9NXV2"
81958,"P0CG48","Q13467"
81972,"Q92945","Q9UKA9"
82142,"Q5SSJ5","Q86VM9"
82156,"Q13188","Q16635"
82197,"O95831","Q9BRX2"
82233,"Q6FIE9","Q96HA8"
82309,"P0CG48","Q7Z434"
82407,"Q16637","Q96HA8"
82473,"P0CG48","P17948"
82517,"Q14011","Q9UL15"
82561,"P0CG48","P51787"
82609,"P24864","P28749"
82637,"P0CG48","Q96ER9"
82639,"P08133","P13797"
82765,"P25786","P55036"
82793,"P36543","P67809"
82822,"P67809","Q14204"
82848,"Q5SSJ5","Q9Y3C1"
82961,"P31948","Q8IWD4"
83025,"P23258","P24864"
83122,"A4D1V4","Q9P015"
83150,"A0A024R2F9","P36543"
83151,"A4D1V4","Q8WVM8"
83198,"Q6NYC1","Q9NU02"
83317,"Q9H8Y8","Q9Y3Q3"
83364,"P0CG48","Q56P03"
83400,"O95989","P13196"
83557,"P05067","Q4G0X9"
83604,"O75937","P78362"
83652,"P29320","P52798"
83707,"A0A024R3Z2","O43172"
83754,"A0A024R3Z2","P25786"
83897,"Q14011","Q8TBB1"
83907,"P16389","Q9NQC3"
83988,"P09936","Q96RU2"
84002,"P0CG48","P36543"
84049,"A0A024QZ62","Q7Z434"
84221,"A0A024RD59","Q99460"
84240,"P20618","P25786"
84315,"P18669","Q9NRC8"
84413,"A0A024QYV7","Q9NQC3"
84426,"O14656","Q14204"
84437,"O43172","Q9H6E5"
84562,"P25786","Q9NSC5"
84606,"P08069","Q9Y265"
84660,"Q86XP3","Q9Y265"
84663,"P34931","Q9Y265"
84704,"P25786","Q13077"
84860,"P46821","P49407"
84871,"O00159","P49407"
84893,"P19634","P49407"
84900,"A0A024R683","P36543"
84940,"Q14011","Q14444"
85180,"P0CG48","P17542"
85188,"O75937","P0CG48"
85241,"P31948","Q15773"
85313,"P31948","Q7L3B6"
85410,"P0CG48","P55212"
85493,"P19320","Q14204"
85616,"Q02447","Q14527"
85635,"P28070","Q99460"
85653,"P0CG48","Q96AG3"
85728,"P00533","P31948"
85816,"O15370","P19623"
85864,"P0CG48","P25786"
85930,"P25788","P31948"
85969,"B3KUN1","Q00005"
86134,"P31948","Q96AP0"
86163,"P05023","P0CG48"
86385,"P23258","P62851"
86415,"Q8WVM8","Q9UPT9"
86418,"P09936","Q13114"
86432,"P06748","Q9NXV2"
86444,"Q14161","Q9NXV2"
86589,"E5KQS5","Q9NQC3"
86637,"A0M8W4","Q9C035"
86710,"Q14527","Q149N8"
86739,"Q4VCS5","Q96HA8"
86780,"O00399","Q9Y6Q9"
86788,"A0A024R7B7","Q6NZ67"
86809,"P48651","Q99496"
86956,"A0A024R829","P08133"
86970,"P25786","Q9NZM5"
87000,"P0CG48","Q9P015"
87007,"Q8WVM8","Q9P2W9"
87334,"P51665","Q9C035"
87366,"O75937","Q8IYB3"
87371,"P68400","Q9UNS2"
87471,"P0CG48","Q9NQC3"
87507,"O95831","P34925"
87524,"A0A024R730","P13674"
87529,"A0A024R730","O95831"
87556,"A0A024R730","Q00005"
87658,"P25786","P36406"
87692,"Q53GS9","Q9C035"
87794,"O95140","P0CG48"
87926,"P34925","Q14204"
88053,"O60260","Q99460"
88069,"O60260","O95831"
88101,"O15123","Q02763"
88132,"O60260","P25786"
88241,"Q86VP6","Q9P015"
88268,"P18669","P25788"
88331,"P0CG48","P40925"
88338,"P0CG48","P34931"
88387,"Q06265","Q86VP6"
88420,"O95197","Q9NQC3"
88449,"P68400","Q14011"
88482,"A0A024QZY5","O43172"
88495,"Q14011","Q86VP6"
88497,"P0CG48","P13196"
88640,"Q9P015","Q9UI09"
88722,"P25786","Q8N1G4"
88787,"Q5SSJ5","Q9H9Z2"
88796,"A0A024R1Q8","P23258"
88843,"P34931","Q86VP6"
88856,"Q86SZ7","Q99460"
88864,"O95831","Q86VP6"
88876,"P07900","P31948"
88906,"P0CG48","Q96FZ2"
88940,"P0CG48","Q14204"
88950,"P0CG48","Q9UEG4"
88963,"P31948","Q02790"
89034,"P12814","P46821"
89046,"P12814","P25786"
89183,"Q13151","Q2L6I2"
89253,"P18669","P49715"
89372,"Q6NZ67","Q9UGJ1"
89414,"A0A024R8R0","Q14204"
89421,"P25786","P25963"
89469,"Q02952","Q13409"
89552,"P25963","Q9UNS2"
89604,"A0A024R475","Q14011"
89606,"Q14011","Q93034"
89633,"Q14011","Q15637"
89650,"A0A024RBH7","Q14011"
89669,"P35638","Q9UNS2"
89677,"Q07666","Q14011"
89699,"P24390","Q13530"
89741,"Q14011","Q99496"
89768,"Q5SSJ5","Q9BV73"
89816,"P57678","Q9HAW0"
89831,"P23258","Q9BV73"
89862,"Q7Z2W4","Q9BV73"
89869,"O43172","Q9BV73"
89934,"P23258","Q02413"
89977,"Q96HA8","Q96PV4"
90032,"Q6NYC1","Q86VP6"
90055,"Q5W0B1","Q9HAW0"
90191,"A0A024RB99","Q6NYC1"
90210,"P51665","Q99460"
90291,"Q14527","Q53HF2"
90332,"Q13151","Q16659"
90386,"O43541","Q16659"
90406,"Q9C035","Q9NYJ8"
90409,"P23258","Q96JB5"
90416,"P05023","Q8WX92"
90456,"Q13490","Q96HA8"
90515,"O00268","Q8IZX4"
90570,"O95140","P61088"
90612,"O00268","P61956"
90639,"O00268","Q16695"
90709,"O00268","O75486"
90711,"O00268","Q03060"
90721,"O00268","P08047"
90778,"O00268","P62380"
90779,"O00268","P52655"
90814,"O00268","P16220"
90816,"E7EQR6","P23258"
90909,"E7EQR6","Q00005"
90953,"A0A024RBW2","P18669"
91097,"P07737","P43351"
91143,"A0A075DDR2","P25786"
91246,"O14657","Q9H496"
91254,"Q9BW61","Q9H496"
91256,"B2RBV7","Q9H496"
91257,"Q13620","Q9H496"
91258,"O43541","Q13617"
91259,"O43541","P36897"
91260,"O43541","Q13705"
91261,"B2R4C5","O43541"
91262,"B7Z2P9","O43541"
91263,"O43541","Q15796"
91264,"A0A024R274","O43541"
91267,"Q9BT78","Q9H496"
91271,"Q7L5N1","Q9H496"
91272,"B4E3T4","Q9H496"
91273,"O14656","Q9H496"
91274,"P04637","Q9H496"
91411,"Q13263","Q14765"
91544,"P25685","P34932"
91626,"Q00005","Q13263"
91650,"Q13233","Q9C035"
91710,"P28749","Q06278"
91778,"O94973","P05023"
91864,"A0A024R475","P25685"
91878,"P10451","P25685"
91882,"P25685","P54274"
91903,"A0A024R475","Q14151"
91918,"A0A024R7W9","Q14151"
91946,"P25685","Q8WV24"
92077,"P25786","Q7Z6G3"
92090,"Q96EF6","Q9UNS2"
92097,"Q13123","Q14151"
92098,"P25685","Q9BQ95"
92102,"B7Z1F5","P25685"
92103,"P05067","P25685"
92104,"Q14151","Q6ZRS2"
92106,"P25685","P49810"
92107,"P01023","P25685"
92161,"P25685","Q6L8Q7"
92165,"P46821","Q13043"
92175,"Q13344","Q14151"
92188,"P04637","P25685"
92191,"A0A024R3Z2","Q14151"
92208,"P61457","Q9C035"
92216,"P25685","Q15773"
92217,"P25685","Q9Y266"
92218,"A0A024R7B7","P25685"
92219,"O95429","P25685"
92226,"A0A024R9W5","P25685"
92249,"Q14151","Q15022"
92268,"Q14151","Q15424"
92302,"P25685","Q01804"
92306,"P25685","Q2TAZ0"
92312,"P25685","Q9Y4R8"
92322,"O15379","Q14151"
92325,"P25685","Q02224"
92330,"P36543","Q13488"
92357,"O43172","Q86VP6"
92376,"Q14151","Q86VP6"
92398,"A0A087WW44","P25685"
92399,"P25685","Q9NUX5"
92405,"P25685","Q53GL0"
92406,"B3KVH4","P25685"
92407,"P01111","P25685"
92408,"Q7Z434","Q9BYX4"
92412,"P0CG48","P25685"
92413,"P0CG48","Q14151"
92417,"P61956","Q14151"
92420,"Q9C035","Q9UPQ4"
92459,"Q13114","Q7Z434"
92557,"Q02952","Q96CW5"
92558,"P04637","Q02952"
92568,"A0A024R328","Q14204"
92631,"O43541","Q13145"
92683,"Q5SSJ5","Q9Y3A4"
92868,"A0A024R9W5","O75937"
92952,"O95831","Q00987"
93041,"O43172","Q9UBC2"
93045,"O95831","Q13617"
93105,"P25786","P48775"
93171,"O00264","Q00987"
93182,"P62324","Q9UKT8"
93191,"Q00169","Q15014"
93221,"Q13617","Q14204"
93257,"P05023","Q00987"
93376,"Q13617","Q9UNS2"
93499,"O43541","P52292"
93544,"P11021","P23258"
93596,"P05023","Q8IZL9"
93600,"A0A024R475","Q7Z2W4"
93602,"Q7LCB3","Q7Z2W4"
93603,"A0A024R3Z2","Q7Z2W4"
93604,"P61956","Q7Z2W4"
93606,"Q7Z2W4","Q99496"
93608,"P35226","Q7Z2W4"
93611,"P04406","P18669"
93632,"P04406","P34931"
93645,"P25786","Q8ND90"
93664,"Q8ND90","Q96HA8"
93747,"P28072","Q99460"
93937,"P55036","Q99460"
94055,"P25786","Q16401"
94168,"P23258","P50914"
94276,"A8K5I0","O95831"
94387,"O75616","Q96AG3"
94460,"P36543","Q86V81"
94523,"O43172","Q9NYV4"
94624,"P42765","Q9NQC3"
94663,"P15927","Q14204"
94714,"B0ZBD0","P43351"
94725,"Q02952","Q9NP97"
94728,"P15531","P23258"
94791,"O75558","Q96HA8"
94866,"P36543","Q14696"
94973,"O00264","P15927"
94990,"P49792","Q99460"
95001,"P15927","Q9NQC3"
95252,"B4DEE8","O43172"
95354,"F1T0A5","O43172"
95468,"P78371","Q00005"
95492,"P25786","P61956"
95530,"A0A024R5Z8","P34931"
95702,"Q9BYD1","Q9P015"
95719,"A0A024R475","P34931"
95720,"P34931","Q13620"
95726,"P34931","Q7L5N1"
95728,"P34931","Q15843"
95737,"P22681","P34931"
95738,"P34931","Q8TF42"
95739,"L7RT18","P34931"
95747,"P34931","Q9BYD6"
95749,"A0A024QZW3","Q14204"
95754,"P34931","Q6MZF9"
95756,"P34931","Q99459"
95758,"P34931","Q9Y6M9"
95759,"P10515","P34931"
95762,"P34931","Q96S52"
95763,"P07900","Q9UNS2"
95766,"A8K5I0","P34931"
95771,"P07900","P34931"
95788,"P34931","Q8WXB1"
95790,"P34931","Q96AZ1"
95791,"A0A024R730","P34931"
95798,"A0A024QZ26","P34931"
95837,"P08069","P63096"
95844,"O60260","P34931"
95854,"P34931","Q8IU85"
95855,"P10909","P34931"
95856,"P11021","P34931"
95857,"P34931","V9HW75"
95866,"O14980","P34931"
95871,"P34931","Q14258"
95890,"P34931","Q9UNE7"
95892,"A0A024RBE5","P34931"
95893,"P23258","P34931"
95962,"Q96DC9","Q9C035"
96137,"Q9NQC3","Q9UBX3"
96150,"P25788","P34931"
96242,"P23258","P46778"
96244,"P23258","P62249"
96246,"P15880","P23258"
96374,"O75937","Q643R0"
96469,"Q8WVM8","Q9BYD1"
96680,"O75874","P08133"
96784,"P46821","Q9H0Y0"
96927,"Q13490","Q7Z434"
96987,"P49674","Q16635"
97038,"P60369","Q9Y5Y7"
97154,"O43541","Q68DB7"
97191,"A0A024R475","Q8N4N3"
97212,"P34931","P49792"
97221,"D2JYH4","O00159"
97228,"E5FQ95","Q99460"
97338,"O75381","Q9BTZ2"
97339,"O15228","O75381"
97340,"O75381","P12268"
97341,"O75381","P36507"
97342,"O00623","O75381"
97343,"O75381","Q9Y5Y5"
97344,"O75381","P28328"
97345,"O75381","Q99614"
97346,"O75381","Q59H77"
97347,"O75381","P50991"
97348,"O75381","Q99832"
97349,"O75381","P09543"
97350,"O75381","Q14203"
97351,"O00429","O75381"
97352,"O75381","Q8NCM8"
97353,"A0A024RC65","O75381"
97354,"E5KNY5","O75381"
97355,"O75381","Q13885"
97356,"O75381","Q53G92"
97357,"O75381","P04350"
97464,"P19634","Q9UKE5"
97465,"O75381","Q92968"
97544,"P07900","Q8N4N3"
97548,"Q9H496","Q9Y6I4"
97565,"P43351","P62258"
97567,"P07900","P43351"
97568,"P43351","P68104"
97569,"P26641","P43351"
97571,"P07195","P43351"
97572,"P12277","P43351"
97574,"P06733","P43351"
97576,"K7EK33","P43351"
97577,"P43351","P55735"
97779,"O95831","Q13418"
97899,"O95379","P38646"
97977,"O43541","P42025"
98241,"P62877","Q9UNS2"
98243,"P05067","Q96FZ2"
98392,"P07947","P36543"
98511,"P23258","P47929"
98535,"Q15744","Q9UNS2"
98620,"A0A024RD88","O00159"
98822,"A0A024R9R8","Q8WVM8"
98924,"Q15370","Q9UNS2"
98979,"P98155","Q8WY64"
99028,"P25786","Q9Y244"
99031,"O75937","P05067"
99126,"A0A024QYX8","Q6NYC1"
99175,"O95379","Q96CG3"
99233,"P31930","P34931"
99264,"Q13137","Q7Z434"
99304,"O95793","P48651"
99497,"P25786","Q06323"
99528,"P23258","P61254"
99529,"O14561","Q96H35"
99891,"P25685","P54646"
99960,"P25786","Q9BPX1"
100005,"P25786","P48556"
100033,"P48556","Q99460"
100038,"P48556","Q13151"
100042,"P13196","Q8TBZ8"
100091,"P34947","Q9NXV2"
100107,"P08133","Q6P1J9"
100159,"P05166","P09914"
100198,"P25398","Q99460"
100262,"P25786","Q13287"
100382,"Q00005","Q9Y2T4"
100417,"D0PNI1","P46821"
100458,"Q9BWD1","Q9NP77"
100463,"Q8N584","Q9BWD1"
100475,"O75525","Q9UKA9"
100488,"O95817","Q9BWD1"
100498,"P36543","P60903"
100503,"P06865","Q9BWD1"
100504,"Q9BWD1","Q9NTK5"
100507,"P23526","Q9BWD1"
100512,"O43252","Q9BWD1"
100519,"P61956","Q9BWD1"
100521,"Q8TBB1","Q9BWD1"
100570,"F1D8S4","Q9BV79"
100648,"P25786","P60900"
100709,"Q13620","Q9UNS2"
100723,"B7Z478","P25786"
100753,"A0A024RCB2","O14561"
100848,"P25786","Q7Z3S9"
100924,"A0A024RA52","P25786"
100934,"D0PNI1","P43351"
100994,"O43291","P23258"
101004,"A0A024R0H1","Q13530"
101361,"P21912","P31040"
101379,"P58107","Q14204"
101444,"Q6NYC1","Q9UGU5"
101467,"A0A024RCA7","P23258"
101488,"O00399","P05067"
101587,"O95391","Q6NYC1"
101834,"Q9HAW0","Q9NVI7"
101838,"Q9HAW0","Q9UIA9"
101845,"Q8N1F7","Q9HAW0"
101846,"Q9HAW0","Q9Y5L0"
101848,"Q9HAW0","Q9P035"
101849,"Q9HAW0","Q9NVI1"
101855,"Q9HAW0","Q9NXE4"
101865,"N0E4C7","O15123"
101868,"O75306","P19404"
101871,"O75489","P19404"
101884,"O00217","P19404"
101886,"E5KRK5","P19404"
101889,"O95299","P19404"
101897,"P19404","Q15526"
101900,"P19404","Q9BVK6"
101903,"A0A024R6C0","P19404"
101905,"A0A024R325","P19404"
101907,"P19404","P21912"
101910,"P19404","Q9UHD8"
101983,"P60900","Q99460"
102088,"P25786","P51665"
102133,"P68400","Q06265"
102191,"P19404","Q92993"
102217,"P82650","Q9HAU4"
102227,"Q7Z434","Q9HAU4"
102359,"P36543","Q9P0L0"
102477,"P28360","P31273"
102485,"D0PNI1","P23258"
102499,"O00264","P60866"
102516,"P57060","Q6A162"
102881,"P15313","P36543"
102958,"P61956","Q06265"
103044,"O15033","P07900"
103076,"P01106","P28749"
103149,"O14818","Q7Z434"
103186,"O14818","Q99460"
103211,"L7RRS6","Q00005"
103224,"O14818","P25786"
103365,"Q01844","Q14527"
103381,"P01106","Q13151"
103421,"O75489","P01106"
103422,"P01106","P23258"
103491,"A8K379","O15123"
103503,"Q96C92","Q9Y2X7"
103722,"A0A024R2W3","P51787"
103810,"P17542","Q9Y5B9"
103830,"P25786","P62333"
103833,"Q504Q3","Q9NXV2"
103840,"P48431","Q9NXV2"
103848,"B7Z3D6","O00399"
103874,"A0A024R2P0","O00399"
103879,"E5KS60","P31040"
103886,"O15123","P20073"
103891,"O75381","P50990"
103892,"Q6NYC1","Q8IYM2"
103975,"A0A024RA52","Q99460"
104009,"B2R4W8","Q13151"
104038,"O00264","Q9BUP0"
104042,"Q13617","Q9NXV2"
104060,"A0A024R475","Q9NXV2"
104127,"B2R4W8","Q99460"
104148,"O00399","P0CG48"
104153,"A0A024R4Q8","Q14204"
104169,"O75937","Q9P2P5"
104312,"Q99460","Q9UNE7"
104349,"Q6NZ67","Q9BSJ2"
104351,"P10276","Q9BV79"
104420,"B0S7P4","P82650"
104454,"Q16270","Q9NQC3"
104487,"Q06265","Q546Y9"
104503,"Q13409","Q14204"
104594,"O14832","Q9UNS2"
104753,"Q7Z434","Q9BT67"
104758,"P17066","P34931"
104777,"P17066","Q8WVM8"
104956,"P13196","Q9Y2K6"
105086,"P23258","Q9P2P5"
105110,"A0A024R3T8","P17542"
105186,"Q00987","Q14011"
105256,"P31040","Q00987"
105283,"P08133","Q00987"
105328,"P18669","Q00987"
105385,"Q00987","Q99460"
105398,"P09936","Q00987"
105473,"D9ZGG2","Q5SSJ5"
105513,"A0A024RD80","P40925"
105522,"P00533","P40925"
105523,"P40925","Q15843"
105524,"O60260","P40925"
105525,"P05161","P40925"
105548,"O15116","O43172"
105724,"O00159","P61956"
105822,"P63172","Q14204"
105836,"A0A024RC33","Q9BTT6"
105907,"Q96RT1","Q9BTT6"
105908,"Q12959","Q9BTT6"
105973,"B2RNT7","Q9UNS2"
106001,"O95163","Q14204"
106029,"P25786","Q5JR59"
106095,"P78509","P98155"
106127,"O43172","P62312"
106182,"A0A024R8S5","P13674"
106221,"O43541","P31269"
106292,"P56817","Q96IZ0"
106334,"O43541","P31273"
106387,"O95831","P62937"
106410,"P17542","P81877"
106508,"P18754","Q9BV86"
106531,"O94817","Q7Z434"
106533,"A9UGY9","Q7Z434"
106544,"P62987","Q7Z434"
106562,"Q7Z2W4","Q8IZH2"
106585,"A0A024RD80","P31948"
106586,"A0A024R730","P31948"
106587,"P61964","Q7Z434"
106604,"O00268","Q9NS37"
106632,"A0A024R397","P55210"
106639,"P05165","P05166"
106653,"A0A024R3T8","P15923"
106654,"A0A024R4A0","P15923"
106668,"Q7Z434","Q96EQ8"
106675,"A0A024R2P7","Q7Z2W4"
106679,"A0A024RB32","P55210"
106708,"P12980","P17542"
106757,"P12004","Q14527"
106776,"O95140","Q8IWA4"
106778,"O43541","P62987"
106779,"O95140","Q16611"
106865,"O00268","P15923"
106881,"Q7Z2W4","Q9NQT5"
106936,"Q6ZNE5","Q8NEB9"
106953,"A0A024R471","Q9UNS2"
106986,"P28749","Q13547"
106987,"P28749","Q16254"
106988,"A0A024RDY4","P28749"
106997,"P17542","Q9BWW4"
107121,"A0A0A6YY93","O00268"
107169,"Q7Z434","Q9Y4K3"
107172,"Q7Z434","Q86UT6"
107470,"P23258","Q9UGJ1"
107499,"K7PPA8","Q6NYC1"
107500,"Q16630","Q6NYC1"
107508,"Q7Z2W4","Q9NPI6"
107509,"Q7Z2W4","Q8IU60"
107677,"P37840","Q99497"
107690,"A0A024R452","P52798"
107747,"O75081","P17542"
107766,"P52272","Q92973"
107825,"P28749","Q14188"
107846,"A0A024RDV3","P17542"
107847,"P17542","Q9UKL0"
107867,"P46821","Q658J6"
107905,"P27694","P43351"
107921,"O43541","Q6ZSG1"
107974,"P15173","P15923"
108035,"O60341","P17542"
108036,"P17542","Q86U70"
108037,"L8B7P7","P17542"
108038,"P17542","Q16576"
108041,"O95453","Q7Z2W4"
108065,"P55210","P55211"
108106,"P51787","Q99996"
108123,"P17542","Q12873"
108151,"P17542","Q92769"
108175,"P37840","Q9Y6H5"
108183,"P02649","P98155"
108202,"Q14527","Q149N8"
108212,"P31948","P62987"
108224,"P19447","P43351"
108225,"P18074","P43351"
108227,"A0M8W4","Q14527"
108271,"P08069","Q06124"
108418,"P15172","P15923"
108427,"A0A024R4D1","Q9UNS2"
108435,"P51787","Q9Y4K3"
108459,"P61088","Q14527"
108490,"A0A024R1X5","Q6ZNE5"
108537,"A0A024R5T1","P17542"
108627,"P46821","Q9UMN6"
108673,"O00268","P49848"
108675,"O00268","O43889"
108753,"Q7Z2W4","Q9NQT4"
108797,"P15927","P43351"
108865,"P43351","P63279"
108868,"A4D105","P43351"
108905,"A0A024RA61","Q6NYC1"
108910,"P17542","Q14839"
108936,"P30533","P98155"
108964,"Q13114","Q7Z434"
109006,"P55210","P55212"
109007,"A0A024RAS5","P55210"
109018,"P63146","Q14527"
109204,"P18627","Q9HC77"
109305,"P46821","Q9UBU9"
109385,"P30154","Q06830"
109395,"O60506","Q9BT88"
109640,"P98175","Q9UKA9"
109728,"P08069","Q99683"
109892,"Q96PU8","Q9UKA9"
109907,"P15172","P15923"
109926,"P15923","Q15672"
110024,"Q14011","Q99873"
110120,"O00566","Q96G21"
110128,"P19634","Q16539"
110145,"Q14765","Q16539"
110258,"O43463","P28749"
110259,"P23258","Q92834"
110313,"P28360","P35548"
110319,"P23258","P53350"
110328,"A0A024R136","P23258"
110329,"P23258","Q9NS23"
110338,"P23258","Q96CW5"
110388,"P06454","P18754"
110392,"P18754","P52948"
110394,"A0A024RDV7","P18754"
110565,"P00918","P19634"
110567,"P46821","P78559"
110619,"P26368","P46821"
110653,"A0A024R7W9","Q9UNS2"
110675,"P30154","P51149"
110717,"L7RSL3","P49763"
110779,"O43172","P49759"
110927,"P06239","P09326"
110953,"P46821","P61326"
110987,"P23258","P27986"
111001,"P08727","P23258"
111121,"O76061","O95831"
111150,"P43351","Q92889"
