"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"206036_s_at",0.0838826432124058,4.33227373077128,0.879650663566225,0.387909250055089,0.7784195196514,-4.70841537789742
"214934_at",-0.279586106204798,6.14947473250436,-0.87959636100943,0.387938080117302,0.7784195196514,-4.70843585660433
"212346_s_at",-0.153001646243754,7.06968591472911,-0.879480569826923,0.387999560077721,0.7784195196514,-4.70847952024498
"206877_at",0.0895911517639735,4.29604974475793,0.879397888929263,0.388043463818853,0.7784195196514,-4.70851069517803
"207343_at",0.116817242382585,4.48405493296671,0.879379794323216,0.38805307252476,0.7784195196514,-4.70851751741938
"219329_s_at",-0.20699256954179,7.20946750977831,-0.879311578396441,0.388089298341613,0.7784195196514,-4.7085432358549
"209476_at",0.220492942007877,6.44557213341221,0.879151971379649,0.388174065629349,0.7784195196514,-4.70860340309592
"202889_x_at",-0.151880588718653,5.8101629447097,-0.87914438721316,0.388178093879031,0.7784195196514,-4.7086062618632
"201470_at",-0.224476259186616,8.620903371961,-0.879142777504184,0.388178948862387,0.7784195196514,-4.70860686862226
"203713_s_at",0.156894240799256,5.6021067371398,0.878886760014375,0.388314945936876,0.778505231561923,-4.70870335838704
"203827_at",0.132855964833741,5.22847393329703,0.878854932277017,0.388331855062362,0.778505231561923,-4.70871535209195
"214565_s_at",-0.1009659046639,4.26295043670542,-0.878848986835969,0.388335013750393,0.778505231561923,-4.70871759248012
"220950_s_at",-0.0911374062032611,4.55188442028884,-0.878798023211781,0.388362090337582,0.778505231561923,-4.70873679626521
"212836_at",0.141866761173458,5.9910148825318,0.878733403095915,0.388396424275226,0.778505231561923,-4.7087611445601
"207511_s_at",0.15158851978185,6.58238692652597,0.878390508510447,0.388578643833205,0.778800400240424,-4.70889031727202
"215253_s_at",-0.151655835343304,4.96550257884263,-0.878181838975007,0.388689561213877,0.778952622810502,-4.70896890349912
"205578_at",-0.078046286169588,4.0950258359428,-0.878106103687808,0.388729823050093,0.778963233614007,-4.70899742171478
"40093_at",-0.159681653928689,7.36167749762465,-0.878006825311962,0.388782604783531,0.778998928472991,-4.70903480175513
"209363_s_at",0.0905624165798148,4.20486673236692,0.877835772972971,0.388873556317026,0.779063589227837,-4.70909919701733
"210675_s_at",0.110702181531135,4.48911755915772,0.877814593129932,0.388884818970846,0.779063589227837,-4.70910716970625
"213022_s_at",0.143604846905317,4.54222194381314,0.877681514394801,0.388955590135413,0.779135300912382,-4.70915726032338
"205814_at",0.245851643230406,8.22027942106758,0.877387319459685,0.389112072379182,0.779245484303446,-4.709267970542
"211744_s_at",0.0729253018851733,4.34692036777683,0.877263533053619,0.389177926539609,0.779245484303446,-4.70931454333823
"212553_at",0.184942204631274,7.83723362918329,0.877190141260747,0.389216974259316,0.779245484303446,-4.70934215311539
"209148_at",-0.238326547542191,7.14704139110447,-0.877178262747838,0.389223294398609,0.779245484303446,-4.7093466215815
"219160_s_at",-0.137399770249112,4.22813360196129,-0.877043222799792,0.389295149083036,0.779245484303446,-4.70939741715858
"219140_s_at",0.20171231510132,4.87684003603977,0.877012324300014,0.389311591366086,0.779245484303446,-4.70940903870786
"208918_s_at",0.213977466934826,6.50019075311663,0.876882790608464,0.389380526132826,0.779245484303446,-4.70945775492963
"213882_at",0.176805006826371,4.24317731642148,0.876720492212534,0.389466908656875,0.779245484303446,-4.70951878445488
"205965_at",0.109861007839265,6.0848530686283,0.876670331954522,0.389493608718039,0.779245484303446,-4.70953764430033
"203950_s_at",-0.174026275828459,7.56602506430736,-0.876621765697829,0.389519461429434,0.779245484303446,-4.70955590388824
"203455_s_at",0.226101614245785,9.48542191981398,0.876577292296467,0.389543136413302,0.779245484303446,-4.70957262387494
"206927_s_at",0.0886025217183951,4.33251745839697,0.876490992461038,0.389589079951888,0.779245484303446,-4.70960506652844
"206523_at",-0.0914121432968987,5.2525645158595,-0.876472293492838,0.38959903520466,0.779245484303446,-4.70961209564285
"216490_x_at",0.0917809334281344,4.84513801274156,0.876471703757271,0.389599349180098,0.779245484303446,-4.70961231732769
